Sample_ID	DRAM-ORF_count	DRAM-Annotated	DRAM-Hypothetical	DRAM-Unknown	DRAM-KO_count	Metacerberus-ORF_count	Metacerberus-Annotated	Metacerberus-Hypothetical	Metacerberus-Unknown	Metacerberus-KO_count
QGNH01000278.1	26.0	10.0	2.0	14.0	5.0	0.0	0.0	0.0	0.0	0.0
QGNH01000279.1	24.0	6.0	4.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000280.1	22.0	2.0	1.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000281.1	19.0	1.0	1.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000282.1	24.0	4.0	2.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000283.1	22.0	5.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000284.1	23.0	3.0	2.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000285.1	23.0	5.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000286.1	23.0	4.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000287.1	16.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000288.1	19.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000289.1	21.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000290.1	18.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000291.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000292.1	24.0	5.0	0.0	19.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000293.1	20.0	4.0	1.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000294.1	18.0	7.0	2.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000295.1	17.0	5.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000296.1	17.0	3.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000297.1	18.0	5.0	1.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000298.1						0.0	0.0	0.0	0.0	0.0
QGNH01000299.1	20.0	8.0	7.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000300.1	16.0	1.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000301.1	9.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000302.1	13.0	4.0	1.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000303.1	21.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000304.1	23.0	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000305.1	18.0	3.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000306.1	21.0	5.0	0.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000307.1	15.0	3.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000308.1	18.0	3.0	1.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000309.1	30.0	4.0	2.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000310.1	18.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000311.1	14.0	6.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000312.1	10.0	3.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000313.1	16.0	10.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000314.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000315.1	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000316.1	13.0	1.0	1.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000317.1	18.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000318.1	13.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000319.1	15.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000320.1	12.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000321.1	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000322.1	16.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000323.1	20.0	3.0	1.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000324.1						0.0	0.0	0.0	0.0	0.0
QGNH01000325.1	12.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000326.1	14.0	5.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000327.1	17.0	3.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000328.1	17.0	3.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000329.1	16.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000330.1	18.0	4.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000331.1	24.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000332.1	17.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000333.1	18.0	4.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000334.1	26.0	4.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000335.1	16.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000336.1	20.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000337.1	8.0	3.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000338.1	26.0	2.0	1.0	23.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000339.1						0.0	0.0	0.0	0.0	0.0
QGNH01000340.1	10.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000341.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000342.1	16.0	2.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000343.1	13.0	2.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000344.1	13.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000345.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000346.1	20.0	1.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000347.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000348.1	13.0	6.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0
QGNH01000349.1	19.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000350.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000351.1	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000352.1	26.0	24.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000353.1	20.0	2.0	1.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000354.1	12.0	6.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000355.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000356.1						0.0	0.0	0.0	0.0	0.0
QGNH01000357.1	23.0	1.0	1.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000358.1	11.0	6.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000359.1	18.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000360.1	16.0	2.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000361.1	18.0	3.0	2.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000362.1	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000363.1	13.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000364.1	11.0	4.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000365.1	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000366.1	13.0	5.0	5.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000367.1	16.0	3.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000368.1						0.0	0.0	0.0	0.0	0.0
QGNH01000369.1						0.0	0.0	0.0	0.0	0.0
QGNH01000370.1	20.0	5.0	0.0	15.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000371.1	15.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000372.1	7.0	4.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000373.1	17.0	3.0	1.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000374.1	14.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000375.1	16.0	3.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000376.1	8.0	2.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000377.1	19.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000378.1	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000379.1	13.0	3.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000380.1	24.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000381.1	13.0	2.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000382.1	17.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000383.1	8.0	3.0	1.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000384.1	14.0	5.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000385.1	15.0	4.0	3.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000386.1	10.0	2.0	2.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000387.1	13.0	1.0	1.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000388.1	248.0	26.0	9.0	213.0	7.0	251.0	46.0	175.0	30.0	40.0
QGNH01000389.1	89.0	15.0	7.0	67.0	3.0	97.0	27.0	65.0	5.0	18.0
QGNH01000390.1	124.0	16.0	7.0	101.0	3.0	143.0	27.0	100.0	16.0	18.0
QGNH01000391.1	166.0	17.0	4.0	145.0	3.0	145.0	16.0	111.0	18.0	9.0
QGNH01000392.1	26.0	5.0	0.0	21.0	2.0	37.0	4.0	29.0	4.0	3.0
QGNH01000393.1	32.0	4.0	1.0	27.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000394.1	13.0	3.0	1.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000395.1	30.0	6.0	1.0	23.0	2.0	31.0	7.0	19.0	5.0	3.0
QGNH01000396.1	34.0	5.0	1.0	28.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000397.1	18.0	4.0	0.0	14.0	1.0	24.0	4.0	18.0	2.0	3.0
QGNH01000398.1	26.0	5.0	0.0	21.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000399.1	22.0	6.0	0.0	16.0	1.0	24.0	5.0	15.0	4.0	0.0
QGNH01000400.1	18.0	3.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000401.1	22.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000402.1	8.0	2.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000403.1	16.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000404.1	24.0	4.0	0.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000405.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000406.1	18.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000407.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000408.1	15.0	6.0	2.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000409.1	17.0	3.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000410.1	12.0	4.0	1.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000411.1	83.0	27.0	6.0	50.0	6.0	87.0	28.0	47.0	12.0	10.0
QGNH01000412.1	61.0	58.0	3.0	0.0	7.0	58.0	49.0	9.0	0.0	13.0
QGNH01000413.1	25.0	15.0	4.0	6.0	0.0	26.0	17.0	7.0	2.0	6.0
QGNH01000414.1	33.0	9.0	3.0	21.0	4.0	33.0	11.0	18.0	4.0	9.0
QGNH01000415.1	19.0	7.0	2.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000416.1	31.0	8.0	1.0	22.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000417.1	32.0	14.0	3.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000418.1	18.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000419.1	18.0	11.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000420.1	15.0	6.0	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000421.1	20.0	6.0	2.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000422.1	10.0	5.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000423.1	7.0	4.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000424.1	7.0	4.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01000425.1	13.0	6.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000426.1	10.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000427.1	11.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000428.1	5.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000429.1	11.0	6.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000430.1	11.0	3.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000431.1	15.0	1.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000432.1	6.0	3.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000433.1	88.0	23.0	7.0	58.0	5.0	105.0	27.0	69.0	9.0	11.0
QGNH01000434.1	63.0	10.0	2.0	51.0	4.0	64.0	9.0	49.0	6.0	6.0
QGNH01000435.1	54.0	54.0	0.0	0.0	0.0	56.0	2.0	47.0	7.0	1.0
QGNH01000436.1	73.0	6.0	1.0	66.0	1.0	72.0	8.0	58.0	6.0	2.0
QGNH01000437.1	13.0	1.0	1.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000438.1	57.0	15.0	2.0	40.0	2.0	55.0	17.0	32.0	6.0	4.0
QGNH01000439.1	64.0	5.0	1.0	58.0	1.0	64.0	6.0	53.0	5.0	5.0
QGNH01000440.1	59.0	8.0	1.0	50.0	2.0	65.0	9.0	49.0	7.0	3.0
QGNH01000441.1	14.0	4.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000442.1	10.0	5.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01000443.1	86.0	9.0	2.0	75.0	3.0	96.0	9.0	82.0	5.0	5.0
QGNH01000444.1	56.0	56.0	0.0	0.0	0.0	58.0	6.0	45.0	7.0	1.0
QGNH01000445.1	69.0	13.0	3.0	53.0	1.0	72.0	11.0	56.0	5.0	3.0
QGNH01000446.1	42.0	3.0	1.0	38.0	1.0	45.0	3.0	36.0	6.0	1.0
QGNH01000447.1	17.0	4.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000448.1	101.0	4.0	1.0	96.0	0.0	98.0	6.0	83.0	9.0	2.0
QGNH01000449.1	71.0	15.0	6.0	50.0	5.0	73.0	16.0	45.0	12.0	6.0
QGNH01000450.1	68.0	25.0	5.0	38.0	6.0	64.0	26.0	32.0	6.0	10.0
QGNH01000451.1	82.0	10.0	6.0	66.0	1.0	85.0	11.0	59.0	15.0	2.0
QGNH01000452.1	64.0	8.0	5.0	51.0	4.0	69.0	11.0	51.0	7.0	4.0
QGNH01000453.1	59.0	9.0	1.0	49.0	3.0	63.0	11.0	46.0	6.0	3.0
QGNH01000454.1	98.0	11.0	6.0	81.0	1.0	100.0	12.0	72.0	16.0	6.0
QGNH01000455.1	65.0	9.0	2.0	54.0	2.0	70.0	9.0	56.0	5.0	4.0
QGNH01000456.1	94.0	15.0	11.0	68.0	2.0	96.0	19.0	67.0	10.0	7.0
QGNH01000457.1	58.0	7.0	3.0	48.0	3.0	66.0	8.0	51.0	7.0	4.0
QGNH01000458.1	61.0	10.0	5.0	46.0	2.0	59.0	17.0	35.0	7.0	5.0
QGNH01000459.1	24.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000460.1	61.0	15.0	5.0	41.0	7.0	66.0	19.0	40.0	7.0	15.0
QGNH01000461.1	59.0	14.0	6.0	39.0	4.0	61.0	16.0	33.0	12.0	6.0
QGNH01000462.1	29.0	29.0	0.0	0.0	0.0	28.0	7.0	21.0	0.0	1.0
QGNH01000463.1	8.0	3.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01000464.1	61.0	11.0	4.0	46.0	0.0	62.0	9.0	45.0	8.0	3.0
QGNH01000465.1	65.0	7.0	1.0	57.0	4.0	65.0	13.0	46.0	6.0	9.0
QGNH01000466.1	59.0	20.0	3.0	36.0	4.0	63.0	19.0	34.0	10.0	7.0
QGNH01000467.1	60.0	15.0	3.0	42.0	6.0	61.0	20.0	30.0	11.0	12.0
QGNH01000468.1	86.0	8.0	1.0	77.0	1.0	83.0	11.0	62.0	10.0	6.0
QGNH01000469.1	102.0	12.0	6.0	84.0	4.0	103.0	15.0	77.0	11.0	10.0
QGNH01000470.1	66.0	23.0	2.0	41.0	6.0	63.0	23.0	30.0	10.0	11.0
QGNH01000471.1	46.0	6.0	1.0	39.0	3.0	45.0	4.0	37.0	4.0	2.0
QGNH01000472.1	98.0	17.0	6.0	75.0	7.0	102.0	25.0	70.0	7.0	12.0
QGNH01000473.1	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000474.1	88.0	8.0	6.0	74.0	1.0	86.0	13.0	65.0	8.0	5.0
QGNH01000475.1	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01000476.1	45.0	6.0	4.0	35.0	1.0	47.0	9.0	30.0	8.0	5.0
QGNH01000477.1	61.0	6.0	4.0	51.0	4.0	64.0	10.0	46.0	8.0	6.0
QGNH01000478.1	66.0	6.0	1.0	59.0	2.0	66.0	6.0	56.0	4.0	5.0
QGNH01000479.1	94.0	27.0	5.0	62.0	7.0	95.0	32.0	52.0	11.0	16.0
QGNH01000480.1	21.0	2.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01000481.1	89.0	22.0	8.0	59.0	6.0	91.0	23.0	58.0	10.0	11.0
QGNH01000482.1	53.0	4.0	3.0	46.0	2.0	55.0	6.0	44.0	5.0	4.0
QGNH01000483.1	55.0	14.0	6.0	35.0	5.0	58.0	19.0	34.0	5.0	7.0
QGNH01000484.1	103.0	16.0	3.0	84.0	6.0	91.0	13.0	70.0	8.0	8.0
QGNH01000485.1	61.0	15.0	1.0	45.0	2.0	69.0	16.0	45.0	8.0	9.0
QGNH01000486.1	67.0	7.0	5.0	55.0	1.0	72.0	11.0	53.0	8.0	5.0
QGNH01000487.1	126.0	34.0	12.0	80.0	3.0	126.0	37.0	72.0	17.0	15.0
QGNH01000488.1	118.0	20.0	7.0	91.0	2.0	135.0	31.0	85.0	19.0	10.0
QGNH01000489.1	120.0	30.0	14.0	76.0	5.0	121.0	35.0	77.0	9.0	8.0
QGNH01000490.1	86.0	10.0	1.0	75.0	6.0	82.0	14.0	59.0	9.0	13.0
QGNH01000491.1	110.0	12.0	5.0	93.0	4.0	103.0	14.0	74.0	15.0	8.0
QGNH01000492.1	112.0	36.0	14.0	62.0	4.0	116.0	47.0	55.0	14.0	33.0
QGNH01000493.1	116.0	28.0	5.0	83.0	4.0	126.0	29.0	89.0	8.0	16.0
QGNH01000494.1	55.0	10.0	4.0	41.0	2.0	62.0	9.0	46.0	7.0	2.0
QGNH01000495.1	89.0	15.0	6.0	68.0	10.0	93.0	28.0	57.0	8.0	21.0
QGNH01000496.1	128.0	20.0	12.0	96.0	5.0	128.0	31.0	78.0	19.0	13.0
QGNH01000497.1	113.0	23.0	6.0	84.0	10.0	116.0	25.0	83.0	8.0	18.0
QGNH01000498.1	106.0	24.0	12.0	70.0	7.0	106.0	35.0	63.0	8.0	12.0
QGNH01000499.1	83.0	34.0	13.0	36.0	5.0	83.0	44.0	29.0	10.0	20.0
QGNH01000500.1	108.0	18.0	10.0	80.0	7.0	115.0	27.0	80.0	8.0	17.0
QGNH01000501.1	55.0	12.0	2.0	41.0	0.0	58.0	14.0	35.0	9.0	2.0
QGNH01000502.1	89.0	13.0	11.0	65.0	5.0	102.0	22.0	71.0	9.0	7.0
QGNH01000503.1	98.0	18.0	4.0	76.0	8.0	100.0	17.0	71.0	12.0	9.0
QGNH01000504.1	84.0	10.0	3.0	71.0	3.0	97.0	13.0	76.0	8.0	8.0
QGNH01000505.1	118.0	8.0	5.0	105.0	3.0	112.0	7.0	95.0	10.0	3.0
QGNH01000506.1	95.0	20.0	13.0	62.0	2.0	94.0	28.0	59.0	7.0	7.0
QGNH01000507.1	103.0	7.0	3.0	93.0	2.0	112.0	11.0	86.0	15.0	6.0
QGNH01000508.1	96.0	21.0	6.0	69.0	4.0	96.0	26.0	59.0	11.0	17.0
QGNH01000509.1	102.0	18.0	9.0	75.0	1.0	99.0	23.0	68.0	8.0	5.0
QGNH01000510.1	84.0	32.0	7.0	45.0	5.0	88.0	36.0	45.0	7.0	21.0
QGNH01000511.1	90.0	16.0	2.0	72.0	2.0	92.0	20.0	63.0	9.0	11.0
QGNH01000512.1	97.0	6.0	4.0	87.0	3.0	99.0	12.0	83.0	4.0	12.0
QGNH01000513.1	73.0	10.0	3.0	60.0	1.0	77.0	11.0	59.0	7.0	5.0
QGNH01000514.1	85.0	15.0	5.0	65.0	3.0	87.0	17.0	59.0	11.0	5.0
QGNH01000515.1	87.0	17.0	7.0	63.0	2.0	91.0	19.0	65.0	7.0	6.0
QGNH01000516.1	83.0	10.0	5.0	68.0	1.0	88.0	10.0	65.0	13.0	6.0
QGNH01000517.1	91.0	25.0	7.0	59.0	6.0	94.0	30.0	52.0	12.0	10.0
QGNH01000518.1	88.0	19.0	5.0	64.0	6.0	84.0	22.0	54.0	8.0	8.0
QGNH01000519.1	87.0	19.0	4.0	64.0	3.0	99.0	22.0	67.0	10.0	15.0
QGNH01000520.1	64.0	6.0	3.0	55.0	0.0	64.0	7.0	48.0	9.0	4.0
QGNH01000521.1	90.0	7.0	5.0	78.0	2.0	91.0	10.0	73.0	8.0	3.0
QGNH01000522.1	67.0	17.0	1.0	49.0	9.0	71.0	18.0	44.0	9.0	12.0
QGNH01000523.1	86.0	12.0	2.0	72.0	0.0	82.0	11.0	60.0	11.0	4.0
QGNH01000524.1	81.0	11.0	5.0	65.0	3.0	90.0	14.0	69.0	7.0	9.0
QGNH01000525.1	84.0	18.0	8.0	58.0	3.0	91.0	21.0	62.0	8.0	4.0
QGNH01000526.1	96.0	17.0	6.0	73.0	1.0	90.0	19.0	66.0	5.0	6.0
QGNH01000527.1	71.0	14.0	5.0	52.0	3.0	68.0	15.0	44.0	9.0	8.0
QGNH01000528.1	77.0	22.0	14.0	41.0	2.0	75.0	30.0	36.0	9.0	15.0
QGNH01000529.1	93.0	18.0	7.0	68.0	6.0	92.0	21.0	59.0	12.0	9.0
QGNH01000530.1	83.0	21.0	14.0	48.0	2.0	80.0	25.0	49.0	6.0	10.0
QGNH01000531.1	72.0	16.0	9.0	47.0	3.0	77.0	21.0	46.0	10.0	9.0
QGNH01000532.1	121.0	14.0	2.0	105.0	2.0	115.0	14.0	95.0	6.0	7.0
QGNH01000533.1	66.0	4.0	0.0	62.0	1.0	68.0	4.0	53.0	11.0	4.0
QGNH01000534.1	75.0	22.0	7.0	46.0	8.0	80.0	29.0	43.0	8.0	9.0
QGNH01000535.1	90.0	27.0	10.0	53.0	7.0	92.0	32.0	53.0	7.0	16.0
QGNH01000536.1	73.0	6.0	3.0	64.0	0.0	67.0	6.0	55.0	6.0	3.0
QGNH01000537.1	73.0	9.0	2.0	62.0	1.0	80.0	10.0	68.0	2.0	4.0
QGNH01000538.1	57.0	6.0	7.0	44.0	1.0	60.0	9.0	43.0	8.0	3.0
QGNH01000539.1	82.0	7.0	2.0	73.0	0.0	77.0	7.0	66.0	4.0	3.0
QGNH01000540.1	82.0	14.0	10.0	58.0	2.0	87.0	21.0	52.0	14.0	5.0
QGNH01000541.1	68.0	19.0	4.0	45.0	3.0	71.0	19.0	43.0	9.0	8.0
QGNH01000542.1	81.0	10.0	5.0	66.0	0.0	82.0	15.0	59.0	8.0	9.0
QGNH01000543.1	76.0	14.0	1.0	61.0	0.0	78.0	11.0	52.0	15.0	0.0
QGNH01000544.1	89.0	5.0	1.0	83.0	1.0	90.0	6.0	76.0	8.0	1.0
QGNH01000545.1	32.0	9.0	2.0	21.0	1.0	31.0	10.0	19.0	2.0	3.0
QGNH01000546.1	71.0	13.0	5.0	53.0	4.0	72.0	19.0	49.0	4.0	7.0
QGNH01000547.1	61.0	10.0	2.0	49.0	3.0	65.0	17.0	41.0	7.0	10.0
QGNH01000548.1	79.0	10.0	2.0	67.0	5.0	86.0	11.0	69.0	6.0	7.0
QGNH01000549.1	62.0	13.0	2.0	47.0	5.0	73.0	13.0	57.0	3.0	6.0
QGNH01000550.1	68.0	9.0	2.0	57.0	3.0	68.0	9.0	49.0	10.0	4.0
QGNH01000551.1	66.0	14.0	5.0	47.0	0.0	64.0	12.0	38.0	14.0	5.0
QGNH01000552.1	66.0	8.0	2.0	56.0	1.0	64.0	8.0	54.0	2.0	5.0
QGNH01000553.1	63.0	15.0	0.0	48.0	3.0	71.0	18.0	43.0	10.0	7.0
QGNH01000554.1	54.0	11.0	7.0	36.0	2.0	61.0	19.0	35.0	7.0	5.0
QGNH01000555.1	69.0	5.0	2.0	62.0	3.0	68.0	8.0	55.0	5.0	4.0
QGNH01000556.1	52.0	7.0	3.0	42.0	2.0	57.0	8.0	41.0	8.0	5.0
