	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_047995_NC_047995_298	NC_047995	NC_047995	298	231424	231726	1	E								0
NC_047995_NC_047995_299	NC_047995	NC_047995	299	231723	232937	1	E								0
NC_047995_NC_047995_300	NC_047995	NC_047995	300	233051	233353	1	E								0
NC_047995_NC_047995_301	NC_047995	NC_047995	301	233362	233913	1	E								0
NC_047995_NC_047995_302	NC_047995	NC_047995	302	233923	234384	1	E								0
NC_047995_NC_047995_303	NC_047995	NC_047995	303	234374	234655	1	E								0
NC_047995_NC_047995_304	NC_047995	NC_047995	304	234655	235191	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]	dUTPase [PF00692.22]					0
NC_047995_NC_047995_305	NC_047995	NC_047995	305	235461	235775	1	E								0
NC_047995_NC_047995_306	NC_047995	NC_047995	306	235814	236494	1	D			Transglycosylase SLT domain [PF01464.23]					0
NC_047995_NC_047995_307	NC_047995	NC_047995	307	236509	237192	1	E								0
NC_047995_NC_047995_308	NC_047995	NC_047995	308	237260	238201	1	E								0
NC_047995_NC_047995_309	NC_047995	NC_047995	309	238278	238970	1	E								0
NC_047995_NC_047995_310	NC_047995	NC_047995	310	238973	239203	1	E								0
NC_047995_NC_047995_311	NC_047995	NC_047995	311	239206	239514	1	E								0
NC_047995_NC_047995_312	NC_047995	NC_047995	312	239516	240094	1	E								0
NC_047995_NC_047995_313	NC_047995	NC_047995	313	240136	241752	1	E								0
NC_047995_NC_047995_314	NC_047995	NC_047995	314	241788	242207	1	E								0
NC_047995_NC_047995_315	NC_047995	NC_047995	315	242216	242515	1	E								0
NC_047995_NC_047995_316	NC_047995	NC_047995	316	242621	243088	1	E								0
NC_047995_NC_047995_317	NC_047995	NC_047995	317	243090	243755	1	E								0
NC_047995_NC_047995_318	NC_047995	NC_047995	318	243755	243946	1	E								0
NC_047995_NC_047995_319	NC_047995	NC_047995	319	244090	244461	1	E								0
NC_047995_NC_047995_320	NC_047995	NC_047995	320	244719	245447	1	E								0
NC_047995_NC_047995_321	NC_047995	NC_047995	321	245606	247183	1	E								0
NC_047995_NC_047995_322	NC_047995	NC_047995	322	247266	248522	1	E								0
NC_047995_NC_047995_323	NC_047995	NC_047995	323	248519	248902	1	E								0
NC_047995_NC_047995_324	NC_047995	NC_047995	324	248899	249360	1	E								0
NC_047995_NC_047995_325	NC_047995	NC_047995	325	249350	250630	1	E								0
NC_047995_NC_047995_326	NC_047995	NC_047995	326	250657	253614	1	E								0
NC_047995_NC_047995_327	NC_047995	NC_047995	327	253675	254496	1	E								0
NC_047995_NC_047995_328	NC_047995	NC_047995	328	254590	255132	1	E								0
NC_047995_NC_047995_329	NC_047995	NC_047995	329	255277	256080	1	E								0
NC_047995_NC_047995_330	NC_047995	NC_047995	330	256299	256817	1	E								0
NC_047995_NC_047995_331	NC_047995	NC_047995	331	256915	257409	1	E								0
NC_047995_NC_047995_332	NC_047995	NC_047995	332	257390	257920	1	E								0
NC_047995_NC_047995_333	NC_047995	NC_047995	333	258054	260081	1	D			DNA gyrase B [PF00204.28]; DNA gyrase B subunit, carboxyl terminus [PF00986.24]; Toprim domain [PF01751.25]					0
NC_047995_NC_047995_334	NC_047995	NC_047995	334	260083	260337	1	E								0
NC_047995_NC_047995_335	NC_047995	NC_047995	335	260337	261995	1	D			DNA gyrase/topoisomerase IV, subunit A [PF00521.23]					0
NC_047995_NC_047995_336	NC_047995	NC_047995	336	262337	263605	1	E								0
NC_047995_NC_047995_337	NC_047995	NC_047995	337	264070	264936	1	E								0
NC_047995_NC_047995_338	NC_047995	NC_047995	338	264993	266135	1	E								0
NC_047995_NC_047995_339	NC_047995	NC_047995	339	266132	266524	1	E								0
