#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG07938	4	4	Xu	REFSEQ hypothetical protein
VOG07939	4	4	XhXpXs	sp|P0DOE5|SH_HRSVA Small hydrophobic protein
VOG07940	2	2	Xu	REFSEQ hypothetical protein
VOG07941	2	2	Xu	REFSEQ 006R
VOG07942	2	2	Xu	REFSEQ hypothetical protein
VOG07943	2	2	Xu	REFSEQ hypothetical protein
VOG07944	3	3	Xu	REFSEQ hypothetical protein
VOG07945	4	4	Xu	REFSEQ hypothetical protein
VOG07946	7	7	Xu	REFSEQ hypothetical protein
VOG07947	6	6	Xu	REFSEQ hypothetical protein
VOG07948	2	2	Xu	sp|F7V999|US33A_HCMVM Uncharacterized protein US33A
VOG07949	7	7	Xu	REFSEQ hypothetical protein
VOG07950	5	5	Xu	REFSEQ hypothetical protein
VOG07951	2	2	Xu	REFSEQ hypothetical protein
VOG07952	3	3	Xu	REFSEQ hypothetical protein
VOG07953	3	3	Xu	REFSEQ hypothetical protein
VOG07954	3	3	XhXs	sp|Q9T1V6|TMP_BPMU Probable tape measure protein
VOG07955	83	72	Xh	sp|Q5UQP2|YL446_MIMIV Uncharacterized protein L446
VOG07956	2	2	Xu	REFSEQ hypothetical protein
VOG07957	2	2	Xu	REFSEQ hypothetical protein
VOG07958	32	32	Xu	REFSEQ hypothetical protein
VOG07959	5	5	Xu	REFSEQ hypothetical protein
VOG07960	4	2	Xu	REFSEQ putative orfan
VOG07961	11	11	Xu	REFSEQ hypothetical protein
VOG07962	5	5	Xu	REFSEQ hypothetical protein
VOG07963	4	4	Xu	REFSEQ hypothetical protein
VOG07964	2	2	Xu	REFSEQ hypothetical protein
VOG07965	4	4	Xu	REFSEQ hypothetical protein
VOG07966	2	2	Xu	REFSEQ hypothetical protein
VOG07967	5	5	Xu	REFSEQ virion structural protein
VOG07968	5	4	Xu	REFSEQ hypothetical protein
VOG07969	2	2	Xu	REFSEQ hypothetical protein
VOG07970	2	2	Xu	REFSEQ hypothetical protein
VOG07971	2	2	Xu	REFSEQ hypothetical protein
VOG07972	4	4	Xu	REFSEQ hypothetical protein
VOG07973	7	7	Xu	REFSEQ hypothetical protein
VOG07974	3	3	Xu	REFSEQ hypothetical protein
VOG07975	2	2	Xu	REFSEQ gp71
VOG07976	6	5	Xu	REFSEQ hypothetical protein
VOG07977	2	2	Xu	REFSEQ hypothetical protein
VOG07978	2	2	Xu	REFSEQ hypothetical protein
VOG07979	2	2	Xu	REFSEQ hypothetical protein
VOG07980	5	5	Xu	REFSEQ hypothetical protein
VOG07981	2	2	Xu	REFSEQ hypothetical protein
VOG07982	2	2	Xu	REFSEQ hypothetical protein
VOG07983	27	19	Xu	sp|Q5UQX4|YL884_MIMIV Putative CDC123-like protein L884
VOG07984	6	6	Xu	REFSEQ hypothetical protein
VOG07985	3	3	Xu	REFSEQ hypothetical protein
VOG07986	2	2	Xu	REFSEQ hypothetical protein
VOG07987	2	2	Xu	REFSEQ hypothetical protein
VOG07988	37	37	Xu	REFSEQ hypothetical protein
VOG07989	2	2	Xu	REFSEQ hypothetical protein
VOG07990	2	2	Xu	REFSEQ hypothetical protein
VOG07991	2	2	Xu	REFSEQ hypothetical protein
VOG07992	75	75	Xu	REFSEQ hypothetical protein
VOG07993	2	2	Xu	REFSEQ hypothetical protein
VOG07994	164	164	XhXp	sp|Q6XQ97|SPANU_BPT1 U-spanin
VOG07995	21	21	Xu	REFSEQ hypothetical protein
VOG07996	2	2	Xu	REFSEQ hypothetical protein
VOG07997	2	2	Xu	REFSEQ DNA-binding protein
VOG07998	2	2	Xu	REFSEQ hypothetical protein
VOG07999	2	2	Xu	REFSEQ hypothetical protein
VOG08000	4	4	Xh	sp|P03224|BDLF3_EBVB9 Glycoprotein BDLF3
VOG08001	3	3	Xu	REFSEQ hypothetical protein
VOG08002	4	4	Xu	REFSEQ hypothetical protein
VOG08003	2	2	Xu	REFSEQ hypothetical protein
VOG08004	2	2	Xu	REFSEQ hypothetical protein
VOG08005	2	2	Xu	REFSEQ hypothetical protein
VOG08006	2	2	Xu	REFSEQ hypothetical protein
VOG08007	2	2	Xu	REFSEQ hypothetical protein
VOG08008	2	2	Xu	REFSEQ hypothetical protein
VOG08009	2	2	Xu	REFSEQ hypothetical protein
VOG08010	6	6	Xu	REFSEQ hypothetical protein
VOG08011	4	4	Xu	REFSEQ hypothetical protein
VOG08012	5	3	Xu	REFSEQ hypothetical protein
VOG08013	2	2	Xu	REFSEQ hypothetical protein
VOG08014	2	2	Xu	REFSEQ endolysin
VOG08015	2	2	Xu	REFSEQ hypothetical protein
VOG08016	6	6	Xu	REFSEQ hypothetical protein
VOG08017	2	2	Xu	REFSEQ hypothetical protein
VOG08018	2	2	Xu	REFSEQ hypothetical protein
VOG08019	4	4	Xu	REFSEQ hypothetical protein
VOG08020	3	3	Xu	REFSEQ hypothetical protein
VOG08021	2	2	Xs	sp|A0A140F3K7|CAPS2_PFV1 Major capsid protein 2
VOG08022	21	21	Xu	REFSEQ hypothetical protein
VOG08023	5	5	Xu	REFSEQ hypothetical protein
VOG08024	3	3	Xu	REFSEQ hypothetical protein
VOG08025	2	2	Xu	REFSEQ hypothetical protein
VOG08026	11	11	XrXs	sp|Q05323|VP30_EBOZM Transcriptional activator VP30
VOG08027	94	94	Xu	sp|O92404|LEF11_NPVBM Late expression factor 11
VOG08028	9	9	Xu	REFSEQ hypothetical protein
VOG08029	2	2	Xu	REFSEQ hypothetical protein
VOG08030	2	2	Xu	REFSEQ hypothetical protein
VOG08031	3	3	Xu	REFSEQ helix-turn-helix DNA binding domain protein
VOG08032	4	4	Xu	REFSEQ hypothetical protein
VOG08033	9	9	Xu	sp|Q5UPZ4|YL310_MIMIV Uncharacterized protein L310
VOG08034	2	2	Xu	REFSEQ hypothetical protein
VOG08035	4	2	Xu	REFSEQ hypothetical protein
VOG08036	2	2	Xu	REFSEQ hypothetical protein
VOG08037	2	2	Xu	REFSEQ hypothetical protein
VOG08038	2	2	Xu	REFSEQ hypothetical protein
VOG08039	3	3	Xu	REFSEQ hypothetical protein
VOG08040	2	2	Xu	REFSEQ structural protein
VOG08041	12	6	Xu	REFSEQ hypothetical protein
VOG08042	2	2	Xu	REFSEQ hypothetical protein
VOG08043	6	6	Xu	REFSEQ hypothetical protein
VOG08044	5	5	Xu	REFSEQ hypothetical protein
VOG08045	11	11	Xu	REFSEQ hypothetical protein
VOG08046	2	2	Xu	REFSEQ gp83
VOG08047	3	3	Xu	REFSEQ recombinase
VOG08048	8	8	Xu	sp|Q5UQL5|YL416_MIMIV Uncharacterized protein L416
VOG08049	10	10	Xu	REFSEQ hypothetical protein
VOG08050	2	2	Xu	REFSEQ hypothetical protein
VOG08051	2	2	Xu	REFSEQ E4-4
VOG08052	5	5	Xu	REFSEQ hypothetical protein
VOG08053	2	2	Xu	REFSEQ hypothetical protein
VOG08054	4	2	Xu	REFSEQ hypothetical protein
VOG08055	2	2	Xu	REFSEQ hypothetical protein
VOG08056	5	5	Xu	REFSEQ putative coat protein
VOG08057	2	2	Xu	REFSEQ hypothetical protein
VOG08058	2	2	Xu	REFSEQ hypothetical protein
VOG08059	6	6	Xu	REFSEQ hypothetical protein
VOG08060	2	2	Xu	REFSEQ hypothetical protein
VOG08061	3	3	Xu	REFSEQ hypothetical protein
VOG08062	9	9	Xu	REFSEQ hypothetical protein
VOG08063	3	2	Xu	REFSEQ PBCV-specific basic adaptor domain-containing protein
VOG08064	17	17	Xu	REFSEQ hypothetical protein
VOG08065	2	2	Xu	REFSEQ 143L
VOG08066	2	2	Xu	sp|O31955|YONC_BACSU SPbeta prophage-derived uncharacterized protein YonC
VOG08067	2	2	Xu	REFSEQ hypothetical protein
VOG08068	4	2	Xu	REFSEQ hypothetical protein
VOG08069	3	3	Xu	REFSEQ hypothetical protein
VOG08070	2	2	Xu	REFSEQ hypothetical protein
VOG08071	2	2	Xu	REFSEQ hypothetical protein
VOG08072	3	2	Xu	REFSEQ hypothetical protein
VOG08073	3	3	Xu	REFSEQ hypothetical protein
VOG08074	6	6	Xu	REFSEQ hypothetical protein
VOG08075	19	19	Xu	REFSEQ hypothetical protein
VOG08076	3	3	Xu	REFSEQ hypothetical protein
VOG08077	4	4	Xu	REFSEQ chromosome segregation ATPase
VOG08078	6	6	Xu	REFSEQ B of TMEM189, localization domain containing protein
VOG08079	4	4	Xu	REFSEQ hypothetical protein
VOG08080	8	8	Xu	sp|P15317|YHYA_BPH44 Uncharacterized 65 kDa protein in hyaluronidase region
VOG08081	2	2	Xu	REFSEQ hypothetical protein
VOG08082	2	2	Xu	REFSEQ hypothetical protein
VOG08083	3	3	Xu	REFSEQ hypothetical protein
VOG08084	3	3	Xu	REFSEQ hypothetical protein
VOG08085	4	4	Xu	REFSEQ hypothetical protein
VOG08086	4	4	Xu	REFSEQ hypothetical protein
VOG08087	5	5	Xu	REFSEQ SymE family type I addiction module toxin
VOG08088	2	2	Xu	REFSEQ hypothetical protein
VOG08089	2	2	Xu	REFSEQ hypothetical protein
VOG08090	4	4	Xu	REFSEQ hypothetical protein
VOG08091	2	2	Xu	REFSEQ hypothetical protein
VOG08092	10	10	Xu	REFSEQ hypothetical protein
VOG08093	2	2	Xu	REFSEQ pectin lyase fold domain-containing protein
VOG08094	24	24	Xu	REFSEQ hypothetical protein
VOG08095	2	2	Xu	REFSEQ hypothetical protein
VOG08096	2	2	Xu	REFSEQ hypothetical protein
VOG08097	3	3	Xu	REFSEQ hypothetical protein
VOG08098	3	3	Xu	REFSEQ hypothetical protein
VOG08099	2	2	Xu	REFSEQ ORF80
VOG08100	2	2	Xu	REFSEQ hypothetical protein
VOG08101	3	3	Xu	REFSEQ hypothetical protein
VOG08102	2	2	Xu	REFSEQ hypothetical protein
VOG08103	2	2	Xu	REFSEQ hypothetical protein
VOG08104	2	2	Xu	REFSEQ hypothetical protein
VOG08105	3	3	Xu	REFSEQ hypothetical protein
VOG08106	4	4	Xu	REFSEQ terminase small subunit
VOG08107	2	2	Xu	REFSEQ hypothetical protein
VOG08108	3	3	Xh	sp|P03287|Y116_ADE02 Uncharacterized 11.6 kDa early protein
VOG08109	13	13	Xu	REFSEQ hypothetical protein
VOG08110	2	2	Xu	REFSEQ hypothetical protein
VOG08111	4	4	Xu	REFSEQ holin
VOG08112	4	4	Xu	REFSEQ hypothetical protein
VOG08113	2	2	Xu	sp|Q6R7J3|Y030_OSHVF Uncharacterized protein ORF30
VOG08114	2	2	Xu	REFSEQ hypothetical protein
VOG08115	16	16	Xu	REFSEQ minor head protein
VOG08116	2	2	Xu	REFSEQ tail length tape measure protein
VOG08117	2	2	Xu	REFSEQ hypothetical protein
VOG08118	12	12	Xu	REFSEQ hypothetical protein
VOG08119	3	3	Xu	REFSEQ hypothetical protein
VOG08120	6	6	Xu	REFSEQ hypothetical protein
VOG08121	2	2	Xu	REFSEQ appendage
VOG08122	3	3	Xu	REFSEQ hypothetical protein
VOG08123	2	2	Xu	REFSEQ hypothetical protein
VOG08124	38	38	Xu	REFSEQ virion structural protein
VOG08125	2	2	Xu	REFSEQ hypothetical protein
VOG08126	2	2	Xu	REFSEQ tail protein
VOG08127	2	2	Xu	REFSEQ hypothetical protein
VOG08128	7	7	Xu	REFSEQ hypothetical protein
VOG08129	20	20	Xu	REFSEQ hypothetical protein
VOG08130	2	2	Xu	REFSEQ hypothetical protein
VOG08131	5	5	Xu	REFSEQ hypothetical protein
VOG08132	10	10	Xu	REFSEQ hypothetical protein
VOG08133	2	2	Xu	REFSEQ hypothetical protein
VOG08134	2	2	Xu	REFSEQ hypothetical protein
VOG08135	2	2	Xu	REFSEQ hypothetical protein
VOG08136	2	2	Xu	REFSEQ putative orfan
VOG08137	2	2	Xu	REFSEQ hypothetical protein
VOG08138	8	8	Xu	REFSEQ hypothetical protein
VOG08139	15	15	Xu	REFSEQ hypothetical protein
VOG08140	2	2	Xu	REFSEQ hypothetical protein
VOG08141	4	4	Xu	REFSEQ hypothetical protein
VOG08142	2	2	Xu	REFSEQ hypothetical protein
VOG08143	2	2	Xu	REFSEQ hypothetical protein
VOG08144	3	3	Xu	REFSEQ hypothetical protein
VOG08145	4	4	Xu	REFSEQ hypothetical protein
VOG08146	2	2	Xu	REFSEQ hypothetical protein
VOG08147	2	2	Xu	REFSEQ hypothetical protein
VOG08148	2	2	Xu	REFSEQ hypothetical protein
VOG08149	11	11	Xu	REFSEQ hypothetical protein
VOG08150	2	2	Xu	REFSEQ hypothetical protein
VOG08151	11	11	Xh	sp|A7YW98|SYRC_BOVIN Arginine--tRNA ligase, cytoplasmic
VOG08152	7	7	Xu	REFSEQ hypothetical protein
VOG08153	6	6	Xu	REFSEQ Fibrinogen-like coiled coil protein
VOG08154	2	2	Xu	REFSEQ hypothetical protein
VOG08155	2	2	Xu	REFSEQ hypothetical protein
VOG08156	7	7	Xu	sp|Q196T4|126R_IIV3 Uncharacterized protein 126R
VOG08157	2	2	Xu	REFSEQ hypothetical protein
VOG08158	2	2	Xu	REFSEQ hypothetical protein
VOG08159	2	2	Xu	REFSEQ hypothetical protein
VOG08160	2	2	Xu	REFSEQ Gp62
VOG08161	5	5	Xu	REFSEQ hypothetical protein
VOG08162	5	5	Xu	REFSEQ hypothetical protein
VOG08163	12	12	Xu	REFSEQ hypothetical protein
VOG08164	5	5	Xu	REFSEQ hypothetical protein
VOG08165	8	8	Xu	REFSEQ hypothetical protein
VOG08166	2	2	Xu	REFSEQ hypothetical protein
VOG08167	9	9	Xu	REFSEQ hypothetical protein
VOG08168	3	3	Xu	REFSEQ hypothetical protein
VOG08169	3	3	Xu	REFSEQ hypothetical protein
VOG08170	2	2	Xu	REFSEQ hypothetical protein
VOG08171	3	3	Xu	REFSEQ hypothetical protein
VOG08172	35	35	Xu	REFSEQ hypothetical protein
VOG08173	5	5	Xu	REFSEQ hypothetical protein
VOG08174	5	5	Xu	REFSEQ gp71
VOG08175	4	3	Xu	REFSEQ gp48 protein
VOG08176	4	4	Xu	REFSEQ hypothetical protein
VOG08177	7	7	Xu	REFSEQ hypothetical protein
VOG08178	2	2	Xu	REFSEQ hypothetical protein
VOG08179	2	2	Xu	REFSEQ hypothetical protein
VOG08180	2	2	Xu	REFSEQ hypothetical protein
VOG08181	3334	1983	Xu	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region
VOG08182	9	9	Xu	REFSEQ hypothetical protein
VOG08183	5	5	Xu	REFSEQ hypothetical protein
VOG08184	3	3	Xu	REFSEQ hypothetical protein
VOG08185	2	2	Xu	REFSEQ hypothetical protein
VOG08186	2	2	Xu	REFSEQ zinc finger protein
VOG08187	6	6	Xu	REFSEQ hypothetical protein
VOG08188	2	2	Xu	REFSEQ hypothetical protein
VOG08189	3	3	Xu	REFSEQ hypothetical protein
VOG08190	5	5	Xu	REFSEQ unknown similar to AMEV116
VOG08191	2	2	Xu	REFSEQ hypothetical protein
VOG08192	2	2	Xu	REFSEQ hypothetical protein
VOG08193	14	14	Xu	REFSEQ hypothetical protein
VOG08194	2	2	Xu	REFSEQ structural protein
VOG08195	3	3	Xu	REFSEQ hypothetical protein
VOG08196	8	8	Xu	REFSEQ hypothetical protein
VOG08197	36	36	Xu	REFSEQ hypothetical protein
VOG08198	2	2	Xu	REFSEQ hypothetical protein
VOG08199	2	2	Xu	REFSEQ hypothetical protein
VOG08200	3	3	Xu	REFSEQ tail fiber protein; host specificity
VOG08201	2	2	Xu	REFSEQ hypothetical protein
VOG08202	11	11	Xu	REFSEQ hypothetical protein
VOG08203	8	8	Xs	sp|P18056|HOC_BPT4 Highly immunogenic outer capsid protein
VOG08204	5	5	Xu	REFSEQ hypothetical protein
VOG08205	6	6	Xu	REFSEQ hypothetical protein
VOG08206	12	12	Xu	REFSEQ hypothetical protein
VOG08207	4	4	Xu	REFSEQ hypothetical protein
VOG08208	2	2	Xu	REFSEQ ORF35
VOG08209	2	2	Xu	REFSEQ hypothetical protein
VOG08210	2	2	Xu	REFSEQ hypothetical protein
VOG08211	4	4	Xu	REFSEQ hypothetical protein
VOG08212	3	3	Xu	REFSEQ hypothetical protein
VOG08213	2	2	Xu	REFSEQ hypothetical protein
VOG08214	52	52	Xu	REFSEQ hypothetical protein
VOG08215	5	5	Xu	REFSEQ hypothetical protein
VOG08216	2	2	Xu	REFSEQ hypothetical protein
VOG08217	3	2	Xu	sp|Q5UPB8|YL043_MIMIV Uncharacterized protein L43
VOG08218	2	2	Xu	REFSEQ hypothetical protein
VOG08219	2	2	Xu	REFSEQ hypothetical protein
VOG08220	2	2	Xu	REFSEQ hypothetical protein
VOG08221	4	3	Xu	REFSEQ hypothetical protein
VOG08222	5	5	Xu	REFSEQ hypothetical protein
VOG08223	2	2	Xu	REFSEQ hypothetical protein
VOG08224	2	2	Xu	REFSEQ hypothetical protein
VOG08225	10	7	Xh	sp|P77931|PVADH_PSESP Polyvinylalcohol dehydrogenase
VOG08226	8	6	Xu	REFSEQ hypothetical protein
VOG08227	17	17	Xu	REFSEQ hypothetical protein
VOG08228	5	5	Xu	REFSEQ RNA-dependent RNA polymerase
VOG08229	8	8	Xu	sp|P08979|RPC_BPPHC Repressor protein C
VOG08230	2	2	Xu	REFSEQ hypothetical protein
VOG08231	7	7	Xu	REFSEQ hypothetical protein
VOG08232	11	11	Xu	sp|Q6GZR1|064R_FRG3G Caspase recruitment domain-containing protein 064R
VOG08233	2	2	Xu	REFSEQ hypothetical protein
VOG08234	7	7	Xu	REFSEQ hypothetical protein
VOG08235	2	2	Xu	REFSEQ hypothetical protein
VOG08236	7	7	Xu	REFSEQ hypothetical protein
VOG08237	16	16	Xu	REFSEQ hypothetical protein
VOG08238	17	17	Xu	REFSEQ hypothetical protein
VOG08239	4	4	Xu	REFSEQ hypothetical protein
VOG08240	2	2	Xu	REFSEQ hypothetical protein
VOG08241	2	2	Xu	REFSEQ hypothetical protein
VOG08242	6	6	Xu	REFSEQ hypothetical protein
VOG08243	6	6	Xu	REFSEQ hypothetical protein
VOG08244	3	3	Xu	REFSEQ hypothetical protein
VOG08245	16	16	Xu	REFSEQ hypothetical protein
VOG08246	2	2	Xu	REFSEQ hypothetical protein
VOG08247	3	3	Xu	REFSEQ hypothetical protein
VOG08248	2	2	Xu	REFSEQ hypothetical protein
VOG08249	17	17	Xu	REFSEQ hypothetical protein
VOG08250	4	4	Xu	REFSEQ hypothetical protein
VOG08251	3	3	Xs	sp|Q65YV0|VP6_MYRV9 Microtubule-associated protein VP6
VOG08252	2	2	Xu	REFSEQ hypothetical protein
VOG08253	3	3	Xu	REFSEQ hypothetical protein
VOG08254	6	3	Xu	REFSEQ putative coat protein
VOG08255	2	2	Xu	REFSEQ hypothetical protein
VOG08256	2	2	Xu	REFSEQ hypothetical protein
VOG08257	106	105	Xr	sp|P28932|DNBI_EHV1B Major DNA-binding protein
VOG08258	2	2	Xu	REFSEQ hypothetical protein
VOG08259	6	6	Xu	REFSEQ hypothetical protein
VOG08260	2	2	Xu	REFSEQ hypothetical protein
VOG08261	4	4	Xu	REFSEQ hypothetical protein
VOG08262	2	2	Xu	REFSEQ hypothetical protein
VOG08263	101	99	XhXr	sp|P36715|PKG3_ADE12 Packaging protein 3
VOG08264	2	2	Xu	REFSEQ hypothetical protein
VOG08265	4	4	Xu	REFSEQ hypothetical protein
VOG08266	2	2	Xu	REFSEQ hypothetical protein
VOG08267	2	2	Xu	REFSEQ hypothetical protein
VOG08268	4	4	Xu	REFSEQ hypothetical protein
VOG08269	3	3	Xu	REFSEQ hypothetical protein
VOG08270	2	2	Xu	REFSEQ hypothetical protein
VOG08271	2	2	Xu	REFSEQ hypothetical protein
VOG08272	2	2	Xu	REFSEQ hypothetical protein
VOG08273	2	2	Xu	REFSEQ hypothetical protein
VOG08274	8	8	Xu	REFSEQ hypothetical protein
VOG08275	2	2	Xu	REFSEQ hypothetical protein
VOG08276	7	7	Xu	REFSEQ hypothetical protein
VOG08277	58	58	Xu	REFSEQ hypothetical protein
VOG08278	2	2	Xu	sp|O55731|116L_IIV6 Uncharacterized protein 116L
VOG08279	6	6	Xu	REFSEQ hypothetical protein
VOG08280	2	2	Xu	REFSEQ hypothetical protein
VOG08281	2	2	Xu	REFSEQ putative ATPase VP1
VOG08282	20	20	Xu	REFSEQ hypothetical protein
VOG08283	2	2	Xu	REFSEQ virion structural protein
VOG08284	2	2	Xu	REFSEQ hypothetical protein
VOG08285	3	3	Xu	REFSEQ membrane protein ORF115
VOG08286	2	2	Xu	REFSEQ hypothetical protein
VOG08287	2	2	Xu	REFSEQ hypothetical protein
VOG08288	3	3	Xu	REFSEQ hypothetical protein
VOG08289	3	3	Xu	REFSEQ lysin A, glycosyl hyrdrolase domain
VOG08290	3	3	Xu	REFSEQ hypothetical protein
VOG08291	2	2	Xu	REFSEQ hypothetical protein
VOG08292	3	3	Xu	REFSEQ hypothetical protein
VOG08293	25	25	Xu	REFSEQ hypothetical protein
VOG08294	4	4	Xu	REFSEQ hypothetical protein
VOG08295	2	2	Xu	REFSEQ hypothetical protein
VOG08296	2	2	Xu	REFSEQ hypothetical protein
VOG08297	2	2	Xu	REFSEQ hypothetical protein
VOG08298	26	26	Xu	REFSEQ hypothetical protein
VOG08299	3	3	Xu	REFSEQ hypothetical protein
VOG08300	3	3	Xu	REFSEQ hypothetical protein
VOG08301	11	11	Xu	REFSEQ hypothetical protein
VOG08302	2	2	Xh	sp|P0C8H0|VF859_ASFK5 Probable helicase A859L
VOG08303	7	7	Xu	REFSEQ hypothetical protein
VOG08304	5	5	Xu	REFSEQ hypothetical protein
VOG08305	5	5	Xu	sp|Q3V4R0|Y286_ATV Uncharacterized protein ORF286
VOG08306	15	15	Xu	REFSEQ hypothetical protein
VOG08307	6	6	Xu	REFSEQ hypothetical protein
VOG08308	2	2	Xu	REFSEQ hypothetical protein
VOG08309	6	6	Xu	REFSEQ hypothetical protein
VOG08310	79	79	Xu	sp|Q9T0T0|Y16A_BPT4 Uncharacterized 5.9 kDa protein in asiA-arn intergenic region
VOG08311	5	5	Xu	REFSEQ hypothetical protein
VOG08312	5	5	Xu	REFSEQ hypothetical protein
VOG08313	2	2	Xu	REFSEQ hypothetical protein
VOG08314	16	16	Xu	REFSEQ hypothetical protein
VOG08315	8	8	Xu	REFSEQ hypothetical protein
VOG08316	6	6	Xu	REFSEQ hypothetical protein
VOG08317	5	5	Xu	REFSEQ methyltransferase
VOG08318	2	2	Xu	REFSEQ hypothetical protein
VOG08319	17	17	Xu	REFSEQ neck protein
VOG08320	5	5	Xu	REFSEQ hypothetical protein
VOG08321	4	4	Xu	REFSEQ hypothetical protein
VOG08322	2	2	Xu	REFSEQ hypothetical protein
VOG08323	2	2	Xu	REFSEQ portal protein
VOG08324	2	2	XpXs	sp|P0CA36|VF129_ASFK5 Uncharacterized protein C129R
VOG08325	4	4	Xu	REFSEQ hypothetical protein
VOG08326	2	2	Xu	REFSEQ hypothetical protein
VOG08327	7	7	Xu	REFSEQ hypothetical protein
VOG08328	2	2	Xu	REFSEQ hypothetical protein
VOG08329	8	8	Xu	REFSEQ hypothetical protein
VOG08330	25	25	Xu	REFSEQ hypothetical protein
VOG08331	2	2	Xu	REFSEQ gp3
VOG08332	3	3	Xu	REFSEQ hypothetical protein
VOG08333	2	2	Xu	REFSEQ hypothetical protein
VOG08334	2	2	Xu	REFSEQ hypothetical protein
VOG08335	2	2	Xu	REFSEQ hypothetical protein
VOG08336	2	2	Xu	REFSEQ hypothetical protein
VOG08337	2	2	XhXs	sp|P0C9Z2|P30_ASFM2 Phosphoprotein p30
VOG08338	3	3	Xu	REFSEQ hypothetical protein
VOG08339	10	10	Xu	REFSEQ hypothetical protein
VOG08340	4	2	Xu	REFSEQ hypothetical protein
VOG08341	2	2	Xu	REFSEQ hypothetical protein
VOG08342	5	5	Xu	sp|C1JJY1|ORF2_HAPV1 Uncharacterized protein 2
VOG08343	2	2	Xu	REFSEQ hypothetical protein
VOG08344	3	3	Xu	REFSEQ protein ORF77
VOG08345	3	3	Xu	REFSEQ hypothetical protein
VOG08346	4	4	Xu	REFSEQ hypothetical protein
VOG08347	33	33	Xu	REFSEQ hypothetical protein
VOG08348	2	2	Xu	REFSEQ hypothetical protein
VOG08349	5	5	Xu	REFSEQ hypothetical protein
VOG08350	2	2	Xu	REFSEQ hypothetical protein
VOG08351	2	2	Xu	REFSEQ hypothetical protein
VOG08352	2	2	Xu	REFSEQ hypothetical protein
VOG08353	2	2	Xu	REFSEQ hypothetical protein
VOG08354	2	2	Xu	REFSEQ hypothetical protein
VOG08355	46	46	Xh	sp|O57198|VLTF1_VACCA Late transcription factor 1
VOG08356	5	5	Xu	REFSEQ hypothetical protein
VOG08357	5	5	Xu	REFSEQ hypothetical protein
VOG08358	2	2	Xu	REFSEQ hypothetical protein
VOG08359	2	2	Xu	REFSEQ putative orfan
VOG08360	2	2	Xu	REFSEQ hypothetical protein
VOG08361	20	20	Xu	REFSEQ hypothetical protein
VOG08362	9	9	Xh	sp|Q2FYD8|PH_STAA8 Probable autolysin PH
VOG08363	2	2	Xu	REFSEQ hypothetical protein
VOG08364	2	2	XhXp	sp|P14334|US06_HCMVA Unique short US6 glycoprotein
VOG08365	3	3	Xu	REFSEQ hypothetical protein
VOG08366	3	3	Xu	REFSEQ hypothetical protein
VOG08367	2	2	Xu	REFSEQ hypothetical protein
VOG08368	9	9	Xu	REFSEQ hypothetical protein
VOG08369	2	2	Xu	REFSEQ hypothetical protein
VOG08370	2	2	Xu	REFSEQ hypothetical protein
VOG08371	2	2	Xu	REFSEQ hypothetical protein
VOG08372	5	5	Xu	REFSEQ hypothetical protein
VOG08373	7	7	Xu	REFSEQ transcriptional regulator
VOG08374	6	6	Xu	REFSEQ hypothetical protein
VOG08375	2	2	Xu	REFSEQ acetyltransferase
VOG08376	13	13	Xh	sp|P68801|SAK_STAAM Staphylokinase
VOG08377	2	2	Xu	sp|F7V998|U150A_HCMVM Uncharacterized protein UL150A
VOG08378	14	14	Xu	REFSEQ hypothetical protein
VOG08379	10	10	Xu	REFSEQ hypothetical protein
VOG08380	3	3	Xu	REFSEQ hypothetical protein
VOG08381	3	2	Xu	REFSEQ hypothetical protein 3
VOG08382	14	14	Xu	sp|Q5UQN2|YL434_MIMIV Uncharacterized protein L434
VOG08383	2	2	Xu	REFSEQ hypothetical protein
VOG08384	2	2	Xu	REFSEQ hypothetical protein
VOG08385	6	6	Xu	REFSEQ hypothetical protein
VOG08386	5	5	Xu	REFSEQ hypothetical protein
VOG08387	2	2	Xu	REFSEQ hypothetical protein
VOG08388	3	3	Xu	REFSEQ hypothetical protein
VOG08389	2	2	Xu	REFSEQ hypothetical protein
VOG08390	2	2	Xu	REFSEQ hypothetical protein
VOG08391	3	2	Xu	REFSEQ hypothetical protein
VOG08392	2	2	Xu	REFSEQ hypothetical protein
VOG08393	6	6	Xu	REFSEQ hypothetical protein
VOG08394	7	7	Xu	REFSEQ hypothetical protein
VOG08395	2	2	Xu	REFSEQ hypothetical protein
VOG08396	53	53	Xu	REFSEQ hypothetical protein
VOG08397	2	2	Xu	REFSEQ hypothetical protein
VOG08398	2	2	Xu	REFSEQ hypothetical protein
VOG08399	4	4	Xu	sp|Q8JYK0|VP5_FDVS Uncharacterized protein VP5
VOG08400	2	2	Xu	REFSEQ hypothetical protein
VOG08401	2	2	Xu	REFSEQ hypothetical protein
VOG08402	5	5	Xu	REFSEQ hypothetical protein
VOG08403	3	3	Xu	REFSEQ hypothetical protein
VOG08404	2	2	Xu	REFSEQ hypothetical protein
VOG08405	2	2	Xu	REFSEQ hypothetical protein
VOG08406	3	3	Xu	REFSEQ hypothetical protein
VOG08407	2	2	Xu	REFSEQ NleA4795 protein
