Sample_ID	sample_type	tool	evalue
QGNH01000701.1	META_VIRAL	Metacerberus	5.9e-107
QGNH01000702.1	META_VIRAL	Metacerberus	1.4e-23
QGNH01000703.1	META_VIRAL	Metacerberus	1.5e-30
QGNH01000704.1	META_VIRAL	Metacerberus	5.8e-21
QGNH01000705.1	META_VIRAL	Metacerberus	5e-57
QGNH01000706.1	META_VIRAL	Metacerberus	1.2e-34
QGNH01000707.1	META_VIRAL	Metacerberus	2.6e-83
QGNH01000708.1	META_VIRAL	Metacerberus	9.4e-40
QGNH01000709.1	META_VIRAL	Metacerberus	3.2e-103
QGNH01000710.1	META_VIRAL	Metacerberus	2.1e-45
QGNH01000711.1	META_VIRAL	Metacerberus	1.7e-21
QGNH01000712.1	META_VIRAL	Metacerberus	1.2e-24
QGNH01000713.1	META_VIRAL	Metacerberus	7.8e-77
QGNH01000714.1	META_VIRAL	Metacerberus	2.5e-59
QGNH01000715.1	META_VIRAL	Metacerberus	2e-19
QGNH01000716.1	META_VIRAL	Metacerberus	6.5e-32
QGNH01000717.1	META_VIRAL	Metacerberus	1.1e-70
QGNH01000718.1	META_VIRAL	Metacerberus	3.5e-79
QGNH01000719.1	META_VIRAL	Metacerberus	8.1e-27
QGNH01000720.1	META_VIRAL	Metacerberus	5.7e-48
QGNH01000721.1	META_VIRAL	Metacerberus	8.1e-48
QGNH01000722.1	META_VIRAL	Metacerberus	4.8e-40
QGNH01000723.1	META_VIRAL	Metacerberus	1.8e-41
QGNH01000724.1	META_VIRAL	Metacerberus	6.2e-63
QGNH01000725.1	META_VIRAL	Metacerberus	2e-57
QGNH01000726.1	META_VIRAL	Metacerberus	3e-109
QGNH01000727.1	META_VIRAL	Metacerberus	8.6e-38
QGNH01000728.1	META_VIRAL	Metacerberus	3.4e-23
QGNH01000729.1	META_VIRAL	Metacerberus	3e-47
QGNH01000730.1	META_VIRAL	Metacerberus	1e-33
QGNH01000731.1	META_VIRAL	Metacerberus	6.6e-75
QGNH01000732.1	META_VIRAL	Metacerberus	2.6e-44
QGNH01000733.1	META_VIRAL	Metacerberus	2.2e-23
QGNH01000734.1	META_VIRAL	Metacerberus	1.9e-24
QGNH01000735.1	META_VIRAL	Metacerberus	4.7e-46
QGNH01000736.1	META_VIRAL	Metacerberus	4.9e-35
QGNH01000737.1	META_VIRAL	Metacerberus	1.5e-42
QGNH01000738.1	META_VIRAL	Metacerberus	1.7e-35
QGNH01000739.1	META_VIRAL	Metacerberus	3e-29
QGNH01000740.1	META_VIRAL	Metacerberus	4.6e-65
QGNH01000741.1	META_VIRAL	Metacerberus	9.3e-55
QGNH01000742.1	META_VIRAL	Metacerberus	1.7e-29
QGNH01000743.1	META_VIRAL	Metacerberus	1e-24
QGNH01000744.1	META_VIRAL	Metacerberus	8.2e-218
QGNH01000745.1	META_VIRAL	Metacerberus	3e-59
QGNH01000746.1	META_VIRAL	Metacerberus	7.5e-30
QGNH01000747.1	META_VIRAL	Metacerberus	4.6e-59
QGNH01000748.1	META_VIRAL	Metacerberus	1.7e-22
QGNH01000749.1	META_VIRAL	Metacerberus	6.6e-42
QGNH01000750.1	META_VIRAL	Metacerberus	2.9e-27
QGNH01000751.1	META_VIRAL	Metacerberus	3.4e-25
QGNH01000752.1	META_VIRAL	Metacerberus	1.2e-67
QGNH01000753.1	META_VIRAL	Metacerberus	9.4e-36
QGNH01000754.1	META_VIRAL	Metacerberus	1.9e-49
QGNH01000755.1	META_VIRAL	Metacerberus	8.8e-30
QGNH01000756.1	META_VIRAL	Metacerberus	1.1e-41
QGNH01000757.1	META_VIRAL	Metacerberus	3.1e-34
QGNH01000758.1	META_VIRAL	Metacerberus	4.4e-89
QGNH01000759.1	META_VIRAL	Metacerberus	1.7e-51
QGNH01000760.1	META_VIRAL	Metacerberus	3e-33
QGNH01000761.1	META_VIRAL	Metacerberus	6.1e-20
QGNH01000762.1	META_VIRAL	Metacerberus	6.5e-23
QGNH01000763.1	META_VIRAL	Metacerberus	3.7e-106
QGNH01000764.1	META_VIRAL	Metacerberus	3.5e-94
QGNH01000765.1	META_VIRAL	Metacerberus	3.7e-32
QGNH01000766.1	META_VIRAL	Metacerberus	8.2e-142
QGNH01000767.1	META_VIRAL	Metacerberus	4.3e-53
QGNH01000768.1	META_VIRAL	Metacerberus	3.6e-41
QGNH01000769.1	META_VIRAL	Metacerberus	7.2e-43
QGNH01000770.1	META_VIRAL	Metacerberus	5.5e-113
QGNH01000771.1	META_VIRAL	Metacerberus	1.4e-48
QGNH01000772.1	META_VIRAL	Metacerberus	4.5e-33
QGNH01000773.1	META_VIRAL	Metacerberus	1.7e-43
QGNH01000774.1	META_VIRAL	Metacerberus	1.4e-43
QGNH01000775.1	META_VIRAL	Metacerberus	5.1e-33
QGNH01000776.1	META_VIRAL	Metacerberus	1.3e-48
QGNH01000777.1	META_VIRAL	Metacerberus	4.4e-32
QGNH01000778.1	META_VIRAL	Metacerberus	5.2e-32
QGNH01000779.1	META_VIRAL	Metacerberus	1.6e-37
QGNH01000780.1	META_VIRAL	Metacerberus	3.1e-41
QGNH01000781.1	META_VIRAL	Metacerberus	9.7e-37
QGNH01000782.1	META_VIRAL	Metacerberus	2.7e-100
QGNH01000783.1	META_VIRAL	Metacerberus	1.8e-20
QGNH01000784.1	META_VIRAL	Metacerberus	3e-22
QGNH01000785.1	META_VIRAL	Metacerberus	4.6e-43
QGNH01000786.1	META_VIRAL	Metacerberus	3.8e-83
QGNH01000787.1	META_VIRAL	Metacerberus	1.5e-39
QGNH01000788.1	META_VIRAL	Metacerberus	1.3e-24
QGNH01000789.1	META_VIRAL	Metacerberus	1.1e-23
QGNH01000790.1	META_VIRAL	Metacerberus	2.1e-37
QGNH01000792.1	META_VIRAL	Metacerberus	4.7e-38
QGNH01001117.1	META_VIRAL	Metacerberus	3.6e-45
QGNH01001124.1	META_VIRAL	Metacerberus	1.7e-90
QGNH01001125.1	META_VIRAL	Metacerberus	2.9e-74
QGNH01001126.1	META_VIRAL	Metacerberus	1.3e-22
QGNH01001127.1	META_VIRAL	Metacerberus	1.7e-21
QGNH01001128.1	META_VIRAL	Metacerberus	3.9e-55
QGNH01001129.1	META_VIRAL	Metacerberus	6.6e-43
QGNH01001130.1	META_VIRAL	Metacerberus	1e-54
QGNH01001131.1	META_VIRAL	Metacerberus	3.7e-85
QGNH01001132.1	META_VIRAL	Metacerberus	2.1e-21
QGNH01001133.1	META_VIRAL	Metacerberus	1.2e-111
QGNH01001134.1	META_VIRAL	Metacerberus	8.9e-44
QGNH01001135.1	META_VIRAL	Metacerberus	7.3e-48
QGNH01001136.1	META_VIRAL	Metacerberus	1.3e-44
QGNH01001137.1	META_VIRAL	Metacerberus	4.5e-19
QGNH01001138.1	META_VIRAL	Metacerberus	2.5e-23
QGNH01001139.1	META_VIRAL	Metacerberus	6.4e-27
QGNH01001140.1	META_VIRAL	Metacerberus	1.4e-40
QGNH01001141.1	META_VIRAL	Metacerberus	4.3e-113
QGNH01001142.1	META_VIRAL	Metacerberus	2.5e-60
QGNH01001143.1	META_VIRAL	Metacerberus	1.9e-21
QGNH01001144.1	META_VIRAL	Metacerberus	2.2e-50
QGNH01001145.1	META_VIRAL	Metacerberus	1.9e-44
QGNH01001146.1	META_VIRAL	Metacerberus	2.5e-103
QGNH01001147.1	META_VIRAL	Metacerberus	5.2e-26
QGNH01001148.1	META_VIRAL	Metacerberus	4.1e-84
QGNH01001149.1	META_VIRAL	Metacerberus	3.4e-28
QGNH01001150.1	META_VIRAL	Metacerberus	6.7e-44
QGNH01001151.1	META_VIRAL	Metacerberus	6.6e-57
QGNH01001152.1	META_VIRAL	Metacerberus	1.4e-40
QGNH01001153.1	META_VIRAL	Metacerberus	5.5e-33
QGNH01001156.1	META_VIRAL	Metacerberus	7.3e-109
QGNH01001158.1	META_VIRAL	Metacerberus	1.8e-20
QGNH01001160.1	META_VIRAL	Metacerberus	7.3e-34
QGNH01001167.1	META_VIRAL	Metacerberus	1.8e-27
QGNH01001170.1	META_VIRAL	Metacerberus	6e-22
QGNH01001172.1	META_VIRAL	Metacerberus	6.9e-99
QGNH01001205.1	META_VIRAL	Metacerberus	2.7e-21
QGNH01001206.1	META_VIRAL	Metacerberus	5.2e-61
QGNH01001207.1	META_VIRAL	Metacerberus	7.1e-34
QGNH01001208.1	META_VIRAL	Metacerberus	1.4e-48
QGNH01001209.1	META_VIRAL	Metacerberus	1.8e-33
QGNH01001210.1	META_VIRAL	Metacerberus	9.7e-32
QGNH01001216.1	META_VIRAL	Metacerberus	1.2e-24
QGNH01001217.1	META_VIRAL	Metacerberus	6.4e-20
QGNH01001218.1	META_VIRAL	Metacerberus	5.8e-21
QGNH01001219.1	META_VIRAL	Metacerberus	3.4e-29
QGNH01001220.1	META_VIRAL	Metacerberus	2.1e-29
QGNH01001221.1	META_VIRAL	Metacerberus	8.3e-39
QGNH01001222.1	META_VIRAL	Metacerberus	1.2e-25
QGNH01001223.1	META_VIRAL	Metacerberus	8.9e-29
QGNH01001226.1	META_VIRAL	Metacerberus	2.9e-28
QGNH01001227.1	META_VIRAL	Metacerberus	1.8e-79
QGNH01001228.1	META_VIRAL	Metacerberus	7.5e-36
QGNH01001229.1	META_VIRAL	Metacerberus	3e-77
QGNH01001230.1	META_VIRAL	Metacerberus	1.7e-19
QGNH01001231.1	META_VIRAL	Metacerberus	1.7e-40
QGNH01001233.1	META_VIRAL	Metacerberus	1.5e-40
QGNH01001235.1	META_VIRAL	Metacerberus	4.5e-61
QGNH01001236.1	META_VIRAL	Metacerberus	1.4e-62
QGNH01001237.1	META_VIRAL	Metacerberus	3.1e-45
QGNH01001238.1	META_VIRAL	Metacerberus	3.6e-27
QGNH01001242.1	META_VIRAL	Metacerberus	3e-42
QGNH01001244.1	META_VIRAL	Metacerberus	2e-33
QGNH01001245.1	META_VIRAL	Metacerberus	2.5e-47
QGNH01001246.1	META_VIRAL	Metacerberus	2.2e-42
QGNH01001247.1	META_VIRAL	Metacerberus	3.6e-27
QGNH01001248.1	META_VIRAL	Metacerberus	6.3e-47
QGNH01001249.1	META_VIRAL	Metacerberus	4.3e-35
QGNH01001250.1	META_VIRAL	Metacerberus	4.2e-33
QGNH01001251.1	META_VIRAL	Metacerberus	1.2e-20
QGNH01001252.1	META_VIRAL	Metacerberus	4.3e-25
QGNH01001253.1	META_VIRAL	Metacerberus	7.1e-62
QGNH01001254.1	META_VIRAL	Metacerberus	4.2e-23
QGNH01001255.1	META_VIRAL	Metacerberus	3.3e-92
QGNH01001256.1	META_VIRAL	Metacerberus	5.5e-63
QGNH01001257.1	META_VIRAL	Metacerberus	1.4e-21
QGNH01001258.1	META_VIRAL	Metacerberus	1.2e-31
QGNH01001259.1	META_VIRAL	Metacerberus	1.2e-23
QGNH01001260.1	META_VIRAL	Metacerberus	5.5e-136
QGNH01001261.1	META_VIRAL	Metacerberus	1.5e-21
QGNH01001262.1	META_VIRAL	Metacerberus	1.3e-41
QGNH01001263.1	META_VIRAL	Metacerberus	1.9e-46
QGNH01001264.1	META_VIRAL	Metacerberus	2e-62
QGNH01001265.1	META_VIRAL	Metacerberus	6e-54
QGNH01001266.1	META_VIRAL	Metacerberus	1.3e-31
QGNH01001267.1	META_VIRAL	Metacerberus	5e-53
QGNH01001268.1	META_VIRAL	Metacerberus	8.7e-32
QGNH01001269.1	META_VIRAL	Metacerberus	3.4e-53
QGNH01001270.1	META_VIRAL	Metacerberus	1.9e-41
QGNH01001271.1	META_VIRAL	Metacerberus	2.6e-29
QGNH01001272.1	META_VIRAL	Metacerberus	2.7e-34
QGNH01001273.1	META_VIRAL	Metacerberus	7.7e-79
QGNH01001274.1	META_VIRAL	Metacerberus	1.6e-41
QGNH01001275.1	META_VIRAL	Metacerberus	5.6e-72
QGNH01001276.1	META_VIRAL	Metacerberus	8.4e-26
QGNH01001277.1	META_VIRAL	Metacerberus	1.7e-37
QGNH01001278.1	META_VIRAL	Metacerberus	8.5e-28
QGNH01001279.1	META_VIRAL	Metacerberus	2.4e-105
QGNH01001280.1	META_VIRAL	Metacerberus	5.8e-89
QGNH01001281.1	META_VIRAL	Metacerberus	5.4e-38
QGNH01001282.1	META_VIRAL	Metacerberus	1.6e-42
QGNH01001283.1	META_VIRAL	Metacerberus	5.9e-43
QGNH01001284.1	META_VIRAL	Metacerberus	5.8e-54
QGNH01001285.1	META_VIRAL	Metacerberus	1.4e-147
QGNH01001286.1	META_VIRAL	Metacerberus	2.4e-29
QGNH01001287.1	META_VIRAL	Metacerberus	4.1e-20
QGNH01001288.1	META_VIRAL	Metacerberus	3.3e-47
QGNH01001289.1	META_VIRAL	Metacerberus	1.1e-45
QGNH01001290.1	META_VIRAL	Metacerberus	3.9e-40
QGNH01001291.1	META_VIRAL	Metacerberus	1.9e-84
QGNH01001292.1	META_VIRAL	Metacerberus	2.1e-33
QGNH01001293.1	META_VIRAL	Metacerberus	1.8e-67
QGNH01001294.1	META_VIRAL	Metacerberus	1.6e-37
QGNH01001295.1	META_VIRAL	Metacerberus	2e-84
QGNH01001296.1	META_VIRAL	Metacerberus	8.7e-58
QGNH01001297.1	META_VIRAL	Metacerberus	1.1e-36
QGNH01001298.1	META_VIRAL	Metacerberus	3e-78
QGNH01001299.1	META_VIRAL	Metacerberus	6.2e-94
QGNH01001300.1	META_VIRAL	Metacerberus	2.5e-35
QGNH01001301.1	META_VIRAL	Metacerberus	3.6e-95
QGNH01001302.1	META_VIRAL	Metacerberus	7e-28
QGNH01001303.1	META_VIRAL	Metacerberus	1.3e-34
QGNH01001304.1	META_VIRAL	Metacerberus	7.9e-50
QGNH01001305.1	META_VIRAL	Metacerberus	2.5e-82
QGNH01001306.1	META_VIRAL	Metacerberus	6.4e-22
QGNH01001307.1	META_VIRAL	Metacerberus	2.8e-32
QGNH01001308.1	META_VIRAL	Metacerberus	4.3e-41
QGNH01001309.1	META_VIRAL	Metacerberus	1.8e-78
QGNH01001310.1	META_VIRAL	Metacerberus	7.1e-24
QGNH01001311.1	META_VIRAL	Metacerberus	4.1e-65
QGNH01001312.1	META_VIRAL	Metacerberus	1.4e-108
QGNH01001313.1	META_VIRAL	Metacerberus	2.4e-20
QGNH01001314.1	META_VIRAL	Metacerberus	1.4e-19
QGNH01001315.1	META_VIRAL	Metacerberus	4.5e-23
QGNH01001316.1	META_VIRAL	Metacerberus	8.3e-30
QGNH01001317.1	META_VIRAL	Metacerberus	3e-56
QGNH01001318.1	META_VIRAL	Metacerberus	1.8e-34
QGNH01001319.1	META_VIRAL	Metacerberus	9.4e-85
QGNH01001320.1	META_VIRAL	Metacerberus	9.7e-24
QGNH01001321.1	META_VIRAL	Metacerberus	3.8e-54
QGNH01001322.1	META_VIRAL	Metacerberus	1.9e-31
QGNH01001323.1	META_VIRAL	Metacerberus	8e-37
QGNH01001324.1	META_VIRAL	Metacerberus	2.8e-24
QGNH01001325.1	META_VIRAL	Metacerberus	3e-23
QGNH01001326.1	META_VIRAL	Metacerberus	2.7e-20
QGNH01001327.1	META_VIRAL	Metacerberus	3.4e-140
QGNH01001328.1	META_VIRAL	Metacerberus	3.2e-26
QGNH01001329.1	META_VIRAL	Metacerberus	4.1e-31
QGNH01001330.1	META_VIRAL	Metacerberus	1.6e-35
QGNH01001331.1	META_VIRAL	Metacerberus	2.1e-27
QGNH01001332.1	META_VIRAL	Metacerberus	6.8e-40
QGNH01001333.1	META_VIRAL	Metacerberus	2.4e-70
QGNH01001334.1	META_VIRAL	Metacerberus	5e-36
QGNH01001335.1	META_VIRAL	Metacerberus	8e-78
QGNH01001336.1	META_VIRAL	Metacerberus	2.2e-28
QGNH01001337.1	META_VIRAL	Metacerberus	3.6e-33
QGNH01001338.1	META_VIRAL	Metacerberus	1.1e-40
QGNH01001339.1	META_VIRAL	Metacerberus	7.5e-34
QGNH01001340.1	META_VIRAL	Metacerberus	6.7e-22
QGNH01001341.1	META_VIRAL	Metacerberus	1e-107
QGNH01001342.1	META_VIRAL	Metacerberus	2.7e-45
QGNH01001343.1	META_VIRAL	Metacerberus	1.5e-47
QGNH01001344.1	META_VIRAL	Metacerberus	2.7e-35
QGNH01001345.1	META_VIRAL	Metacerberus	8e-42
QGNH01001346.1	META_VIRAL	Metacerberus	7.1e-32
QGNH01001347.1	META_VIRAL	Metacerberus	1.2e-95
QGNH01001348.1	META_VIRAL	Metacerberus	3.1e-21
QGNH01001349.1	META_VIRAL	Metacerberus	1.8e-21
QGNH01001350.1	META_VIRAL	Metacerberus	4.5e-19
QGNH01001351.1	META_VIRAL	Metacerberus	7.7e-59
QGNH01001352.1	META_VIRAL	Metacerberus	1.5e-70
QGNH01001353.1	META_VIRAL	Metacerberus	4.8e-19
QGNH01001354.1	META_VIRAL	Metacerberus	3.2e-51
QGNH01001355.1	META_VIRAL	Metacerberus	1e-29
QGNH01001356.1	META_VIRAL	Metacerberus	1.3e-20
QGNH01001357.1	META_VIRAL	Metacerberus	3.5e-105
QGNH01001358.1	META_VIRAL	Metacerberus	2.5e-26
QGNH01001359.1	META_VIRAL	Metacerberus	8.7e-30
QGNH01001360.1	META_VIRAL	Metacerberus	1.1e-58
QGNH01001361.1	META_VIRAL	Metacerberus	9.6e-29
QGNH01001362.1	META_VIRAL	Metacerberus	1.1e-52
QGNH01001363.1	META_VIRAL	Metacerberus	1.1e-22
QGNH01001364.1	META_VIRAL	Metacerberus	1.3e-30
QGNH01001365.1	META_VIRAL	Metacerberus	8.1e-25
QGNH01001366.1	META_VIRAL	Metacerberus	1.1e-38
QGNH01001367.1	META_VIRAL	Metacerberus	2.3e-30
QGNH01001368.1	META_VIRAL	Metacerberus	1.3e-20
QGNH01001369.1	META_VIRAL	Metacerberus	5.3e-46
QGNH01001370.1	META_VIRAL	Metacerberus	3.5e-25
QGNH01001371.1	META_VIRAL	Metacerberus	6e-83
QGNH01001372.1	META_VIRAL	Metacerberus	1.5e-66
QGNH01001373.1	META_VIRAL	Metacerberus	3.4e-20
QGNH01001374.1	META_VIRAL	Metacerberus	8.9e-28
QGNH01001375.1	META_VIRAL	Metacerberus	3.6e-36
QGNH01001376.1	META_VIRAL	Metacerberus	2.7e-31
QGNH01001377.1	META_VIRAL	Metacerberus	1.7e-61
QGNH01001378.1	META_VIRAL	Metacerberus	4.9e-43
QGNH01001379.1	META_VIRAL	Metacerberus	1.1e-48
QGNH01001380.1	META_VIRAL	Metacerberus	9.9e-24
QGNH01001381.1	META_VIRAL	Metacerberus	5.9e-31
QGNH01001382.1	META_VIRAL	Metacerberus	1.1e-20
QGNH01001383.1	META_VIRAL	Metacerberus	4e-139
QGNH01001384.1	META_VIRAL	Metacerberus	1.1e-54
QGNH01001385.1	META_VIRAL	Metacerberus	1.7e-20
QGNH01001386.1	META_VIRAL	Metacerberus	3.9e-30
QGNH01001387.1	META_VIRAL	Metacerberus	7.8e-41
QGNH01001388.1	META_VIRAL	Metacerberus	1.7e-20
QGNH01001389.1	META_VIRAL	Metacerberus	1.6e-122
QGNH01001390.1	META_VIRAL	Metacerberus	2.9e-20
QGNH01001391.1	META_VIRAL	Metacerberus	5.9e-46
QGNH01001392.1	META_VIRAL	Metacerberus	8.5e-83
QGNH01001393.1	META_VIRAL	Metacerberus	9.2e-43
QGNH01001394.1	META_VIRAL	Metacerberus	7.7e-59
QGNH01001395.1	META_VIRAL	Metacerberus	3e-26
QGNH01001396.1	META_VIRAL	Metacerberus	9.9e-32
QGNH01001397.1	META_VIRAL	Metacerberus	5.8e-40
QGNH01001398.1	META_VIRAL	Metacerberus	4.3e-77
QGNH01001399.1	META_VIRAL	Metacerberus	6.5e-22
QGNH01001400.1	META_VIRAL	Metacerberus	1.1e-26
QGNH01001401.1	META_VIRAL	Metacerberus	3.8e-79
QGNH01001402.1	META_VIRAL	Metacerberus	5e-36
QGNH01001403.1	META_VIRAL	Metacerberus	8.7e-22
QGNH01001404.1	META_VIRAL	Metacerberus	4.5e-27
QGNH01001405.1	META_VIRAL	Metacerberus	2.5e-25
QGNH01001406.1	META_VIRAL	Metacerberus	9.9e-76
QGNH01001407.1	META_VIRAL	Metacerberus	1.1e-168
QGNH01001408.1	META_VIRAL	Metacerberus	1.5e-48
QGNH01001409.1	META_VIRAL	Metacerberus	6.2e-26
QGNH01001410.1	META_VIRAL	Metacerberus	1.7e-20
QGNH01001411.1	META_VIRAL	Metacerberus	5.3e-34
QGNH01001412.1	META_VIRAL	Metacerberus	4.8e-53
QGNH01001413.1	META_VIRAL	Metacerberus	4.4e-191
QGNH01001414.1	META_VIRAL	Metacerberus	2.3e-21
QGNH01001415.1	META_VIRAL	Metacerberus	1.3e-28
QGNH01001416.1	META_VIRAL	Metacerberus	4.5e-35
QGNH01001417.1	META_VIRAL	Metacerberus	9.1e-47
QGNH01001418.1	META_VIRAL	Metacerberus	4.1e-59
QGNH01001419.1	META_VIRAL	Metacerberus	2e-21
QGNH01001420.1	META_VIRAL	Metacerberus	1.8e-36
QGNH01001421.1	META_VIRAL	Metacerberus	1.8e-27
QGNH01001422.1	META_VIRAL	Metacerberus	1.9e-126
QGNH01001423.1	META_VIRAL	Metacerberus	2.4e-43
QGNH01001424.1	META_VIRAL	Metacerberus	4.8e-21
QGNH01001425.1	META_VIRAL	Metacerberus	4.1e-115
QGNH01001426.1	META_VIRAL	Metacerberus	1.6e-67
QGNH01001427.1	META_VIRAL	Metacerberus	7.1e-39
QGNH01001429.1	META_VIRAL	Metacerberus	1.7e-52
QGNH01001430.1	META_VIRAL	Metacerberus	2.9e-28
QGNH01001431.1	META_VIRAL	Metacerberus	1.7e-22
QGNH01001432.1	META_VIRAL	Metacerberus	7.1e-52
QGNH01001433.1	META_VIRAL	Metacerberus	3.8e-19
QGNH01001434.1	META_VIRAL	Metacerberus	1.5e-23
QGNH01001435.1	META_VIRAL	Metacerberus	4.4e-51
QGNH01001436.1	META_VIRAL	Metacerberus	8.6e-29
QGNH01001437.1	META_VIRAL	Metacerberus	2.4e-97
QGNH01001438.1	META_VIRAL	Metacerberus	1.6e-39
QGNH01001439.1	META_VIRAL	Metacerberus	8.3e-46
QGNH01001440.1	META_VIRAL	Metacerberus	5.7e-38
QGNH01001441.1	META_VIRAL	Metacerberus	5.1e-28
QGNH01001442.1	META_VIRAL	Metacerberus	2.5e-24
QGNH01001443.1	META_VIRAL	Metacerberus	7.5e-119
QGNH01001444.1	META_VIRAL	Metacerberus	4.6e-23
QGNH01001445.1	META_VIRAL	Metacerberus	2.6e-22
QGNH01001446.1	META_VIRAL	Metacerberus	2.9e-19
QGNH01001447.1	META_VIRAL	Metacerberus	1.9e-26
QGNH01001448.1	META_VIRAL	Metacerberus	4.2e-45
QGNH01001449.1	META_VIRAL	Metacerberus	1.8e-24
QGNH01001450.1	META_VIRAL	Metacerberus	3.3e-22
QGNH01001451.1	META_VIRAL	Metacerberus	1.8e-47
QGNH01001452.1	META_VIRAL	Metacerberus	7.3e-84
QGNH01001453.1	META_VIRAL	Metacerberus	7.9e-56
QGNH01001454.1	META_VIRAL	Metacerberus	9.1e-25
QGNH01001455.1	META_VIRAL	Metacerberus	2e-30
QGNH01001456.1	META_VIRAL	Metacerberus	5.1e-33
QGNH01001457.1	META_VIRAL	Metacerberus	2.7e-38
QGNH01001458.1	META_VIRAL	Metacerberus	2.4e-23
QGNH01001459.1	META_VIRAL	Metacerberus	1.4e-34
QGNH01001460.1	META_VIRAL	Metacerberus	1.2e-25
QGNH01001461.1	META_VIRAL	Metacerberus	3.9e-37
QGNH01001462.1	META_VIRAL	Metacerberus	2.4e-113
QGNH01001463.1	META_VIRAL	Metacerberus	6.7e-49
QGNH01001464.1	META_VIRAL	Metacerberus	5.1e-28
QGNH01001465.1	META_VIRAL	Metacerberus	3.1e-33
QGNH01001466.1	META_VIRAL	Metacerberus	1.2e-37
QGNH01001467.1	META_VIRAL	Metacerberus	1.3e-42
QGNH01001468.1	META_VIRAL	Metacerberus	1.4e-71
QGNH01001469.1	META_VIRAL	Metacerberus	1.7e-20
QGNH01001470.1	META_VIRAL	Metacerberus	1.9e-46
QGNH01001471.1	META_VIRAL	Metacerberus	5e-75
QGNH01001472.1	META_VIRAL	Metacerberus	7.4e-73
QGNH01001473.1	META_VIRAL	Metacerberus	3e-60
QGNH01001474.1	META_VIRAL	Metacerberus	1.6e-23
QGNH01001475.1	META_VIRAL	Metacerberus	4.1e-19
QGNH01001476.1	META_VIRAL	Metacerberus	1e-34
QGNH01001477.1	META_VIRAL	Metacerberus	2.4e-56
QGNH01001478.1	META_VIRAL	Metacerberus	3.4e-86
QGNH01001479.1	META_VIRAL	Metacerberus	1.9e-81
QGNH01001480.1	META_VIRAL	Metacerberus	3.6e-38
QGNH01001481.1	META_VIRAL	Metacerberus	9.4e-39
QGNH01001482.1	META_VIRAL	Metacerberus	7.3e-58
QGNH01001483.1	META_VIRAL	Metacerberus	1.7e-29
QGNH01001484.1	META_VIRAL	Metacerberus	9.6e-37
QGNH01001485.1	META_VIRAL	Metacerberus	2.7e-33
QGNH01001486.1	META_VIRAL	Metacerberus	2.9e-37
QGNH01001487.1	META_VIRAL	Metacerberus	1.8e-39
QGNH01001488.1	META_VIRAL	Metacerberus	4e-89
QGNH01001489.1	META_VIRAL	Metacerberus	6.9e-33
QGNH01001490.1	META_VIRAL	Metacerberus	3.2e-77
QGNH01001491.1	META_VIRAL	Metacerberus	1.5e-38
QGNH01001492.1	META_VIRAL	Metacerberus	4.3e-20
QGNH01001493.1	META_VIRAL	Metacerberus	2.3e-20
QGNH01001494.1	META_VIRAL	Metacerberus	1.4e-38
QGNH01001495.1	META_VIRAL	Metacerberus	7e-40
QGNH01001496.1	META_VIRAL	Metacerberus	2.4e-23
QGNH01001497.1	META_VIRAL	Metacerberus	4.7e-87
QGNH01001498.1	META_VIRAL	Metacerberus	4.8e-23
QGNH01001499.1	META_VIRAL	Metacerberus	6.4e-30
QGNH01001500.1	META_VIRAL	Metacerberus	1.6e-46
QGNH01001501.1	META_VIRAL	Metacerberus	8.7e-57
QGNH01001502.1	META_VIRAL	Metacerberus	1.6e-38
QGNH01001503.1	META_VIRAL	Metacerberus	4.7e-25
QGNH01001504.1	META_VIRAL	Metacerberus	2.9e-24
QGNH01001505.1	META_VIRAL	Metacerberus	2.8e-57
QGNH01001506.1	META_VIRAL	Metacerberus	7.3e-26
QGNH01001507.1	META_VIRAL	Metacerberus	2e-26
QGNH01001508.1	META_VIRAL	Metacerberus	3.4e-20
QGNH01001509.1	META_VIRAL	Metacerberus	1.3e-63
QGNH01001510.1	META_VIRAL	Metacerberus	4e-89
QGNH01001511.1	META_VIRAL	Metacerberus	2.4e-34
QGNH01001512.1	META_VIRAL	Metacerberus	6.6e-22
QGNH01001513.1	META_VIRAL	Metacerberus	3.7e-139
QGNH01001862.1	META_VIRAL	Metacerberus	6.3e-61
QGNH01001863.1	META_VIRAL	Metacerberus	1.8e-32
QGNH01001864.1	META_VIRAL	Metacerberus	3.5e-69
QGNH01001865.1	META_VIRAL	Metacerberus	5.9e-31
QGNH01001866.1	META_VIRAL	Metacerberus	4.3e-126
QGNH01001867.1	META_VIRAL	Metacerberus	8.3e-57
QGNH01001868.1	META_VIRAL	Metacerberus	2.7e-40
QGNH01001869.1	META_VIRAL	Metacerberus	1.1e-67
QGNH01001870.1	META_VIRAL	Metacerberus	5.1e-26
QGNH01001871.1	META_VIRAL	Metacerberus	7.5e-19
QGNH01001872.1	META_VIRAL	Metacerberus	3.9e-140
QGNH01001874.1	META_VIRAL	Metacerberus	9.5e-92
QGNH01001875.1	META_VIRAL	Metacerberus	3e-101
QGNH01001877.1	META_VIRAL	Metacerberus	1.2e-83
QGNH01001878.1	META_VIRAL	Metacerberus	5.3e-48
QGNH01001879.1	META_VIRAL	Metacerberus	5.7e-21
