index	L1	L2	L3	KO	Function	EC	Count
46067	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein		2
11143	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04468	NLK; nemo like kinase	2.7.11.24	3
11862	Environmental Information Processing	Signal transduction	Wnt signaling pathway [PATH:ko04310]	K04468	NLK; nemo like kinase	2.7.11.24	3
12845	Environmental Information Processing	Signal transduction	FoxO signaling pathway [PATH:ko04068]	K04468	NLK; nemo like kinase	2.7.11.24	3
16964	Cellular Processes	Cellular community - eukaryotes	Adherens junction [PATH:ko04520]	K04468	NLK; nemo like kinase	2.7.11.24	3
34207	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04468	NLK; nemo like kinase	2.7.11.24	3
2993	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00951	relA; GTP pyrophosphokinase	2.7.6.5	4
3357	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	2
3564	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	2
1502	Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K02275	coxB, ctaC; cytochrome c oxidase subunit II	7.1.1.9	4
1521	Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00405	ccoO; cytochrome c oxidase cbb3-type subunit II		4
10871	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00405	ccoO; cytochrome c oxidase cbb3-type subunit II		4
15433	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K13237	DECR2, SPS19; 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], peroxisomal	1.3.1.124	1
2299	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
2850	Metabolism	Lipid metabolism	alpha-Linolenic acid metabolism [PATH:ko00592]	K10527	MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	4.2.1.17 1.1.1.35 1.1.1.211	7
1105	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
1190	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
2301	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
3517	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
3646	Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
4121	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
4287	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
7603	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
7891	Metabolism	Xenobiotics biodegradation and metabolism	Caprolactam degradation [PATH:ko00930]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
15431	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
20082	Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	7
1183	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	8
2268	Metabolism	Lipid metabolism	Fatty acid elongation [PATH:ko00062]	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	8
2297	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	8
3519	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	8
3648	Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	8
4123	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	8
6130	Metabolism	Metabolism of terpenoids and polyketides	Geraniol degradation [PATH:ko00281]	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	8
7893	Metabolism	Xenobiotics biodegradation and metabolism	Caprolactam degradation [PATH:ko00930]	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	8
16110	Cellular Processes	Cell growth and death	Meiosis - yeast [PATH:ko04113]	K12776	MEK1; meiosis-specific serine/threonine-protein kinase MEK1	2.7.11.1	1
34158	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K12776	MEK1; meiosis-specific serine/threonine-protein kinase MEK1	2.7.11.1	1
3047	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	3.1.4.16 3.1.3.6	9
3198	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	3.1.4.16 3.1.3.6	9
3048	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K08693	yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase	3.1.4.16 3.1.3.6 3.1.3.5	2
3199	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K08693	yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase	3.1.4.16 3.1.3.6 3.1.3.5	2
5242	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K08693	yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase	3.1.4.16 3.1.3.6 3.1.3.5	2
10593	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07697	kinB; two-component system, sporulation sensor kinase B	2.7.13.3	2
34631	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07697	kinB; two-component system, sporulation sensor kinase B	2.7.13.3	2
48116	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07697	kinB; two-component system, sporulation sensor kinase B	2.7.13.3	2
1990	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K03388	hdrA2; heterodisulfide reductase subunit A2	1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6	7
3894	Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K00765	hisG; ATP phosphoribosyltransferase	2.4.2.17	1
10074	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K13896	yejF; microcin C transport system ATP-binding protein		1
46075	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K13896	yejF; microcin C transport system ATP-binding protein		1
5033	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	1
16030	Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	1
33787	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	1
36564	Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227	1
10143	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K09693	tagH; teichoic acid transport system ATP-binding protein	7.5.2.4	1
46177	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09693	tagH; teichoic acid transport system ATP-binding protein	7.5.2.4	1
3539	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00020	HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase	1.1.1.31	1
3896	Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K01523	hisE; phosphoribosyl-ATP pyrophosphohydrolase	3.6.1.31	7
5408	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K01113	phoD; alkaline phosphatase D	3.1.3.1	1
10422	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01113	phoD; alkaline phosphatase D	3.1.3.1	1
608	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01513	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3	3.1.4.1 3.6.1.9	1
3070	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01513	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3	3.1.4.1 3.6.1.9	1
3170	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01513	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3	3.1.4.1 3.6.1.9	1
5187	Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism [PATH:ko00740]	K01513	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3	3.1.4.1 3.6.1.9	1
5251	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K01513	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3	3.1.4.1 3.6.1.9	1
5344	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01513	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3	3.1.4.1 3.6.1.9	1
51304	Brite Hierarchies	Protein families: signaling and cellular processes	CD molecules [BR:ko04090]	K01513	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3	3.1.4.1 3.6.1.9	1
51904	Brite Hierarchies	Protein families: signaling and cellular processes	Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	K01513	ENPP1_3, CD203; ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3	3.1.4.1 3.6.1.9	1
10816	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS	2.7.13.3	3
34672	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS	2.7.13.3	3
48205	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS	2.7.13.3	3
3727	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01941	E6.3.4.6; urea carboxylase	6.3.4.6	8
7867	Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation [PATH:ko00791]	K01941	E6.3.4.6; urea carboxylase	6.3.4.6	8
182	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00616	E2.2.1.2, talA, talB; transaldolase	2.2.1.2	2
7747	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K05797	pchF; 4-cresol dehydrogenase (hydroxylating) flavoprotein subunit	1.17.9.1	1
5093	Metabolism	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
36038	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase	2.4.1.346	1
3626	Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	2
5025	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	2
33785	Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	2
54070	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03828	yjgM; putative acetyltransferase	2.3.1.-	1
21	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	2
240	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	2
417	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	2
1717	Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	2
1918	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	2
11139	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
12624	Environmental Information Processing	Signal transduction	NF-kappa B signaling pathway [PATH:ko04064]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
12690	Environmental Information Processing	Signal transduction	TNF signaling pathway [PATH:ko04668]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
16310	Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
18765	Organismal Systems	Immune system	C-type lectin receptor signaling pathway [PATH:ko04625]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
19043	Organismal Systems	Immune system	T cell receptor signaling pathway [PATH:ko04660]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
19568	Organismal Systems	Immune system	Intestinal immune network for IgA production [PATH:ko04672]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
23277	Organismal Systems	Development and regeneration	Osteoclast differentiation [PATH:ko04380]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
26697	Human Diseases	Infectious disease: viral	Human T-cell leukemia virus 1 infection [PATH:ko05166]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
28269	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection [PATH:ko05169]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
28649	Human Diseases	Infectious disease: bacterial	Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
34291	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14	2.7.11.25	5
11080	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04415	MAP3K8, COT; mitogen-activated protein kinase kinase kinase 8	2.7.11.25	5
12697	Environmental Information Processing	Signal transduction	TNF signaling pathway [PATH:ko04668]	K04415	MAP3K8, COT; mitogen-activated protein kinase kinase kinase 8	2.7.11.25	5
18403	Organismal Systems	Immune system	Toll-like receptor signaling pathway [PATH:ko04620]	K04415	MAP3K8, COT; mitogen-activated protein kinase kinase kinase 8	2.7.11.25	5
19042	Organismal Systems	Immune system	T cell receptor signaling pathway [PATH:ko04660]	K04415	MAP3K8, COT; mitogen-activated protein kinase kinase kinase 8	2.7.11.25	5
34290	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04415	MAP3K8, COT; mitogen-activated protein kinase kinase kinase 8	2.7.11.25	5
9106	Genetic Information Processing	Folding, sorting and degradation	Ubiquitin mediated proteolysis [PATH:ko04120]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
11081	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
17006	Cellular Processes	Cellular community - eukaryotes	Tight junction [PATH:ko04530]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
18677	Organismal Systems	Immune system	RIG-I-like receptor signaling pathway [PATH:ko04622]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
20189	Organismal Systems	Endocrine system	GnRH signaling pathway [PATH:ko04912]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
20755	Organismal Systems	Endocrine system	Growth hormone synthesis, secretion and action [PATH:ko04935]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
22842	Organismal Systems	Nervous system	Neurotrophin signaling pathway [PATH:ko04722]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
26673	Human Diseases	Infectious disease: viral	Human T-cell leukemia virus 1 infection [PATH:ko05166]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
26947	Human Diseases	Infectious disease: viral	Hepatitis B [PATH:ko05161]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
34276	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
42731	Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system [BR:ko04121]	K04416	MAP3K1, MEKK1; mitogen-activated protein kinase kinase kinase 1	2.7.11.25	4
186	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K08093	hxlA; 3-hexulose-6-phosphate synthase	4.1.2.43	5
1933	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K08093	hxlA; 3-hexulose-6-phosphate synthase	4.1.2.43	5
187	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K08094	hxlB; 6-phospho-3-hexuloisomerase	5.3.1.27	5
1932	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K08094	hxlB; 6-phospho-3-hexuloisomerase	5.3.1.27	5
188	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K13831	hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase	4.1.2.43 5.3.1.27	4
1935	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K13831	hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase	4.1.2.43 5.3.1.27	4
34125	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08800	NUAK; NUAK family, SNF1-like kinase	2.7.11.1	3
3426	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K08969	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase	2.6.1.117	1
37066	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K08969	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase	2.6.1.117	1
11066	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
12592	Environmental Information Processing	Signal transduction	NF-kappa B signaling pathway [PATH:ko04064]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
18391	Organismal Systems	Immune system	Toll-like receptor signaling pathway [PATH:ko04620]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
18459	Organismal Systems	Immune system	Toll and Imd signaling pathway [PATH:ko04624]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
18643	Organismal Systems	Immune system	NOD-like receptor signaling pathway [PATH:ko04621]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
22860	Organismal Systems	Nervous system	Neurotrophin signaling pathway [PATH:ko04722]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
26848	Human Diseases	Infectious disease: viral	Human immunodeficiency virus 1 infection [PATH:ko05170]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
27032	Human Diseases	Infectious disease: viral	Hepatitis B [PATH:ko05161]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
27325	Human Diseases	Infectious disease: viral	Coronavirus disease - COVID-19 [PATH:ko05171]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
27437	Human Diseases	Infectious disease: viral	Influenza A [PATH:ko05164]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
27546	Human Diseases	Infectious disease: viral	Measles [PATH:ko05162]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
27676	Human Diseases	Infectious disease: viral	Herpes simplex virus 1 infection [PATH:ko05168]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
28153	Human Diseases	Infectious disease: viral	Epstein-Barr virus infection [PATH:ko05169]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
28767	Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection [PATH:ko05130]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
28964	Human Diseases	Infectious disease: bacterial	Salmonella infection [PATH:ko05132]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
29330	Human Diseases	Infectious disease: bacterial	Yersinia infection [PATH:ko05135]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
29426	Human Diseases	Infectious disease: bacterial	Pertussis [PATH:ko05133]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
29668	Human Diseases	Infectious disease: bacterial	Tuberculosis [PATH:ko05152]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
29982	Human Diseases	Infectious disease: parasitic	Toxoplasmosis [PATH:ko05145]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
30065	Human Diseases	Infectious disease: parasitic	Leishmaniasis [PATH:ko05140]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
30128	Human Diseases	Infectious disease: parasitic	Chagas disease [PATH:ko05142]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
32561	Human Diseases	Cardiovascular disease	Lipid and atherosclerosis [PATH:ko05417]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
34297	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04733	IRAK4; interleukin-1 receptor-associated kinase 4	2.7.11.1	3
480	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase	3.2.1.22	1
2567	Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase	3.2.1.22	1
2762	Metabolism	Lipid metabolism	Sphingolipid metabolism [PATH:ko00600]	K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase	3.2.1.22	1
4803	Metabolism	Glycan biosynthesis and metabolism	Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]	K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase	3.2.1.22	1
994	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	4
1133	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	4
3526	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	4
142	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00246	frdC; fumarate reductase subunit C		7
956	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00246	frdC; fumarate reductase subunit C		7
1236	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00246	frdC; fumarate reductase subunit C		7
