L1	L2	L3	L4	KO	Function	EC	Count
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00912	lpxK; tetraacyldisaccharide 4'-kinase	2.7.1.130	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00925	ackA; acetate kinase	2.7.2.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00925	ackA; acetate kinase	2.7.2.1	1
14_Methanogenesis	From acetate			K00925	ackA; acetate kinase	2.7.2.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
17_Gluconeogenesis	Gluconeogenesis in archea			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K00928	lysC; aspartate kinase	2.7.2.4	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00930	argB; acetylglutamate kinase	2.7.2.8	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00930	argB; acetylglutamate kinase	2.7.2.8	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00931	proB; glutamate 5-kinase	2.7.2.11	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00931	proB; glutamate 5-kinase	2.7.2.11	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00931	proB; glutamate 5-kinase	2.7.2.11	1
21_Cellular response to stress	Response to oxidative stress			K00937	ppk1; polyphosphate kinase	2.7.4.1	1
07_Nucleic acid metabolism	Purine metabolism			K00939	adk, AK; adenylate kinase	2.7.4.3	1
21_Cellular response to stress	Cellular response to stress			K00939	adk, AK; adenylate kinase	2.7.4.3	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00940	ndk, NME; nucleoside-diphosphate kinase	2.7.4.6	1
07_Nucleic acid metabolism	Purine metabolism			K00940	ndk, NME; nucleoside-diphosphate kinase	2.7.4.6	1
07_Nucleic acid metabolism	Purine metabolism			K00942	E2.7.4.8, gmk; guanylate kinase	2.7.4.8	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00943	tmk, DTYMK; dTMP kinase	2.7.4.9	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00945	cmk; CMP/dCMP kinase	2.7.4.25	1
07_Nucleic acid metabolism	Purine metabolism			K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase	2.7.6.1	1
07_Nucleic acid metabolism	Purine metabolism			K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (assimilatory)		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (dissimilatory)		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
21_Cellular response to stress	Cellular response to oxidative stress			K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
21_Cellular response to stress	Cellular response to stress			K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	1
07_Nucleic acid metabolism	Purine metabolism			K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (assimilatory)		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (dissimilatory)		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
21_Cellular response to stress	Cellular response to oxidative stress			K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
21_Cellular response to stress	Cellular response to stress			K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	2.7.7.8	1
07_Nucleic acid metabolism	Purine metabolism			K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	2.7.7.8	1
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	2.7.7.13	1
20_Hydrolysis of polymers	Mannose			K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	2.7.7.13	1
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
20_Hydrolysis of polymers	Starch			K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	2.7.7.38	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	2.7.7.38	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K01006	ppdK; pyruvate, orthophosphate dikinase	2.7.9.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01006	ppdK; pyruvate, orthophosphate dikinase	2.7.9.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to propionate II (acrylate pathway)		K01006	ppdK; pyruvate, orthophosphate dikinase	2.7.9.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K01006	ppdK; pyruvate, orthophosphate dikinase	2.7.9.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K01006	ppdK; pyruvate, orthophosphate dikinase	2.7.9.1	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K01006	ppdK; pyruvate, orthophosphate dikinase	2.7.9.1	1
17_Gluconeogenesis	Gluconeogenesis			K01006	ppdK; pyruvate, orthophosphate dikinase	2.7.9.1	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to propionate II (acrylate pathway)		K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K01026	pct; propionate CoA-transferase	2.8.3.1	1
01_Fermentation	Succinate fermentation to butyrate			K01026	pct; propionate CoA-transferase	2.8.3.1	1
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K01026	pct; propionate CoA-transferase	2.8.3.1	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K01040	gctB; glutaconate CoA-transferase, subunit B	2.8.3.12	1
09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K01046	lip, TGL2; triacylglycerol lipase	3.1.1.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K01048	pldB; lysophospholipase	3.1.1.5	1
21_Cellular response to stress	Response to osmotic stress			K01048	pldB; lysophospholipase	3.1.1.5	1
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)			K01057	PGLS, pgl, devB; 6-phosphogluconolactonase	3.1.1.31	1
15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)			K01070	frmB, ESD, fghA; S-formylglutathione hydrolase	3.1.2.12	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01079	serB, PSPH; phosphoserine phosphatase	3.1.3.3	1
20_Hydrolysis of polymers	Starch			K01087	otsB; trehalose 6-phosphate phosphatase	3.1.3.12	1
21_Cellular response to stress	Response to osmotic stress			K01087	otsB; trehalose 6-phosphate phosphatase	3.1.3.12	1
21_Cellular response to stress	Trehalose metabolism in response to cold stress			K01087	otsB; trehalose 6-phosphate phosphatase	3.1.3.12	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	3.1.4.16 3.1.3.6	1
07_Nucleic acid metabolism	Purine metabolism			K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	3.1.4.16 3.1.3.6	1
07_Nucleic acid metabolism	Purine metabolism			K01129	dgt; dGTPase	3.1.5.1	1
07_Nucleic acid metabolism	Purine metabolism			K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01181	E3.2.1.8, xynA; endo-1,4-beta-xylanase	3.2.1.8	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
20_Hydrolysis of polymers	Starch			K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01184	E3.2.1.15; polygalacturonase	3.2.1.15	1
20_Hydrolysis of polymers	Starch			K01184	E3.2.1.15; polygalacturonase	3.2.1.15	1
20_Hydrolysis of polymers	Pectin			K01184	E3.2.1.15; polygalacturonase	3.2.1.15	1
20_Hydrolysis of polymers	Xylose			K01184	E3.2.1.15; polygalacturonase	3.2.1.15	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01185	E3.2.1.17; lysozyme	3.2.1.17	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01186	NEU1; sialidase-1	3.2.1.18	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01190	lacZ; beta-galactosidase	3.2.1.23	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K01190	lacZ; beta-galactosidase	3.2.1.23	1
20_Hydrolysis of polymers	Galactose			K01190	lacZ; beta-galactosidase	3.2.1.23	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01191	MAN2C1; alpha-mannosidase	3.2.1.24	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01192	E3.2.1.25, MANBA, manB; beta-mannosidase	3.2.1.25	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	1
20_Hydrolysis of polymers	Starch			K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	1
20_Hydrolysis of polymers	Galactose			K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01198	xynB; xylan 1,4-beta-xylosidase	3.2.1.37	1
20_Hydrolysis of polymers	Starch			K01198	xynB; xylan 1,4-beta-xylosidase	3.2.1.37	1
20_Hydrolysis of polymers	Xylose			K01198	xynB; xylan 1,4-beta-xylosidase	3.2.1.37	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01206	FUCA; alpha-L-fucosidase	3.2.1.51	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01207	nagZ; beta-N-acetylhexosaminidase	3.2.1.52	1
20_Hydrolysis of polymers	Chitin			K01207	nagZ; beta-N-acetylhexosaminidase	3.2.1.52	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01209	abfA; alpha-L-arabinofuranosidase	3.2.1.55	1
20_Hydrolysis of polymers	Arabinose			K01209	abfA; alpha-L-arabinofuranosidase	3.2.1.55	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01214	ISA, treX; isoamylase	3.2.1.68	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01217	IDUA; L-iduronidase	3.2.1.76	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01218	gmuG; mannan endo-1,4-beta-mannosidase	3.2.1.78	1
20_Hydrolysis of polymers	Mannose			K01218	gmuG; mannan endo-1,4-beta-mannosidase	3.2.1.78	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01236	treZ, glgZ; maltooligosyltrehalose trehalohydrolase	3.2.1.141	1
07_Nucleic acid metabolism	Purine metabolism			K01239	iunH; purine nucleosidase	3.2.2.1	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01240	URH1; uridine nucleosidase	3.2.2.3	1
07_Nucleic acid metabolism	Purine metabolism			K01241	amn; AMP nucleosidase	3.2.2.4	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	3.2.2.9	1
21_Cellular response to stress	Response to nitrosative stress			K01247	alkA; DNA-3-methyladenine glycosylase II	3.2.2.21	1
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01259	pip; proline iminopeptidase	3.4.11.5	1
09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	3.4.16.4	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01425	glsA, GLS; glutaminase	3.5.1.2	1
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01425	glsA, GLS; glutaminase	3.5.1.2	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01425	glsA, GLS; glutaminase	3.5.1.2	1
11_Nitrogen cycle	Ammonia assimilation			K01425	glsA, GLS; glutaminase	3.5.1.2	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
08_Hydrocarbon degradation	Other aromatics degradation			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01428	ureC; urease subunit alpha	3.5.1.5	1
07_Nucleic acid metabolism	Purine metabolism			K01428	ureC; urease subunit alpha	3.5.1.5	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01429	ureB; urease subunit beta	3.5.1.5	1
07_Nucleic acid metabolism	Purine metabolism			K01429	ureB; urease subunit beta	3.5.1.5	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01430	ureA; urease subunit gamma	3.5.1.5	1
07_Nucleic acid metabolism	Purine metabolism			K01430	ureA; urease subunit gamma	3.5.1.5	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01432	AFMID; arylformamidase	3.5.1.9	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01438	argE; acetylornithine deacetylase	3.5.1.16	1
09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01438	argE; acetylornithine deacetylase	3.5.1.16	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K01439	dapE; succinyl-diaminopimelate desuccinylase	3.5.1.18	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01439	dapE; succinyl-diaminopimelate desuccinylase	3.5.1.18	1
20_Hydrolysis of polymers	Galactose			K01443	nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	3.5.1.25	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01448	amiABC; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K01449	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Glutamate		K01449	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01451	hipO; hippurate hydrolase	3.5.1.32	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01457	atzF; allophanate hydrolase	3.5.1.54	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01458	hutG; N-formylglutamate deformylase	3.5.1.68	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01464	DPYS, dht, hydA; dihydropyrimidinase	3.5.2.2	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01465	URA4, pyrC; dihydroorotase	3.5.2.3	1
07_Nucleic acid metabolism	Purine metabolism			K01466	allB; allantoinase	3.5.2.5	1
07_Nucleic acid metabolism	Degradation of pyrimidine bases			K01466	allB; allantoinase	3.5.2.5	1
06_Amino acid utilization biosynthesis metabolism	Histidine degradation			K01468	hutI, AMDHD1; imidazolonepropionase	3.5.2.7	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01468	hutI, AMDHD1; imidazolonepropionase	3.5.2.7	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01470	E3.5.2.10; creatinine amidohydrolase	3.5.2.10	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01473	hyuA; N-methylhydantoinase A	3.5.2.14	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01473	hyuA; N-methylhydantoinase A	3.5.2.14	1
08_Hydrocarbon degradation	BTEX and related aromatics degradation			K01473	hyuA; N-methylhydantoinase A	3.5.2.14	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01474	hyuB; N-methylhydantoinase B	3.5.2.14	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01474	hyuB; N-methylhydantoinase B	3.5.2.14	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01476	E3.5.3.1, rocF, arg; arginase	3.5.3.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01480	speB; agmatinase	3.5.3.11	1
07_Nucleic acid metabolism	Purine metabolism			K01483	allA; ureidoglycolate lyase	4.3.2.3	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01485	codA; cytosine/creatinine deaminase	3.5.4.1 3.5.4.21	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01485	codA; cytosine/creatinine deaminase	3.5.4.1 3.5.4.21	1
07_Nucleic acid metabolism	Degradation of pyrimidine bases			K01485	codA; cytosine/creatinine deaminase	3.5.4.1 3.5.4.21	1
07_Nucleic acid metabolism	Purine metabolism			K01486	ade; adenine deaminase	3.5.4.2	1
07_Nucleic acid metabolism	Degradation of purine bases			K01486	ade; adenine deaminase	3.5.4.2	1
07_Nucleic acid metabolism	Purine metabolism			K01487	E3.5.4.3, guaD; guanine deaminase	3.5.4.3	1
07_Nucleic acid metabolism	Degradation of purine bases			K01487	E3.5.4.3, guaD; guanine deaminase	3.5.4.3	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01489	cdd, CDA; cytidine deaminase	3.5.4.5	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9	1
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)			K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01494	dcd; dCTP deaminase	3.5.4.13	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K01496	hisI; phosphoribosyl-AMP cyclohydrolase	3.5.4.19	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01496	hisI; phosphoribosyl-AMP cyclohydrolase	3.5.4.19	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01501	E3.5.5.1; nitrilase	3.5.5.1	1
08_Hydrocarbon degradation	Other aromatics degradation			K01501	E3.5.5.1; nitrilase	3.5.5.1	1
07_Nucleic acid metabolism	Purine metabolism			K01517	ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	3.6.1.13 3.6.1.16 3.6.1.53	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01519	ITPA; inosine triphosphate pyrophosphatase	3.6.1.-	1
07_Nucleic acid metabolism	Purine metabolism			K01519	ITPA; inosine triphosphate pyrophosphatase	3.6.1.-	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01520	dut, DUT; dUTP pyrophosphatase	3.6.1.23	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01523	hisE; phosphoribosyl-ATP pyrophosphohydrolase	3.6.1.31	1
07_Nucleic acid metabolism	Purine metabolism			K01524	ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	3.6.1.11 3.6.1.40	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01574	adc; acetoacetate decarboxylase	4.1.1.4	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01581	E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase	4.1.1.17	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01584	adiA; arginine decarboxylase	4.1.1.19	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01584	adiA; arginine decarboxylase	4.1.1.19	1
21_Cellular response to stress	Response to osmotic stress			K01584	adiA; arginine decarboxylase	4.1.1.19	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01585	speA; arginine decarboxylase	4.1.1.19	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01585	speA; arginine decarboxylase	4.1.1.19	1
21_Cellular response to stress	Response to osmotic stress			K01585	speA; arginine decarboxylase	4.1.1.19	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K01586	lysA; diaminopimelate decarboxylase	4.1.1.20	1
08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K01586	lysA; diaminopimelate decarboxylase	4.1.1.20	1
07_Nucleic acid metabolism	Purine metabolism			K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase	5.4.99.18	1
07_Nucleic acid metabolism	Purine metabolism			K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase	6.3.4.18	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01591	pyrF; orotidine-5'-phosphate decarboxylase	4.1.1.23	1
01_Fermentation	Mixed acid fermentation			K01593	DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase	4.1.1.28 4.1.1.105	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01593	DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase	4.1.1.28 4.1.1.105	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01593	DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase	4.1.1.28 4.1.1.105	1
