#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG06197	19	18	Xu	REFSEQ hypothetical protein
VOG06198	10	10	Xu	REFSEQ hypothetical protein
VOG06199	22	22	Xu	REFSEQ hypothetical protein
VOG06200	155	155	Xu	REFSEQ hypothetical protein
VOG06201	8	8	Xu	REFSEQ membrane protein
VOG06202	52	52	Xu	REFSEQ hypothetical protein
VOG06203	15	15	Xu	REFSEQ hypothetical protein
VOG06204	19	19	Xu	REFSEQ hypothetical protein
VOG06205	4	4	Xu	REFSEQ hypothetical protein
VOG06206	99	99	Xh	sp|P23208|TERS_BPT5 Probable terminase, small subunit
VOG06207	5	5	Xs	sp|P69533|G7P_BPFD Tail virion protein G7P
VOG06208	126	126	Xu	REFSEQ hypothetical protein
VOG06209	135	135	Xh	sp|Q09YD1|GP38_BPLP0 Gene product 38
VOG06210	5	5	Xu	REFSEQ hypothetical protein
VOG06211	19	19	Xu	REFSEQ hypothetical protein
VOG06212	113	113	Xu	REFSEQ virion structural protein
VOG06213	125	125	Xu	REFSEQ hypothetical protein
VOG06214	8	8	Xu	REFSEQ hypothetical protein
VOG06215	26	26	Xu	REFSEQ hypothetical protein
VOG06216	16	16	Xu	REFSEQ hypothetical protein
VOG06217	13	13	Xu	REFSEQ tail protein
VOG06218	6	3	Xr	sp|P03660|REP_BPIKE Replication-associated protein G2P
VOG06219	12	12	Xu	REFSEQ hypothetical protein
VOG06220	4	4	XpXs	sp|P03663|G3P_BPIKE Attachment protein G3P
VOG06221	61	61	Xu	REFSEQ hypothetical protein
VOG06222	105	105	Xu	REFSEQ helicase
VOG06223	4	4	Xu	REFSEQ tail length tape measure protein
VOG06224	37	37	Xu	REFSEQ major head protein
VOG06225	15	15	Xu	REFSEQ hypothetical protein
VOG06226	99	98	Xu	REFSEQ hypothetical protein
VOG06227	49	48	Xu	REFSEQ hypothetical protein
VOG06228	114	114	Xu	REFSEQ hypothetical protein
VOG06229	33	33	Xu	REFSEQ hypothetical protein
VOG06230	5	5	Xu	REFSEQ hypothetical protein
VOG06231	23	17	XhXr	sp|P03631|REPA_BPPHS Replication-associated protein A
VOG06232	4	4	Xu	REFSEQ terminase large subunit
VOG06233	12	6	Xu	REFSEQ hypothetical protein
VOG06234	4	4	Xu	REFSEQ hypothetical protein
VOG06235	6	6	Xu	REFSEQ hypothetical protein
VOG06236	26	26	Xu	REFSEQ hypothetical protein
VOG06237	4	3	Xu	sp|O48399|GP45_BPSP1 Putative gene 45 protein
VOG06238	5	5	Xu	REFSEQ hypothetical protein
VOG06239	41	41	Xu	REFSEQ hypothetical protein
VOG06240	3	3	Xu	REFSEQ membrane protein
VOG06241	3	3	Xu	REFSEQ hypothetical protein
VOG06242	10	10	Xu	REFSEQ hypothetical protein
VOG06243	4	4	Xu	REFSEQ hypothetical protein
VOG06244	7	5	Xu	REFSEQ hypothetical protein
VOG06245	18	18	Xu	REFSEQ hypothetical protein
VOG06246	10	8	Xu	REFSEQ hypothetical protein
VOG06247	4	2	Xu	REFSEQ hypothetical protein
VOG06248	27	27	Xu	REFSEQ head scaffolding protein
VOG06249	17	15	Xu	REFSEQ hypothetical protein
VOG06250	5	5	Xu	REFSEQ hypothetical protein
VOG06251	13	13	Xu	REFSEQ hypothetical protein
VOG06252	8	8	Xu	REFSEQ hypothetical protein
VOG06253	18	12	Xu	REFSEQ hypothetical protein
VOG06254	11	11	Xu	REFSEQ hypothetical protein
VOG06255	17	14	Xu	REFSEQ hypothetical protein
VOG06256	6	6	Xu	REFSEQ hypothetical protein
VOG06257	16	10	Xu	REFSEQ hypothetical protein
VOG06258	3	3	Xu	REFSEQ tail fiber protein
VOG06259	10	9	Xu	REFSEQ hypothetical protein
VOG06260	17	17	Xu	REFSEQ hypothetical protein
VOG06261	8	8	Xu	REFSEQ hypothetical protein
VOG06262	4	4	Xu	REFSEQ hypothetical protein
VOG06263	104	104	Xu	REFSEQ hypothetical protein
VOG06264	6	6	Xu	REFSEQ membrane protein
VOG06265	6	6	Xu	REFSEQ hypothetical protein
VOG06266	39	38	Xu	REFSEQ virion structural protein
VOG06267	7	4	Xu	REFSEQ hypothetical protein
VOG06268	5	5	Xu	REFSEQ hypothetical protein
VOG06269	3	3	Xu	REFSEQ hypothetical protein
VOG06270	5	5	Xu	REFSEQ hypothetical protein
VOG06271	14	14	Xu	REFSEQ hypothetical protein
VOG06272	4	4	Xu	REFSEQ membrane protein
VOG06273	12	12	Xu	REFSEQ hypothetical protein
VOG06274	4	4	Xu	REFSEQ hypothetical protein
VOG06275	10	10	Xu	REFSEQ hypothetical protein
VOG06276	13	9	Xu	REFSEQ hypothetical protein
VOG06277	3	3	Xu	REFSEQ hypothetical protein
VOG06278	10	10	Xu	REFSEQ hypothetical protein
VOG06279	17	17	Xu	REFSEQ hypothetical protein
VOG06280	11	6	Xu	REFSEQ hypothetical protein
VOG06281	88	88	Xu	REFSEQ hypothetical protein
VOG06282	22	19	Xu	REFSEQ hypothetical protein
VOG06283	9	9	Xu	REFSEQ hypothetical protein
VOG06284	10	10	Xu	REFSEQ hypothetical protein
VOG06285	4	3	Xu	REFSEQ head protein
VOG06286	7	5	Xu	REFSEQ hypothetical protein
VOG06287	28	28	Xu	REFSEQ hypothetical protein
VOG06288	3	3	Xu	REFSEQ hypothetical protein
VOG06289	28	27	Xh	sp|P03778|Y06_BPT7 Protein 0.6B
VOG06290	18	18	Xu	REFSEQ head-tail connector protein
VOG06291	6	6	Xu	REFSEQ hypothetical protein
VOG06292	8	8	Xu	REFSEQ hypothetical protein
VOG06293	21	21	Xu	REFSEQ hypothetical protein
VOG06294	12	12	Xu	REFSEQ hypothetical protein
VOG06295	9	9	Xu	REFSEQ hypothetical protein
VOG06296	5	5	Xu	REFSEQ hypothetical protein
VOG06297	18	18	Xu	REFSEQ hypothetical protein
VOG06298	3	3	Xu	REFSEQ hypothetical protein
VOG06299	24	24	Xu	REFSEQ hypothetical protein
VOG06300	44	44	Xu	REFSEQ hypothetical protein
VOG06301	6	6	Xu	REFSEQ hypothetical protein
VOG06302	6	6	Xu	REFSEQ hypothetical protein
VOG06303	12	12	Xu	REFSEQ hypothetical protein
VOG06304	10	8	Xu	REFSEQ hypothetical protein
VOG06305	13	13	Xu	sp|P76510|YFDN_ECOLI Uncharacterized protein YfdN
VOG06306	3	3	Xu	REFSEQ tail spike protein
VOG06307	3	3	Xu	REFSEQ tail protein
VOG06308	24	24	Xu	REFSEQ hypothetical protein
VOG06309	4	4	Xu	REFSEQ holin
VOG06310	14	14	Xu	REFSEQ hypothetical protein
VOG06311	8	8	Xu	REFSEQ hypothetical protein
VOG06312	35	35	Xu	REFSEQ hypothetical protein
VOG06313	4	3	Xu	REFSEQ hypothetical protein
VOG06314	3	3	Xu	REFSEQ virion structural protein
VOG06315	12	9	Xu	REFSEQ membrane protein
VOG06316	8	4	Xu	REFSEQ major tail protein
VOG06317	7	7	Xu	REFSEQ hypothetical protein
VOG06318	16	16	Xu	REFSEQ membrane protein
VOG06319	5	5	Xu	REFSEQ hypothetical protein
VOG06320	6	4	Xu	REFSEQ hypothetical protein
VOG06321	3	3	Xu	REFSEQ hypothetical protein
VOG06322	9	9	Xu	REFSEQ hypothetical protein
VOG06323	7	7	Xu	REFSEQ membrane protein
VOG06324	4	4	Xu	REFSEQ hypothetical protein
VOG06325	5	5	Xu	REFSEQ hypothetical protein
VOG06326	7	7	Xu	REFSEQ hypothetical protein
VOG06327	4	4	Xu	REFSEQ head fiber protein
VOG06328	5	5	Xu	REFSEQ hypothetical protein
VOG06329	19	19	Xu	REFSEQ hypothetical protein
VOG06330	30	30	Xu	REFSEQ hypothetical protein
VOG06331	6	6	Xu	REFSEQ hypothetical protein
VOG06332	6	6	Xu	REFSEQ hypothetical protein
VOG06333	21	21	Xu	REFSEQ hypothetical protein
VOG06334	4	2	Xu	REFSEQ hypothetical protein
VOG06335	4	4	Xu	REFSEQ hypothetical protein
VOG06336	27	27	Xu	REFSEQ hypothetical protein
VOG06337	15	15	Xu	REFSEQ hypothetical protein
VOG06338	5	5	Xu	REFSEQ hypothetical protein
VOG06339	8	8	Xu	REFSEQ hypothetical protein
VOG06340	51	51	Xu	REFSEQ hypothetical protein
VOG06341	11	11	Xu	REFSEQ hypothetical protein
VOG06342	12	12	Xu	REFSEQ hypothetical protein
VOG06343	51	50	Xu	sp|P03718|IPI1_BPT4 Internal protein I
VOG06344	21	21	Xu	REFSEQ hypothetical protein
VOG06345	6	4	Xu	REFSEQ hypothetical protein
VOG06346	9	9	Xu	REFSEQ hypothetical protein
VOG06347	146	145	Xu	sp|P13308|Y06C_BPT4 Uncharacterized 8.5 kDa protein in tk-vs intergenic region
VOG06348	8	6	Xu	REFSEQ hypothetical protein
VOG06349	5	5	Xu	REFSEQ hypothetical protein
VOG06350	23	12	Xu	REFSEQ hypothetical protein
VOG06351	3	3	Xu	REFSEQ hypothetical protein
VOG06352	6	6	Xu	REFSEQ hypothetical protein
VOG06353	21	21	Xu	REFSEQ hypothetical protein
VOG06354	11	11	Xu	REFSEQ hypothetical protein
VOG06355	12	12	Xu	REFSEQ hypothetical protein
VOG06356	6	6	Xu	REFSEQ hypothetical protein
VOG06357	29	29	Xu	REFSEQ hypothetical protein
VOG06358	3	3	Xu	REFSEQ hypothetical protein
VOG06359	12	12	Xu	REFSEQ hypothetical protein
VOG06360	10	10	Xu	REFSEQ hypothetical protein
VOG06361	4	4	Xu	REFSEQ hypothetical protein
VOG06362	23	23	Xu	REFSEQ hypothetical protein
VOG06363	4	2	Xu	REFSEQ hypothetical protein
VOG06364	10	5	Xu	REFSEQ hypothetical protein
VOG06365	15	13	Xu	REFSEQ hypothetical protein
VOG06366	4	4	Xu	REFSEQ HicB-like antitoxin
VOG06367	3	3	Xu	REFSEQ hypothetical protein
VOG06368	8	8	Xu	REFSEQ hypothetical protein
VOG06369	16	16	Xu	REFSEQ hypothetical protein
VOG06370	65	65	Xu	REFSEQ hypothetical protein
VOG06371	18	18	Xu	REFSEQ hypothetical protein
VOG06372	19	19	Xu	REFSEQ hypothetical protein
VOG06373	5	5	Xu	REFSEQ hypothetical protein
VOG06374	206	125	Xu	sp|P32285|Y00G_BPT4 Uncharacterized protein dexA.1
VOG06375	3	3	Xu	REFSEQ hypothetical protein
VOG06376	41	41	Xu	REFSEQ hypothetical protein
VOG06377	4	4	Xu	REFSEQ hypothetical protein
VOG06378	4	2	Xu	REFSEQ hypothetical protein
VOG06379	9	5	Xu	REFSEQ tail assembly protein
VOG06380	5	3	Xu	REFSEQ hypothetical protein
VOG06381	5	4	Xu	REFSEQ XkdF-like putative serine protease domain-containing protein
VOG06382	9	9	Xu	REFSEQ hypothetical protein
VOG06383	3	3	Xu	REFSEQ hypothetical protein
VOG06384	4	4	Xu	REFSEQ hypothetical protein
VOG06385	3	3	Xu	REFSEQ hypothetical protein
VOG06386	4	4	Xu	REFSEQ head scaffolding protein
VOG06387	11	11	Xu	REFSEQ hypothetical protein
VOG06388	6	4	Xu	REFSEQ hypothetical protein
VOG06389	5	5	Xu	REFSEQ hypothetical protein
VOG06390	37	36	Xu	REFSEQ hypothetical protein
VOG06391	16	16	Xu	REFSEQ hypothetical protein
VOG06392	5	5	Xu	REFSEQ hypothetical protein
VOG06393	3	3	Xu	REFSEQ hypothetical protein
VOG06394	6	5	Xu	REFSEQ hypothetical protein
VOG06395	5	5	Xu	REFSEQ hypothetical protein
VOG06396	17	17	Xu	REFSEQ hypothetical protein
VOG06397	9	9	Xu	REFSEQ receptor binding tail protein
VOG06398	9	9	Xu	REFSEQ hypothetical protein
VOG06399	8	5	Xu	REFSEQ hypothetical protein
VOG06400	7	7	Xu	REFSEQ hypothetical protein
VOG06401	3	3	Xu	REFSEQ hypothetical protein
VOG06402	28	28	Xu	REFSEQ hypothetical protein
VOG06403	62	32	Xu	REFSEQ hypothetical protein
VOG06404	9	9	Xu	REFSEQ hypothetical protein
VOG06405	28	28	Xu	REFSEQ hypothetical protein
VOG06406	3	3	Xu	REFSEQ hypothetical protein
VOG06407	7	7	Xu	REFSEQ putative transcription regulator
VOG06408	3	3	Xu	REFSEQ hypothetical protein
VOG06409	3	3	XhXr	sp|O67125|DPO3A_AQUAE DNA polymerase III subunit alpha
VOG06410	8	8	Xu	REFSEQ hypothetical protein
VOG06411	3	3	Xu	REFSEQ hypothetical protein
VOG06412	19	19	Xu	REFSEQ hypothetical protein
VOG06413	3	3	Xu	REFSEQ hypothetical protein
VOG06414	3	3	Xu	REFSEQ dATP / dGTP pyrophosphohydrolase
VOG06415	31	31	Xu	REFSEQ hypothetical protein
VOG06416	7	7	Xu	REFSEQ hypothetical protein
VOG06417	4	4	Xu	REFSEQ hypothetical protein
VOG06418	4	2	Xu	REFSEQ hypothetical protein
VOG06419	6	6	Xu	REFSEQ hypothetical protein
VOG06420	22	22	Xu	REFSEQ hypothetical protein
VOG06421	4	4	Xh	sp|P08120|CO4A1_DROME Collagen alpha-1(IV) chain
VOG06422	13	13	Xu	REFSEQ hypothetical protein
VOG06423	10	10	Xu	REFSEQ hypothetical protein
VOG06424	13	7	Xu	REFSEQ hypothetical protein
VOG06425	3	3	Xu	REFSEQ hypothetical protein
VOG06426	7	7	Xu	REFSEQ hypothetical protein
VOG06427	7	7	Xu	REFSEQ hypothetical protein
VOG06428	15	8	Xu	REFSEQ hypothetical protein
VOG06429	16	16	Xu	REFSEQ hypothetical protein
VOG06430	4	2	Xu	REFSEQ hypothetical protein
VOG06431	23	23	Xu	REFSEQ hypothetical protein
VOG06432	11	11	Xu	REFSEQ hypothetical protein
VOG06433	6	6	Xu	REFSEQ hypothetical protein
VOG06434	24	24	Xu	REFSEQ hypothetical protein
VOG06435	5	5	Xu	REFSEQ hypothetical protein
VOG06436	3	3	Xu	REFSEQ hypothetical protein
VOG06437	4	4	Xu	REFSEQ hypothetical protein
VOG06438	12	12	Xu	REFSEQ hypothetical protein
VOG06439	3	3	Xu	REFSEQ hypothetical protein
VOG06440	4	4	Xu	REFSEQ hypothetical protein
VOG06441	8	8	Xu	REFSEQ hypothetical protein
VOG06442	7	7	Xu	REFSEQ hypothetical protein
VOG06443	27	27	Xu	REFSEQ hypothetical protein
VOG06444	35	35	Xu	REFSEQ hypothetical protein
VOG06445	7	7	Xu	REFSEQ tail protein
VOG06446	12	12	Xu	REFSEQ HTH DNA binding protein
VOG06447	14	14	Xu	REFSEQ hypothetical protein
VOG06448	5	4	Xu	REFSEQ helix-turn-helix DNA-binding protein
VOG06449	3	3	Xu	REFSEQ single strand DNA binding protein
VOG06450	5	5	Xu	REFSEQ hypothetical protein
VOG06451	12	12	Xu	REFSEQ hypothetical protein
VOG06452	5	5	Xu	REFSEQ hypothetical protein
VOG06453	21	21	Xu	REFSEQ hypothetical protein
VOG06454	46	24	Xu	REFSEQ hypothetical protein
VOG06455	7	7	Xu	REFSEQ hypothetical protein
VOG06456	4	4	Xu	REFSEQ hypothetical protein
VOG06457	5	5	Xu	REFSEQ hypothetical protein
VOG06458	29	29	Xu	REFSEQ hypothetical protein
VOG06459	3	3	Xu	REFSEQ hypothetical protein
VOG06460	7	7	Xu	REFSEQ hypothetical protein
VOG06461	32	32	Xu	REFSEQ hypothetical protein
VOG06462	7	7	Xu	REFSEQ hypothetical protein
VOG06463	17	17	Xu	REFSEQ hypothetical protein
VOG06464	7	7	Xu	REFSEQ hypothetical protein
VOG06465	27	27	Xu	REFSEQ hypothetical protein
VOG06466	6	6	Xu	REFSEQ hypothetical protein
VOG06467	7	7	Xu	REFSEQ hypothetical protein
VOG06468	6	6	Xu	REFSEQ hypothetical protein
VOG06469	24	24	Xu	REFSEQ hypothetical protein
VOG06470	5	5	Xu	REFSEQ hypothetical protein
VOG06471	3	3	Xu	REFSEQ hypothetical protein
VOG06472	3	3	Xu	REFSEQ hypothetical protein
VOG06473	34	34	Xu	REFSEQ hypothetical protein
VOG06474	3	3	Xu	REFSEQ hypothetical protein
VOG06475	14	14	Xu	REFSEQ hypothetical protein
VOG06476	35	35	Xu	REFSEQ hypothetical protein
VOG06477	21	21	Xu	REFSEQ hypothetical protein
VOG06478	19	19	Xu	REFSEQ hypothetical protein
VOG06479	18	18	Xu	REFSEQ hypothetical protein
VOG06480	14	14	Xu	REFSEQ hypothetical protein
VOG06481	3	3	Xu	REFSEQ hypothetical protein
VOG06482	24	17	Xu	REFSEQ hypothetical protein
VOG06483	14	14	Xu	REFSEQ DNA ligase
VOG06484	30	30	Xu	REFSEQ hypothetical protein
VOG06485	17	17	Xu	REFSEQ hypothetical protein
VOG06486	18	18	Xu	REFSEQ hypothetical protein
VOG06487	21	18	Xu	REFSEQ hypothetical protein
VOG06488	21	21	Xu	REFSEQ hypothetical protein
VOG06489	51	51	Xu	REFSEQ hypothetical protein
VOG06490	11	11	Xu	REFSEQ hypothetical protein
VOG06491	26	26	Xu	REFSEQ hypothetical protein
VOG06492	7	7	Xu	REFSEQ hypothetical protein
VOG06493	24	24	Xu	REFSEQ hypothetical protein
VOG06494	14	14	Xu	REFSEQ hypothetical protein
VOG06495	5	5	Xu	REFSEQ hypothetical protein
VOG06496	21	21	Xu	REFSEQ membrane protein
VOG06497	49	49	Xu	REFSEQ hypothetical protein
VOG06498	4	4	Xu	REFSEQ hypothetical protein
VOG06499	85	48	Xu	REFSEQ hypothetical protein
VOG06500	16	16	Xu	REFSEQ hypothetical protein
VOG06501	14	14	Xu	REFSEQ hypothetical protein
VOG06502	4	4	Xu	REFSEQ hypothetical protein
VOG06503	14	14	Xu	REFSEQ hypothetical protein
VOG06504	4	3	Xu	REFSEQ hypothetical protein
VOG06505	36	36	Xu	REFSEQ hypothetical protein
VOG06506	8	8	Xu	REFSEQ hypothetical protein
VOG06507	21	21	Xu	REFSEQ DNA ligase
VOG06508	30	30	Xu	REFSEQ hypothetical protein
VOG06509	5	3	Xu	REFSEQ tail assembly chaperone
VOG06510	35	35	Xu	REFSEQ hypothetical protein
VOG06511	15	15	Xu	REFSEQ hypothetical protein
VOG06512	21	21	Xu	REFSEQ hypothetical protein
VOG06513	37	37	Xu	REFSEQ hypothetical protein
VOG06514	3	3	Xu	REFSEQ hypothetical protein
VOG06515	4	4	Xu	REFSEQ hypothetical protein
VOG06516	14	14	Xu	REFSEQ hypothetical protein
VOG06517	90	59	Xu	REFSEQ hypothetical protein
VOG06518	7	7	Xu	REFSEQ hypothetical protein
VOG06519	11	11	Xu	REFSEQ hypothetical protein
VOG06520	47	44	Xu	REFSEQ hypothetical protein
VOG06521	4	4	Xu	REFSEQ hypothetical protein
VOG06522	9	9	Xu	REFSEQ hypothetical protein
VOG06523	62	36	Xu	REFSEQ hypothetical protein
VOG06524	4	4	Xu	REFSEQ hypothetical protein
VOG06525	4	4	Xu	REFSEQ hypothetical protein
VOG06526	6	6	Xu	REFSEQ hypothetical protein
VOG06527	6	6	Xu	REFSEQ membrane protein
VOG06528	12	12	Xu	REFSEQ hypothetical protein
VOG06529	8	8	Xu	REFSEQ DUF4761 family protein
VOG06530	37	37	Xu	REFSEQ hypothetical protein
VOG06531	5	5	Xu	REFSEQ hypothetical protein
VOG06532	32	16	Xu	REFSEQ hypothetical protein
VOG06533	4	4	Xu	REFSEQ hypothetical protein
VOG06534	8	5	Xu	REFSEQ hypothetical protein
VOG06535	10	2	Xu	REFSEQ hypothetical protein
VOG06536	7	7	Xu	REFSEQ hypothetical protein
VOG06537	5	5	Xu	REFSEQ holin
VOG06538	11	8	Xu	REFSEQ hypothetical protein
VOG06539	6	6	Xu	REFSEQ hypothetical protein
VOG06540	7	7	Xu	REFSEQ hypothetical protein
VOG06541	7	7	Xu	REFSEQ virion structural protein
VOG06542	11	11	Xu	REFSEQ hypothetical protein
VOG06543	40	32	Xu	REFSEQ hypothetical protein
VOG06544	7	7	Xu	REFSEQ hypothetical protein
VOG06545	19	15	Xu	REFSEQ hypothetical protein
VOG06546	15	12	Xu	REFSEQ hypothetical protein
VOG06547	28	28	Xu	REFSEQ hypothetical protein
VOG06548	29	29	Xu	REFSEQ hypothetical protein
VOG06549	47	35	Xu	REFSEQ hypothetical protein
VOG06550	4	4	Xu	REFSEQ hypothetical protein
VOG06551	4	3	Xu	REFSEQ hypothetical protein
VOG06552	12	5	Xu	REFSEQ hypothetical protein
VOG06553	28	28	Xu	REFSEQ hypothetical protein
VOG06554	4	4	Xu	REFSEQ hypothetical protein
VOG06555	108	108	Xu	REFSEQ membrane protein
VOG06556	5	5	Xu	REFSEQ hypothetical protein
VOG06557	5	5	Xu	REFSEQ hypothetical protein
VOG06558	28	28	Xu	REFSEQ hypothetical protein
VOG06559	20	20	Xu	REFSEQ hypothetical protein
VOG06560	4	4	Xu	REFSEQ hypothetical protein
VOG06561	3	3	Xu	REFSEQ membrane protein
VOG06562	7	7	Xu	sp|P10304|V193_BPT3 Gene 19.3 protein
VOG06563	4	4	Xu	REFSEQ hypothetical protein
VOG06564	8	7	Xu	REFSEQ DUF1076 domain-containing protein
VOG06565	3	3	Xu	REFSEQ hypothetical protein
VOG06566	11	8	Xu	REFSEQ virion structural protein
VOG06567	6	6	Xu	REFSEQ Arc-like repressor
VOG06568	25	25	Xu	REFSEQ hypothetical protein
VOG06569	35	32	Xu	REFSEQ hypothetical protein
VOG06570	23	23	Xu	REFSEQ hypothetical protein
VOG06571	4	4	Xu	REFSEQ hypothetical protein
VOG06572	7	5	Xu	REFSEQ hypothetical protein
VOG06573	8	7	Xu	REFSEQ hypothetical protein
VOG06574	8	8	Xu	REFSEQ hypothetical protein
VOG06575	16	16	Xu	REFSEQ hypothetical protein
VOG06576	5	3	Xu	REFSEQ hypothetical protein
VOG06577	5	3	Xu	REFSEQ hypothetical protein
VOG06578	6	6	Xu	REFSEQ hypothetical protein
VOG06579	3	3	Xu	REFSEQ hypothetical protein
VOG06580	16	16	Xu	REFSEQ hypothetical protein
VOG06581	38	30	Xu	REFSEQ hypothetical protein
VOG06582	8	3	Xu	REFSEQ hypothetical protein
VOG06583	4	4	Xu	sp|P63203|GADW_SHIFL HTH-type transcriptional regulator GadW
VOG06584	9	9	Xu	REFSEQ hypothetical protein
VOG06585	5	5	Xu	REFSEQ membrane protein
VOG06586	6	6	Xu	REFSEQ hypothetical protein
VOG06587	28	16	Xu	REFSEQ hypothetical protein
VOG06588	13	7	Xu	REFSEQ tail assembly chaperone
VOG06589	6	6	Xu	REFSEQ hypothetical protein
VOG06590	8	8	Xu	REFSEQ hypothetical protein
VOG06591	18	16	Xu	REFSEQ hypothetical protein
VOG06592	6	6	Xu	REFSEQ hypothetical protein
VOG06593	9	5	Xu	REFSEQ hypothetical protein
VOG06594	8	8	Xu	REFSEQ hypothetical protein
VOG06595	7	7	Xu	REFSEQ portal protein
VOG06596	7	4	Xu	REFSEQ hypothetical protein
VOG06597	12	10	Xu	REFSEQ hypothetical protein
VOG06598	19	19	Xu	REFSEQ hypothetical protein
VOG06599	11	8	Xu	REFSEQ hypothetical protein
VOG06600	5	5	Xu	REFSEQ hypothetical protein
VOG06601	7	7	Xu	REFSEQ hypothetical protein
VOG06602	4	4	Xu	REFSEQ hypothetical protein
VOG06603	8	4	Xu	REFSEQ hypothetical protein
VOG06604	11	7	Xu	REFSEQ hypothetical protein
VOG06605	7	7	Xu	REFSEQ hypothetical protein
VOG06606	20	20	Xu	REFSEQ recombination directionality factor
VOG06607	4	4	Xu	REFSEQ membrane protein
VOG06608	4	3	Xu	REFSEQ hypothetical protein
VOG06609	8	6	Xu	REFSEQ hypothetical protein
VOG06610	5	5	Xu	REFSEQ hypothetical protein
VOG06611	6	6	Xu	REFSEQ hypothetical protein
VOG06612	5	5	Xu	REFSEQ hypothetical protein
VOG06613	21	21	Xu	REFSEQ hypothetical protein
VOG06614	3	3	Xu	REFSEQ radical SAM domain-containing protein
VOG06615	12	6	Xu	REFSEQ virion structural protein
VOG06616	28	28	Xu	REFSEQ hypothetical protein
VOG06617	4	4	Xu	REFSEQ hypothetical protein
VOG06618	6	3	Xu	REFSEQ hypothetical protein
VOG06619	4	3	Xu	REFSEQ hypothetical protein
VOG06620	7	7	Xu	REFSEQ minor head protein
VOG06621	11	11	Xu	REFSEQ hypothetical protein
VOG06622	4	4	Xu	REFSEQ head maturation protease
VOG06623	4	4	Xu	REFSEQ hypothetical protein
VOG06624	36	36	Xu	REFSEQ hypothetical protein
VOG06625	4	4	Xu	REFSEQ hypothetical protein
VOG06626	3	3	Xu	REFSEQ hypothetical protein
VOG06627	5	5	Xu	REFSEQ hypothetical protein
VOG06628	5	5	Xu	REFSEQ hypothetical protein
VOG06629	14	14	Xu	REFSEQ DUF1627 domain-containing protein
VOG06630	12	12	Xu	REFSEQ hypothetical protein
VOG06631	3	3	Xu	REFSEQ hypothetical protein
VOG06632	4	4	Xu	REFSEQ hypothetical protein
VOG06633	20	20	Xu	REFSEQ hypothetical protein
VOG06634	60	59	XhXp	sp|E1XTJ1|PLP_BPSAV O-seryl-dTMP PLP-dependent decarboxylase
VOG06635	4	4	Xu	REFSEQ tail fiber protein
VOG06636	17	12	Xu	REFSEQ hypothetical protein
VOG06637	6	6	Xu	REFSEQ hypothetical protein
VOG06638	4	4	Xu	REFSEQ hypothetical protein
VOG06639	4	4	Xu	REFSEQ hypothetical protein
VOG06640	5	5	Xu	REFSEQ hypothetical protein
VOG06641	20	20	Xu	REFSEQ hypothetical protein
VOG06642	3	3	Xu	REFSEQ hypothetical protein
VOG06643	7	7	Xu	REFSEQ hypothetical protein
VOG06644	4	4	Xu	REFSEQ hypothetical protein
VOG06645	5	5	Xu	REFSEQ hypothetical protein
VOG06646	6	6	Xu	REFSEQ Fur-regulated basic protein FbpA
VOG06647	8	8	Xu	REFSEQ hypothetical protein
VOG06648	6	6	Xu	REFSEQ hypothetical protein
VOG06649	10	10	Xu	REFSEQ hypothetical protein
VOG06650	11	11	Xu	REFSEQ hypothetical protein
VOG06651	10	10	Xu	REFSEQ hypothetical protein
VOG06652	53	47	Xu	REFSEQ hypothetical protein
VOG06653	40	40	Xu	REFSEQ hypothetical protein
VOG06654	4	4	Xu	REFSEQ hypothetical protein
VOG06655	7	7	Xu	REFSEQ hypothetical protein
VOG06656	7	7	Xu	REFSEQ hypothetical protein
VOG06657	29	29	Xu	REFSEQ hypothetical protein
VOG06658	4	4	Xu	REFSEQ AAA family ATPase
VOG06659	5	5	Xu	REFSEQ hypothetical protein
VOG06660	4	4	Xu	REFSEQ hypothetical protein
VOG06661	18	17	Xu	REFSEQ hypothetical protein
VOG06662	4	4	Xu	REFSEQ hypothetical protein
VOG06663	7	7	Xu	REFSEQ Rnase E
VOG06664	8	6	Xu	REFSEQ hypothetical protein
VOG06665	14	14	Xu	REFSEQ hypothetical protein
VOG06666	4	4	Xu	REFSEQ hypothetical protein
VOG06667	8	8	Xu	REFSEQ hypothetical protein
VOG06668	3	3	Xu	REFSEQ hypothetical protein
VOG06669	3	3	Xu	REFSEQ hypothetical protein
VOG06670	45	45	Xu	REFSEQ hypothetical protein
VOG06671	15	15	Xu	REFSEQ hypothetical protein
VOG06672	4	4	Xu	REFSEQ hypothetical protein
VOG06673	16	16	Xu	REFSEQ hypothetical protein
VOG06674	9	9	Xu	REFSEQ hypothetical protein
VOG06675	20	19	Xu	REFSEQ hypothetical protein
VOG06676	15	15	Xu	REFSEQ hypothetical protein
VOG06677	14	14	Xu	REFSEQ hypothetical protein
VOG06678	12	12	Xu	REFSEQ endonuclease
VOG06679	6	6	Xu	REFSEQ hypothetical protein
VOG06680	5	5	Xu	REFSEQ hypothetical protein
VOG06681	9	8	Xu	REFSEQ hypothetical protein
VOG06682	14	14	Xu	REFSEQ hypothetical protein
VOG06683	43	43	Xu	REFSEQ hypothetical protein
VOG06684	6	6	Xu	REFSEQ hypothetical protein
