L1	L2	L3	L4	KO	Function	EC	Count
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	DiPEPtide transporter [mD:m00324]	K12369	dppB; dipeptide transport system permease protein		1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
20_Hydrolysis of polymers	Mannose			K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12991	rfbG; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12991	rfbG; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12991	rfbG; rhamnosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12991	rfbG; rhamnosyltransferase	2.4.1.-	1
20_Hydrolysis of polymers	Mannose			K12991	rfbG; rhamnosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K12991	rfbG; rhamnosyltransferase	2.4.1.-	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K13658	gumI; beta-1,4-mannosyltransferase	2.4.1.251	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13658	gumI; beta-1,4-mannosyltransferase	2.4.1.251	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K13658	gumI; beta-1,4-mannosyltransferase	2.4.1.251	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K13658	gumI; beta-1,4-mannosyltransferase	2.4.1.251	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K13658	gumI; beta-1,4-mannosyltransferase	2.4.1.251	1
20_Hydrolysis of polymers	Mannose			K13658	gumI; beta-1,4-mannosyltransferase	2.4.1.251	1
21_Cellular response to stress	Response to osmotic stress			K13658	gumI; beta-1,4-mannosyltransferase	2.4.1.251	1
14_Methanogenesis	From acetate			K13788	pta; phosphate acetyltransferase	2.3.1.8	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K13788	pta; phosphate acetyltransferase	2.3.1.8	1
12_Transporters	ABC transporters, prokaryotic type	PEPtide and nickel transporters	Microcin c transporter [mD:m00349]	K13896	yejF; microcin C transport system ATP-binding protein		1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
16_Embden Meyerhof-Parnos (EMP)	EMP modified pathway			K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2	1
