L1	L2	L3	KO	Function	EC	Count
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01878	glyQ; glycyl-tRNA synthetase alpha chain	6.1.1.14	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01879	glyS; glycyl-tRNA synthetase beta chain	6.1.1.14	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01879	glyS; glycyl-tRNA synthetase beta chain	6.1.1.14	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01879	glyS; glycyl-tRNA synthetase beta chain	6.1.1.14	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01881	PARS, proS; prolyl-tRNA synthetase	6.1.1.15	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01881	PARS, proS; prolyl-tRNA synthetase	6.1.1.15	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01881	PARS, proS; prolyl-tRNA synthetase	6.1.1.15	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01883	CARS, cysS; cysteinyl-tRNA synthetase	6.1.1.16	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01883	CARS, cysS; cysteinyl-tRNA synthetase	6.1.1.16	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01883	CARS, cysS; cysteinyl-tRNA synthetase	6.1.1.16	1
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01886	QARS, glnS; glutaminyl-tRNA synthetase	6.1.1.18	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01886	QARS, glnS; glutaminyl-tRNA synthetase	6.1.1.18	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01886	QARS, glnS; glutaminyl-tRNA synthetase	6.1.1.18	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01887	RARS, argS; arginyl-tRNA synthetase	6.1.1.19	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01887	RARS, argS; arginyl-tRNA synthetase	6.1.1.19	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01887	RARS, argS; arginyl-tRNA synthetase	6.1.1.19	1
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01887	RARS, argS; arginyl-tRNA synthetase	6.1.1.19	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01889	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01889	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01889	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01890	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain	6.1.1.20	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01890	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain	6.1.1.20	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01890	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain	6.1.1.20	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01892	HARS, hisS; histidyl-tRNA synthetase	6.1.1.21	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01892	HARS, hisS; histidyl-tRNA synthetase	6.1.1.21	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01892	HARS, hisS; histidyl-tRNA synthetase	6.1.1.21	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01894	gluQ; glutamyl-Q tRNA(Asp) synthetase	6.1.1.-	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01894	gluQ; glutamyl-Q tRNA(Asp) synthetase	6.1.1.-	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Cellular Processes	Cell growth and death	Ferroptosis [PATH:ko04216]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Organismal Systems	Endocrine system	Adipocytokine signaling pathway [PATH:ko04920]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Organismal Systems	Environmental adaptation	Thermogenesis [PATH:ko04714]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01897	ACSL, fadD; long-chain acyl-CoA synthetase	6.2.1.3	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01899	LSC1; succinyl-CoA synthetase alpha subunit	6.2.1.4 6.2.1.5	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01899	LSC1; succinyl-CoA synthetase alpha subunit	6.2.1.4 6.2.1.5	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01903	sucC; succinyl-CoA synthetase beta subunit	6.2.1.5	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01903	sucC; succinyl-CoA synthetase beta subunit	6.2.1.5	1
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01903	sucC; succinyl-CoA synthetase beta subunit	6.2.1.5	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01903	sucC; succinyl-CoA synthetase beta subunit	6.2.1.5	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01908	ACSS3, prpE; propionyl-CoA synthetase	6.2.1.17	1
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K01908	ACSS3, prpE; propionyl-CoA synthetase	6.2.1.17	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Organismal Systems	Nervous system	Glutamatergic synapse [PATH:ko04724]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Organismal Systems	Nervous system	GABAergic synapse [PATH:ko04727]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01915	glnA, GLUL; glutamine synthetase	6.3.1.2	1
Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K01918	panC; pantoate--beta-alanine ligase	6.3.2.1	1
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01918	panC; pantoate--beta-alanine ligase	6.3.2.1	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01919	gshA; glutamate--cysteine ligase	6.3.2.2	1
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K01919	gshA; glutamate--cysteine ligase	6.3.2.2	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01920	gshB; glutathione synthase	6.3.2.3	1
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K01920	gshB; glutathione synthase	6.3.2.3	1
Metabolism	Metabolism of other amino acids	D-Alanine metabolism [PATH:ko00473]	K01921	ddl; D-alanine-D-alanine ligase	6.3.2.4	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01921	ddl; D-alanine-D-alanine ligase	6.3.2.4	1
Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K01921	ddl; D-alanine-D-alanine ligase	6.3.2.4	1
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01921	ddl; D-alanine-D-alanine ligase	6.3.2.4	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase	6.3.2.6	1
Metabolism	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01924	murC; UDP-N-acetylmuramate--alanine ligase	6.3.2.8	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01924	murC; UDP-N-acetylmuramate--alanine ligase	6.3.2.8	1
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01924	murC; UDP-N-acetylmuramate--alanine ligase	6.3.2.8	1
Metabolism	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	1
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	1
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	1
Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	1
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K01934	MTHFS; 5-formyltetrahydrofolate cyclo-ligase	6.3.3.2	1
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K01935	bioD; dethiobiotin synthetase	6.3.3.3	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01937	pyrG, CTPS; CTP synthase	6.3.4.2	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01939	purA, ADSS; adenylosuccinate synthase	6.3.4.4	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01939	purA, ADSS; adenylosuccinate synthase	6.3.4.4	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01940	argG, ASS1; argininosuccinate synthase	6.3.4.5	1
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01940	argG, ASS1; argininosuccinate synthase	6.3.4.5	1
Human Diseases	Cardiovascular disease	Fluid shear stress and atherosclerosis [PATH:ko05418]	K01940	argG, ASS1; argininosuccinate synthase	6.3.4.5	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01940	argG, ASS1; argininosuccinate synthase	6.3.4.5	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01945	purD; phosphoribosylamine---glycine ligase	6.3.4.13	1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K01950	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing)	6.3.5.1	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	6.3.5.2	1
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	6.3.5.2	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	6.3.5.2	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01952	PFAS, purL; phosphoribosylformylglycinamidine synthase	6.3.5.3	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	6.3.5.4	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	6.3.5.4	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	6.3.5.5	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	6.3.5.5	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01959	pycA; pyruvate carboxylase subunit A	6.4.1.1	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01959	pycA; pyruvate carboxylase subunit A	6.4.1.1	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01959	pycA; pyruvate carboxylase subunit A	6.4.1.1	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01960	pycB; pyruvate carboxylase subunit B	6.4.1.1	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01960	pycB; pyruvate carboxylase subunit B	6.4.1.1	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01960	pycB; pyruvate carboxylase subunit B	6.4.1.1	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha	6.4.1.2 2.1.3.15	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha	6.4.1.2 2.1.3.15	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha	6.4.1.2 2.1.3.15	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha	6.4.1.2 2.1.3.15	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01968	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit	6.4.1.4	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit	6.4.1.4	1
Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)	6.5.1.2	1
Genetic Information Processing	Replication and repair	Base excision repair [PATH:ko03410]	K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)	6.5.1.2	1
Genetic Information Processing	Replication and repair	Nucleotide excision repair [PATH:ko03420]	K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)	6.5.1.2	1
Genetic Information Processing	Replication and repair	Mismatch repair [PATH:ko03430]	K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)	6.5.1.2	1
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)	6.5.1.2	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)	6.5.1.2	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01975	thpR; RNA 2',3'-cyclic 3'-phosphodiesterase	3.1.4.58	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein		1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01991	wza, gfcE; polysaccharide biosynthesis/export protein		1
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K01991	wza, gfcE; polysaccharide biosynthesis/export protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01991	wza, gfcE; polysaccharide biosynthesis/export protein		1
Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Structural proteins	K01993	ABC-2.TX; HlyD family secretion protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01995	livG; branched-chain amino acid transport system ATP-binding protein		1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01995	livG; branched-chain amino acid transport system ATP-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01995	livG; branched-chain amino acid transport system ATP-binding protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01996	livF; branched-chain amino acid transport system ATP-binding protein		1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01996	livF; branched-chain amino acid transport system ATP-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01996	livF; branched-chain amino acid transport system ATP-binding protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01997	livH; branched-chain amino acid transport system permease protein		1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01997	livH; branched-chain amino acid transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01997	livH; branched-chain amino acid transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01998	livM; branched-chain amino acid transport system permease protein		1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01998	livM; branched-chain amino acid transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01998	livM; branched-chain amino acid transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01999	livK; branched-chain amino acid transport system substrate-binding protein		1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01999	livK; branched-chain amino acid transport system substrate-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01999	livK; branched-chain amino acid transport system substrate-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02004	ABC.CD.P; putative ABC transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02010	afuC, fbpC; iron(III) transport system ATP-binding protein	7.2.2.7	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02010	afuC, fbpC; iron(III) transport system ATP-binding protein	7.2.2.7	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02011	afuB, fbpB; iron(III) transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02011	afuB, fbpB; iron(III) transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02012	afuA, fbpA; iron(III) transport system substrate-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02012	afuA, fbpA; iron(III) transport system substrate-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein	7.2.2.-	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02014	TC.FEV.OM; iron complex outermembrane recepter protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02015	ABC.FEV.P; iron complex transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02017	modC; molybdate transport system ATP-binding protein	7.3.2.5	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02017	modC; molybdate transport system ATP-binding protein	7.3.2.5	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02018	modB; molybdate transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02018	modB; molybdate transport system permease protein		1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K02019	modE; molybdate transport system regulatory protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02020	modA; molybdate transport system substrate-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02020	modA; molybdate transport system substrate-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02024	lamB; maltoporin		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein	7.4.2.1	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02029	ABC.PA.P; polar amino acid transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein		1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K02032	ddpF; peptide/nickel transport system ATP-binding protein		1
