ID	GIC31_complete	JQGI01_HUD	RW2_complete	S17	SH31	gsA_SM152B	gsB_3841	gsC_SM41	gsD_SM51	gsE_BIHB1217
K02761	1	1	1	1	1	0	0	0	0	0
K02768	1	0	1	0	0	0	0	0	0	0
K02770	1	1	1	1	1	0	0	0	0	0
K02773	1	1	1	1	1	0	0	0	0	0
K02775	0	1	0	0	0	0	0	0	0	0
K02777	1	1	1	1	1	0	0	0	0	0
K02784	1	1	1	1	1	1	1	1	1	1
K02786	1	1	1	1	1	0	0	0	0	0
K02791	1	1	1	0	1	0	0	0	0	0
K02793	0	0	0	0	0	1	1	1	1	1
K02798	1	1	1	0	1	0	0	0	0	0
K02800	1	1	1	0	1	0	0	0	0	0
K02804	1	1	1	1	1	0	0	0	0	0
K02806	0	1	0	0	0	1	1	1	1	1
K02810	1	1	1	1	1	0	0	0	0	0
K02819	1	1	1	1	1	0	0	0	0	0
K02821	0	1	0	0	0	0	0	0	0	0
K02822	0	1	1	0	0	0	0	0	0	0
K02825	1	1	1	1	1	0	0	0	0	0
K02848	0	1	0	0	0	0	0	0	0	0
K02852	0	1	0	0	0	0	0	0	0	0
K03040	1	1	1	1	1	1	1	1	1	1
K03043	1	1	1	1	1	0	0	0	0	0
K03046	1	1	1	1	1	1	1	1	1	1
K03048	1	1	1	1	1	0	0	0	0	0
K03060	1	1	1	1	1	1	1	1	1	1
K03077	0	0	1	0	1	0	0	0	0	0
K03148	1	1	1	1	0	0	0	0	0	0
K03179	0	0	0	0	0	1	1	1	1	1
K03183	1	1	1	1	1	1	1	1	1	1
K03185	0	0	0	0	0	1	1	1	1	1
K03215	1	1	1	1	1	1	1	1	1	1
K03216	1	1	1	1	1	1	1	1	1	1
K03218	1	1	1	1	1	1	1	1	1	1
K03269	0	0	0	0	0	1	1	1	1	1
K03273	0	0	0	0	0	0	0	1	0	0
K03276	0	0	0	0	0	1	1	1	1	1
K03279	0	0	0	1	0	1	1	1	1	1
K03291	0	0	0	0	0	1	1	1	1	1
K03331	0	0	0	0	0	1	1	1	1	1
K03332	0	0	0	0	0	0	0	1	0	0
K03337	0	1	0	0	0	1	1	1	1	1
K03340	0	1	0	0	0	0	0	0	0	0
K03366	0	0	0	0	0	1	1	1	1	1
K03381	0	0	0	0	0	0	0	0	0	1
K03392	0	0	0	0	0	0	0	0	1	0
K03396	0	0	0	0	0	1	1	1	1	1
K03407	1	1	1	1	1	1	1	1	1	1
K03424	1	1	1	1	1	1	1	1	1	1
K03431	1	1	1	1	1	1	1	1	1	1
K03438	1	1	1	1	1	1	1	1	1	1
K03445	0	0	0	0	0	1	1	1	1	1
K03446	0	1	0	0	1	1	1	1	1	1
K03449	0	1	0	0	0	1	1	1	1	1
K03465	0	0	0	0	0	0	0	0	0	1
K03475	0	1	1	0	0	0	0	0	0	0
K03500	1	1	1	1	1	1	1	1	1	1
K03518	0	1	0	0	0	0	1	0	0	1
K03519	0	0	0	0	0	0	1	0	0	1
K03520	0	0	0	0	0	0	0	0	0	1
K03564	1	1	1	1	1	1	1	1	1	1
K03574	1	1	1	1	1	1	1	1	1	1
K03575	1	1	1	1	1	1	1	1	1	1
K03579	0	1	0	0	0	1	1	1	1	1
K03587	0	0	0	0	0	1	1	1	1	1
K03648	1	1	1	1	1	1	1	1	1	1
K03649	0	0	0	0	0	1	1	1	1	1
K03652	1	1	1	1	1	1	1	1	1	1
K03732	0	1	0	0	0	0	0	0	0	0
K03762	0	0	0	0	0	1	1	1	1	1
K03763	1	1	1	1	1	0	0	0	0	0
K03768	1	1	1	1	1	1	1	1	1	1
K03769	0	0	0	0	0	1	1	1	1	1
K03770	0	0	0	0	0	1	1	1	1	1
K03771	0	0	0	0	0	1	1	1	1	1
K03781	1	1	1	1	1	1	1	1	1	1
K03782	0	0	0	0	0	1	1	1	1	1
K03783	1	1	1	1	1	1	1	1	1	1
K03784	1	1	1	1	1	0	0	0	0	0
K03786	0	1	0	1	1	1	1	1	1	1
K03787	0	1	0	0	0	1	1	1	1	1
K03814	0	0	0	0	0	1	1	1	1	1
K03816	1	1	1	1	1	0	0	0	0	0
K03817	1	1	1	1	1	0	0	0	0	0
K03818	1	0	0	1	0	0	0	0	0	0
K03820	0	0	0	0	0	1	1	1	1	1
K03821	0	0	0	0	0	1	1	1	1	1
K03824	1	0	0	0	0	1	1	1	1	1
K03825	1	0	0	0	0	1	1	1	1	1
K03826	1	1	1	0	0	1	1	1	1	1
K03828	1	1	1	0	0	1	1	1	1	1
K03829	0	0	1	0	0	1	1	1	1	1
K03830	0	0	0	0	0	0	1	1	1	1
K03841	0	1	0	0	0	0	0	0	0	0
K03885	1	1	1	1	1	1	1	1	1	1
K03928	1	1	1	1	1	0	1	1	0	0
K03934	0	0	0	0	0	1	1	1	1	1
K03935	0	0	0	0	0	1	1	1	1	1
K03936	0	0	0	0	0	1	1	1	1	1
K03937	0	0	0	0	0	1	1	1	1	1
K03940	0	0	0	0	0	1	1	1	1	1
K03941	0	0	0	0	0	1	1	1	1	1
K03942	0	0	0	0	0	1	1	1	1	1
K03953	0	0	0	0	0	1	1	1	1	1
K03981	0	0	0	1	0	1	1	1	1	1
K04015	0	1	0	0	0	0	0	0	0	0
K04042	1	1	1	1	1	1	1	1	1	1
K04072	1	1	1	1	1	0	0	0	0	0
K04092	0	0	0	0	0	1	1	1	1	1
K04097	0	0	0	0	0	1	1	1	1	1
K04098	0	0	0	0	0	1	1	1	1	1
K04102	0	0	0	0	0	1	0	1	1	1
K04103	0	1	0	0	0	0	0	1	0	1
K04110	0	0	0	0	0	0	0	1	1	0
K04486	1	1	1	1	1	0	0	0	0	0
K04487	1	1	1	1	1	1	1	1	1	1
K04518	0	0	0	0	0	1	1	1	1	1
K04564	1	1	1	1	1	1	1	1	1	1
K04565	0	0	0	0	0	1	1	1	1	1
K04757	1	1	1	1	1	0	0	0	0	0
K04765	0	0	0	0	0	1	1	1	1	1
K04766	1	1	1	1	1	0	0	0	0	0
K05301	0	0	0	0	0	1	1	1	1	1
K05343	0	0	0	0	0	1	1	1	1	1
K05349	1	1	1	1	1	1	1	1	1	1
K05350	1	1	1	1	1	1	1	1	1	1
K05351	0	0	0	0	0	1	1	1	1	1
K05358	0	0	0	0	0	1	1	1	1	1
K05366	1	1	1	1	1	1	1	1	1	1
K05367	0	1	0	0	0	1	1	1	1	1
K05548	0	0	0	0	0	1	1	1	1	1
K05549	0	0	0	0	0	0	0	0	0	1
K05550	0	0	0	0	0	0	0	0	0	1
K05592	1	1	1	1	1	1	1	1	1	1
K05593	1	1	1	1	1	0	0	0	0	0
K05603	0	0	0	0	0	1	1	1	1	1
K05605	0	0	0	0	0	1	1	1	1	1
K05606	1	1	1	1	1	1	1	1	1	1
K05710	0	1	0	0	0	1	1	1	1	1
K05711	1	0	0	0	0	0	0	0	0	0
K05712	1	1	1	1	1	1	1	1	1	1
K05714	1	1	1	1	1	1	1	1	1	1
K05715	0	0	0	0	0	0	0	1	1	0
K05777	1	1	1	1	1	0	0	0	0	0
K05780	0	0	0	0	0	1	1	1	1	1
K05781	0	0	0	0	0	1	1	1	1	1
K05813	1	1	1	0	0	1	1	1	1	1
K05814	1	1	1	0	0	1	1	1	1	1
K05815	1	1	1	0	0	1	1	1	1	1
K05820	1	1	1	1	1	1	1	1	1	1
K05822	1	1	1	1	1	0	0	0	0	0
K05823	1	1	1	1	1	0	0	0	0	0
K05825	0	0	0	0	0	1	1	1	1	1
K05832	0	0	0	0	0	1	1	1	1	1
K05833	0	0	0	0	0	1	1	1	1	1
K05841	0	0	0	0	0	0	1	0	0	0
K05845	1	0	1	1	0	1	1	1	1	1
K05846	1	1	1	1	1	1	1	1	1	1
K05847	1	1	1	1	1	1	1	1	1	1
K05851	0	1	0	0	0	0	0	0	0	0
K05878	1	1	1	1	1	1	1	1	1	1
K05879	1	1	1	1	1	1	1	1	1	1
K05881	1	1	1	1	1	1	1	1	1	1
K05884	0	0	0	0	0	1	1	1	1	1
K05972	0	0	0	0	0	1	1	1	1	1
K05989	0	0	0	0	0	1	1	1	1	1
K06023	1	1	1	1	1	1	1	1	1	1
K06044	0	0	0	0	0	1	1	1	1	1
K06117	1	1	1	1	1	1	1	1	1	1
K06125	0	0	0	0	0	1	1	1	1	1
K06127	0	0	0	0	0	1	1	1	1	1
K06134	0	0	0	0	0	0	0	0	0	1
K06153	1	1	1	1	1	1	1	1	1	1
K06281	0	1	0	0	0	0	0	0	0	0
K06607	0	1	0	1	1	1	1	1	1	1
K06720	0	0	0	0	0	1	1	1	1	1
K06861	0	1	0	0	0	1	1	1	1	1
K06901	1	1	1	1	1	0	0	0	0	0
K06902	0	0	0	0	0	1	1	1	1	1
K06912	0	0	0	0	0	0	0	1	0	0
K06941	1	1	1	1	1	1	1	1	1	1
K06949	1	1	1	1	1	1	1	1	1	1
K06968	0	1	0	0	0	0	0	0	0	0
K06969	0	0	0	0	0	1	1	1	1	1
K07091	0	0	0	0	0	1	1	1	1	1
K07094	1	1	1	1	1	0	0	0	0	0
K07127	0	0	0	0	0	1	1	0	1	0
K07173	1	1	1	1	1	0	0	0	0	0
K07250	0	0	0	0	0	1	1	1	1	1
K07258	1	1	1	1	1	1	1	1	1	1
K07260	1	1	1	1	1	0	0	0	0	1
K07272	0	0	0	0	0	0	0	0	0	1
K07304	0	0	0	0	0	1	1	1	1	1
K07305	0	0	0	0	0	1	1	1	1	1
K07313	1	1	1	1	1	1	1	1	1	1
K07402	0	0	0	0	0	1	1	1	1	1
K07406	0	0	0	0	0	1	1	1	1	1
K07407	0	1	1	1	0	0	0	0	0	0
K07432	0	0	0	0	0	0	1	0	0	0
K07441	0	0	0	0	0	1	1	1	1	1
K07444	1	1	1	1	1	0	0	0	0	0
K07451	1	1	1	1	1	1	1	1	1	1
K07452	0	0	0	0	0	1	0	1	0	1
K07511	0	1	0	0	0	1	1	1	1	1
K07516	1	1	1	1	1	0	0	0	0	0
K07533	1	1	1	1	1	0	0	0	0	0
K07535	0	0	0	0	0	1	1	1	1	1
K07552	0	1	0	0	0	1	1	1	1	1
K07559	0	0	0	0	0	1	1	1	1	1
K07636	1	1	1	1	1	1	1	1	1	1
K07637	0	0	0	0	0	1	1	1	1	1
K07638	0	1	0	0	0	1	1	1	1	1
K07640	0	1	0	0	0	1	1	1	1	1
K07641	0	0	0	0	0	1	0	0	1	0
K07642	1	1	1	1	1	1	1	1	1	1
K07644	0	0	0	0	0	1	1	1	1	1
K07645	0	1	0	0	0	1	1	1	1	1
K07646	0	1	0	0	0	1	1	1	1	1
K07649	0	0	0	0	0	1	1	1	1	1
K07650	1	1	1	1	1	0	1	0	1	0
K07651	1	1	1	1	1	0	0	0	0	0
K07652	1	1	1	1	1	1	1	1	1	1
K07675	0	0	0	0	0	1	0	1	0	0
K07677	0	1	0	0	0	0	0	0	0	0
K07678	0	0	0	0	0	0	0	0	1	1
K07679	0	0	0	0	0	1	1	1	0	0
K07697	0	0	0	0	0	1	0	0	0	0
K07698	0	0	0	0	0	0	0	1	1	0
K07708	0	1	0	0	0	1	1	1	1	1
K07709	0	0	0	0	0	1	1	1	1	1
K07716	0	0	0	0	0	1	1	1	1	1
K07718	1	1	1	1	1	1	1	1	1	1
K07777	1	1	1	1	1	0	0	0	0	0
K07778	0	0	0	1	0	0	0	0	0	0
K07785	0	0	0	1	0	0	0	0	0	0
K07816	1	1	1	1	1	0	1	0	0	0
K08138	0	1	0	0	0	0	0	0	0	0
K08151	1	1	0	1	1	1	1	1	1	1
K08152	1	1	1	1	1	0	0	0	0	0
K08153	1	1	1	1	1	1	1	1	1	1
K08159	0	1	0	0	0	0	0	0	0	0
K08161	1	1	1	1	1	1	1	1	1	1
K08162	1	1	1	1	1	0	0	0	0	0
K08163	0	1	0	0	0	0	0	0	0	0
K08164	0	0	1	0	0	0	0	0	0	0
K08166	1	1	1	1	1	1	1	1	1	1
K08167	0	1	0	0	0	0	0	0	0	0
K08169	0	0	0	0	0	0	0	1	1	1
K08172	0	0	0	0	0	1	1	1	1	1
K08173	0	0	0	0	0	0	0	1	0	0
K08174	1	1	1	0	0	1	1	1	1	1
K08177	0	1	0	1	1	1	1	1	1	1
K08178	0	0	0	0	0	1	1	1	1	1
K08191	0	1	0	0	0	0	0	0	0	0
K08194	0	0	0	1	1	0	0	1	1	1
K08217	1	1	1	1	1	1	1	1	1	1
K08219	0	0	0	0	0	1	1	1	1	1
K08221	1	1	1	0	0	1	1	1	1	1
K08223	0	0	0	0	0	1	1	1	1	1
K08224	0	0	0	0	0	1	1	1	1	1
K08225	0	0	0	0	0	1	1	1	1	1
K08254	0	0	0	1	0	0	0	0	0	0
K08265	0	1	1	1	0	0	0	0	0	0
K08281	1	1	1	1	1	1	1	1	1	1
K08282	0	0	0	0	0	1	1	1	0	1
K08296	0	0	0	0	0	1	1	1	1	1
K08299	0	0	0	0	0	1	1	1	1	1
K08302	0	1	0	0	0	0	0	0	0	0
K08311	0	0	0	0	0	1	1	1	1	1
K08313	0	0	0	1	0	0	0	0	0	0
K08314	1	1	1	0	1	0	0	0	0	0
K08317	1	1	1	1	1	0	0	0	0	0
K08319	0	0	0	0	0	1	1	1	1	1
K08320	1	0	1	0	0	1	1	1	1	1
K08348	0	1	0	0	0	0	0	0	0	0
K08369	0	0	0	0	0	1	1	1	1	1
K08483	1	1	1	1	1	1	1	1	1	1
K08484	0	0	0	0	0	1	1	1	1	1
K08678	0	0	0	0	0	1	1	1	1	1
K08679	1	1	1	1	1	1	1	1	1	1
K08683	0	0	0	0	0	1	1	1	1	1
K08693	0	1	0	0	0	0	0	0	0	0
K08722	1	1	1	1	1	0	0	0	0	0
K08723	1	1	1	1	1	0	1	0	0	0
K08884	0	0	0	0	0	1	0	0	1	0
K08963	1	1	1	1	1	0	0	0	0	0
K08964	1	1	1	1	1	0	0	0	0	0
K08965	1	1	1	1	1	0	0	0	0	0
K08966	1	1	1	1	1	0	0	0	0	0
K08967	1	1	1	1	1	0	0	0	0	0
K08968	1	1	1	1	1	0	0	0	0	0
K08969	1	1	1	1	1	0	0	0	0	0
K09001	0	0	0	0	0	1	1	1	1	1
K09013	1	1	1	1	1	1	1	1	1	1
K09470	0	0	0	0	0	1	1	1	1	1
K09471	1	1	1	1	1	1	1	1	1	1
K09472	0	0	0	0	0	1	1	1	1	1
K09666	0	0	0	0	0	0	0	1	0	0
K09667	1	1	1	1	1	1	1	1	1	1
K09690	0	0	0	0	0	1	0	1	1	0
K09691	0	0	0	0	0	1	0	1	1	1
K09692	1	1	1	1	1	0	0	0	0	0
K09693	1	1	1	1	1	0	0	0	0	0
K09694	0	0	0	0	0	1	1	1	1	1
K09695	0	0	0	0	0	1	1	1	1	1
K09696	1	0	0	0	0	0	0	0	0	0
K09699	0	0	0	0	0	1	1	1	1	1
K09761	1	1	1	1	1	1	1	1	1	1
K09808	1	1	1	1	1	1	1	1	1	1
K09810	1	0	1	1	1	1	1	1	1	1
K09811	1	1	1	1	1	1	1	1	1	1
K09812	1	1	1	1	1	1	1	1	1	1
K09813	1	1	1	1	1	0	0	0	0	0
K09815	1	1	1	1	1	1	1	1	1	1
K09816	1	1	1	1	1	1	1	1	1	1
K09817	1	1	1	1	1	1	1	1	1	1
K09903	1	1	1	1	1	1	1	1	1	1
K09969	0	0	0	0	0	1	1	1	1	1
K09970	0	0	0	0	0	1	1	1	1	1
K09971	0	0	0	0	0	1	1	1	1	1
K09972	0	0	0	0	0	1	1	1	1	1
K09994	1	1	1	1	1	1	1	1	1	1
K10001	0	0	0	0	0	0	0	1	0	1
K10002	0	1	0	0	0	0	0	0	0	0
K10003	0	1	0	0	0	0	0	0	0	0
K10009	1	1	1	1	1	1	1	1	1	1
K10010	0	0	0	0	0	1	1	1	1	1
K10018	0	0	0	0	0	1	1	1	1	1
K10019	0	0	0	0	0	1	1	1	1	1
K10020	0	0	0	0	0	1	1	1	1	1
K10021	0	0	0	0	0	1	1	1	1	1
K10022	0	0	0	0	0	1	1	1	1	1
K10023	0	0	0	0	0	1	1	1	1	1
K10036	0	0	0	0	0	0	0	0	0	1
K10037	0	0	0	0	0	0	0	0	0	1
K10039	0	0	0	0	0	1	1	1	1	1
K10111	0	0	0	0	0	1	1	1	1	1
K10112	1	1	1	1	1	1	1	1	1	1
K10117	0	1	1	1	0	1	1	1	1	1
K10118	0	1	1	1	0	1	1	1	1	1
K10119	0	1	1	1	0	1	1	1	1	1
K10120	0	0	0	0	0	1	1	1	1	1
K10125	0	0	0	0	0	1	1	1	1	1
K10188	0	0	0	0	0	1	1	1	1	1
K10189	0	0	0	0	0	1	1	1	1	1
K10190	0	0	0	0	0	1	1	1	1	1
K10191	0	0	0	0	0	1	1	1	1	1
K10192	0	0	0	0	0	1	1	1	1	1
K10193	0	0	0	0	0	1	1	1	1	1
K10208	1	1	1	1	1	0	0	0	0	0
K10213	0	0	0	0	0	1	1	1	1	1
K10227	0	0	0	0	0	1	1	1	1	1
K10228	0	0	0	0	0	1	1	1	1	1
K10229	0	0	0	0	0	1	1	1	1	1
K10231	0	1	0	1	1	0	0	0	0	0
K10232	0	0	0	0	0	1	1	1	1	1
K10233	0	0	0	0	0	1	1	1	1	1
K10234	0	0	0	0	0	1	1	1	1	1
K10235	0	0	0	0	0	1	1	1	1	1
K10236	0	0	0	0	0	1	1	1	1	1
K10237	0	0	0	0	0	1	1	1	1	1
K10238	0	0	0	0	0	0	1	0	1	0
K10240	1	1	1	1	1	0	0	0	0	0
K10241	1	1	1	1	1	0	0	0	0	0
K10242	1	1	1	1	1	0	0	0	0	0
K10439	1	1	1	0	0	1	1	1	1	1
K10440	1	1	1	0	0	1	1	1	1	1
K10441	1	1	1	0	0	1	1	1	1	1
K10535	0	0	0	0	0	1	0	0	0	0
K10537	0	0	0	0	0	1	1	1	1	1
K10538	0	0	0	0	0	1	1	1	1	1
K10539	0	0	0	0	0	1	1	1	1	1
K10543	0	0	0	0	0	1	1	1	1	1
K10544	0	0	0	0	0	1	1	1	1	1
K10545	0	0	0	0	0	1	1	1	1	1
K10546	0	0	0	0	0	1	1	1	1	1
K10547	0	0	0	0	0	1	1	1	1	1
K10548	0	0	0	0	0	1	1	1	1	1
K10552	0	0	0	0	0	1	1	1	1	1
K10553	0	0	0	0	0	1	1	1	1	1
K10554	0	0	0	0	0	1	1	1	1	1
K10559	0	0	0	0	0	1	1	1	1	1
K10560	0	0	0	0	0	1	1	1	1	1
K10561	0	0	0	0	0	1	1	1	1	1
K10562	0	0	0	0	0	1	1	1	1	1
K10563	1	1	1	1	1	1	1	1	1	1
K10676	0	0	0	0	0	0	1	1	0	1
K10677	0	0	0	0	0	1	0	1	1	0
K10718	1	0	1	1	0	0	0	0	0	0
K10764	0	0	0	0	0	1	1	1	1	1
K10773	1	1	1	1	1	0	1	1	1	1
K10778	0	0	0	0	0	1	1	1	1	1
K10804	1	1	1	1	1	1	1	1	1	1
K10907	1	1	1	1	1	1	1	1	1	1
K11065	1	1	1	1	1	0	0	0	0	0
K11066	0	1	0	0	0	1	1	1	1	1
K11069	1	1	1	1	1	0	0	1	1	1
K11070	1	1	1	1	1	1	1	1	1	1
K11071	1	1	1	1	1	1	1	1	1	1
K11072	1	1	1	1	1	0	1	1	0	1
K11073	0	0	0	0	0	1	1	1	1	1
K11074	0	0	0	0	0	1	1	1	1	1
K11075	0	0	0	0	0	1	1	1	1	1
K11076	0	0	0	0	0	1	1	1	1	1
K11077	0	0	0	0	0	1	0	0	1	1
K11078	0	0	0	0	0	1	0	0	1	1
K11079	0	0	0	0	0	1	0	0	1	1
K11080	0	0	0	0	0	1	0	0	1	1
K11081	0	1	0	0	0	0	0	0	0	0
K11082	0	1	0	0	0	0	0	0	0	0
K11083	0	1	0	0	0	0	0	0	0	0
K11084	0	1	0	0	0	0	0	0	0	0
K11150	0	0	0	0	0	0	0	1	1	1
K11153	0	0	0	0	0	1	1	1	1	1
K11162	0	0	0	0	0	0	1	1	1	1
K11163	0	0	1	0	0	1	1	1	1	1
K11175	1	1	1	1	1	0	1	1	1	0
K11177	0	0	0	0	0	1	1	1	1	0
K11178	0	0	0	0	0	1	1	1	1	0
K11183	0	1	0	0	0	0	0	0	0	0
K11210	1	1	1	0	0	0	0	0	0	0
K11211	0	1	0	0	0	0	0	0	0	0
K11265	0	0	0	0	0	0	0	0	0	1
K11352	0	0	0	0	0	1	1	1	1	1
K11354	0	0	0	0	0	1	1	1	1	1
K11357	0	0	0	0	0	1	1	1	1	1
K11381	0	0	0	0	0	0	1	0	0	1
K11383	1	1	1	1	1	1	1	1	1	1
K11407	0	0	0	0	0	1	1	1	1	1
K11438	0	0	0	0	0	1	0	0	0	0
K11527	0	0	0	1	0	1	0	0	0	0
K11529	0	0	0	0	0	1	1	1	1	1
K11604	0	1	0	0	0	1	1	0	0	0
K11605	0	0	0	0	0	1	1	0	0	0
K11606	0	0	0	0	0	1	1	0	0	0
K11607	0	0	0	0	0	1	1	0	0	0
K11617	1	1	1	1	1	0	0	0	0	0
K11631	0	1	1	1	1	0	0	0	0	0
K11632	0	1	1	1	1	0	1	0	0	1
K11645	0	0	0	0	0	1	1	1	1	1
K11693	1	1	1	1	1	0	0	0	0	0
K11711	0	0	0	0	0	0	1	1	1	1
K11720	1	1	0	0	0	1	1	1	1	1
K11751	1	1	1	1	1	1	0	0	0	0
K11755	1	1	1	0	1	0	0	0	0	0
K11788	0	0	0	0	0	1	1	1	1	1
K11927	0	0	0	0	0	1	1	1	1	1
K11938	0	1	0	0	0	0	0	0	0	0
K11959	0	0	0	0	0	1	1	1	1	1
K11960	0	0	0	0	0	1	1	1	1	1
K11961	0	0	0	0	0	1	1	1	1	1
K11962	0	0	0	0	0	1	1	1	1	1
K11963	0	0	0	0	0	1	1	1	1	1
K12132	1	1	1	1	1	0	0	1	0	0
K12152	0	0	0	0	1	0	0	0	0	0
K12235	0	0	0	0	0	0	0	0	0	1
K12251	0	1	0	0	0	0	1	0	0	1
K12253	0	1	0	0	0	0	0	0	0	0
K12255	0	0	0	0	0	0	1	0	0	0
K12256	0	0	0	0	0	1	1	1	1	1
K12267	1	1	1	1	1	0	0	0	0	0
K12308	0	1	1	1	1	1	1	1	1	1
K12368	0	0	0	0	0	1	1	1	1	1
K12369	0	0	0	0	0	1	1	1	1	1
K12370	0	0	0	0	0	1	1	1	1	1
K12371	0	0	0	0	0	1	1	1	1	1
K12372	0	0	0	0	0	1	1	1	1	1
K12373	0	0	0	0	0	1	1	1	1	1
K12524	0	1	0	0	0	0	0	0	0	0
K12525	0	1	0	0	0	0	0	0	0	0
K12583	0	0	0	0	0	1	1	1	1	1
K12658	0	0	0	0	0	0	1	1	1	1
K12944	1	1	1	1	1	1	1	1	0	0
K12945	0	0	0	0	0	1	1	1	1	1
K12972	1	1	1	0	0	1	1	1	1	1
K12974	0	1	0	0	0	0	0	0	0	0
K12978	0	0	0	0	0	1	1	1	1	1
K12987	0	0	0	0	0	0	1	1	0	0
K12988	0	1	1	0	0	1	0	0	0	1
K12989	0	0	0	0	0	1	1	1	1	1
K12990	0	0	0	0	0	0	0	0	0	1
K12997	0	0	0	0	0	0	0	0	1	1
K12998	0	0	0	1	1	0	0	0	0	0
K13002	0	0	0	0	0	0	1	1	0	0
K13004	0	0	1	0	0	0	0	0	0	0
K13015	0	0	0	0	0	1	1	1	1	1
K13017	0	0	0	0	0	1	1	1	1	1
K13018	0	0	0	0	0	1	1	1	1	1
K13020	0	0	0	0	0	1	1	1	1	1
K13021	0	1	0	0	0	1	1	1	1	1
K13040	0	1	0	0	0	0	0	0	0	0
K13278	0	0	0	1	0	0	0	0	0	0
K13412	0	0	0	0	0	0	1	0	1	1
K13481	0	0	0	0	0	1	1	1	1	1
K13482	0	0	0	0	0	1	1	1	1	1
K13483	0	0	0	0	0	1	1	1	1	0
K13485	0	0	0	0	0	1	1	1	1	1
K13497	0	1	0	0	0	0	0	0	0	0
K13503	0	0	0	0	0	1	1	1	1	1
K13529	0	0	0	0	0	1	1	1	0	1
K13530	0	1	1	0	0	0	0	0	0	0
K13533	0	0	0	0	1	1	1	1	1	1
K13587	0	0	0	0	0	1	1	1	1	1
K13598	0	0	0	0	0	1	1	1	1	1
K13657	0	0	0	0	0	1	1	1	1	1
K13663	1	1	1	1	1	0	0	0	0	0
K13668	0	0	0	0	0	1	1	1	1	1
K13688	0	0	0	0	0	1	1	1	1	1
K13693	0	0	0	0	0	1	1	1	1	1
K13788	1	1	1	1	1	1	1	1	1	1
K13797	0	1	0	0	0	1	1	1	1	1
K13799	1	1	1	1	1	0	0	0	0	0
K13821	1	1	1	1	1	1	1	1	1	1
K13829	0	0	0	0	0	1	1	1	1	1
K13853	1	1	1	1	1	0	0	0	0	0
K13893	0	0	0	0	0	1	1	1	1	1
K13894	0	0	0	0	0	1	1	1	1	1
K13895	0	0	0	0	0	1	1	1	1	1
K13896	0	0	0	0	0	1	1	1	1	1
K13953	0	0	0	0	1	1	1	1	1	1
K14085	0	0	0	0	0	1	1	1	1	1
K14155	1	1	1	1	1	0	0	0	0	0
K14159	0	0	0	0	0	1	1	1	1	1
K14259	0	0	0	0	0	1	1	1	1	1
K14261	0	0	0	0	0	1	1	1	1	1
K14286	0	0	0	0	0	1	1	1	1	1
K14335	0	0	0	1	0	0	0	0	0	0
K14340	0	0	0	1	0	0	1	1	0	1
K14481	0	1	0	0	0	0	0	0	0	0
K14633	0	0	0	0	0	0	1	1	1	1
K14682	0	1	0	0	0	0	0	0	0	0
K14977	0	0	0	0	0	1	1	1	1	1
K15054	0	0	0	0	0	0	0	0	0	1
K15371	0	0	0	0	0	1	1	1	1	1
K15633	1	1	1	1	1	0	0	0	0	0
K15634	1	1	1	0	1	0	0	0	0	1
