	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_048668_NC_048668_315	NC_048668	NC_048668	315	247499	247846	-1	E											0
NC_048668_NC_048668_316	NC_048668	NC_048668	316	247886	250216	1	D										RNA polymerase Rpb2, domain 6 [PF00562.31]	0
NC_048668_NC_048668_317	NC_048668	NC_048668	317	250213	251652	1	E											0
NC_048668_NC_048668_318	NC_048668	NC_048668	318	251612	252205	1	E											0
NC_048668_NC_048668_319	NC_048668	NC_048668	319	252323	253222	1	E											0
NC_048668_NC_048668_320	NC_048668	NC_048668	320	253227	254885	1	D			MER0295514	N09	MER0295514 - family N9 unassigned peptide lyases () [N09.UPW]#N09#{peptidase unit: 35-374}~source YP_224270~	False	0.283	69.0	1.302e-10	Homing endonuclease [PF05204.17]; LAGLIDADG-like domain [PF14528.9]	0
NC_048668_NC_048668_321	NC_048668	NC_048668	321	254938	255369	1	E											0
NC_048668_NC_048668_322	NC_048668	NC_048668	322	255371	255862	1	E											0
NC_048668_NC_048668_323	NC_048668	NC_048668	323	255825	256280	1	D										Macro domain [PF01661.24]	0
NC_048668_NC_048668_324	NC_048668	NC_048668	324	256438	257400	1	E											0
NC_048668_NC_048668_325	NC_048668	NC_048668	325	257418	257747	1	E											0
NC_048668_NC_048668_326	NC_048668	NC_048668	326	257692	258000	1	E											0
NC_048668_NC_048668_327	NC_048668	NC_048668	327	258067	258624	1	E											0
NC_048668_NC_048668_328	NC_048668	NC_048668	328	258926	259468	1	E											0
NC_048668_NC_048668_329	NC_048668	NC_048668	329	259468	259728	1	E											0
NC_048668_NC_048668_330	NC_048668	NC_048668	330	259740	260312	1	E											0
NC_048668_NC_048668_331	NC_048668	NC_048668	331	260331	260612	1	E											0
NC_048668_NC_048668_332	NC_048668	NC_048668	332	260689	261480	1	E											0
NC_048668_NC_048668_333	NC_048668	NC_048668	333	261545	262138	1	E											0
NC_048668_NC_048668_334	NC_048668	NC_048668	334	262365	262880	1	E											0
NC_048668_NC_048668_335	NC_048668	NC_048668	335	262898	263188	1	E											0
NC_048668_NC_048668_336	NC_048668	NC_048668	336	263188	263442	1	E											0
NC_048668_NC_048668_337	NC_048668	NC_048668	337	263584	264480	1	E											0
NC_048668_NC_048668_338	NC_048668	NC_048668	338	264477	264731	1	E											0
NC_048668_NC_048668_339	NC_048668	NC_048668	339	264800	264919	1	E											0
NC_048668_NC_048668_340	NC_048668	NC_048668	340	266050	266292	1	E											0
NC_048668_NC_048668_341	NC_048668	NC_048668	341	266895	267044	1	E											0
NC_048668_NC_048668_342	NC_048668	NC_048668	342	267386	267586	1	E											0
NC_048668_NC_048668_343	NC_048668	NC_048668	343	267628	269406	-1	D										Type III restriction enzyme, res subunit [PF04851.18]; SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]	0
NC_048668_NC_048668_344	NC_048668	NC_048668	344	269657	270325	1	E											0
NC_048668_NC_048668_345	NC_048668	NC_048668	345	270336	270743	1	E											0
NC_048668_NC_048668_346	NC_048668	NC_048668	346	270801	271313	1	E											0
NC_048668_NC_048668_347	NC_048668	NC_048668	347	271300	271602	1	E											0
NC_048668_NC_048668_348	NC_048668	NC_048668	348	271602	272078	1	E											0
NC_048668_NC_048668_349	NC_048668	NC_048668	349	272150	272689	1	E											0
NC_048668_NC_048668_350	NC_048668	NC_048668	350	272827	273696	1	E											0
NC_048668_NC_048668_351	NC_048668	NC_048668	351	273816	274730	1	D										GIY-YIG catalytic domain [PF01541.27]	0
NC_048668_NC_048668_352	NC_048668	NC_048668	352	275240	276025	-1	E											0
