L1	L2	L3	L4	ID	Function	EC
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K00052	leuB, IMDH; 3-isopropylmalate dehydrogenase	1.1.1.85
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00053	ilvC; ketol-acid reductoisomerase	1.1.1.86
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00161	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00162	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit	1.2.4.1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00163	aceE; pyruvate dehydrogenase E1 component	1.2.4.1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00263	E1.4.1.9; leucine dehydrogenase	1.4.1.9
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	2.6.1.42
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00835	avtA; valine--pyruvate aminotransferase	2.6.1.66
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01649	leuA, IMS; 2-isopropylmalate synthase	2.3.3.13
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01653	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit	2.2.1.6
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01702	LEU1; 3-isopropylmalate dehydratase	4.2.1.33
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01703	leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01704	leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K09011	cimA; (R)-citramalate synthase	2.3.1.182
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K11258	ilvM; acetolactate synthase II small subunit	2.2.1.6
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K14260	alaA; alanine-synthesizing transaminase	2.6.1.66 2.6.1.2
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00003	hom; homoserine dehydrogenase	1.1.1.3
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00548	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase	2.1.1.13
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase	2.3.1.46 2.3.1.31
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00928	lysC; aspartate kinase	2.7.2.4
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K01739	metB; cystathionine gamma-synthase	2.5.1.48
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1	2.7.2.4 1.1.1.3
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K12526	lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase	4.1.1.20 2.7.2.4
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K14265	Tam1; tryptophan aminotransferase	2.6.1.27
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K01697	CBS; cystathionine beta-synthase	4.2.1.22
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K01681	ACO, acnA; aconitate hydratase	4.2.1.3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K01718		
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K14261	alaC; alanine-synthesizing transaminase	2.6.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K14286	AGXT2L1, ETNPPL; ethanolamine-phosphate phospho-lyase	4.2.3.2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K14287	ybdL; methionine transaminase	2.6.1.88
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K00811	ASP5; aspartate aminotransferase, chloroplastic	2.6.1.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K00812	aspB; aspartate aminotransferase	2.6.1.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K13553	btrB; neamine transaminase	2.6.1.93
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K01914	asnA; aspartate--ammonia ligase	6.3.1.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K01449	cwlJ, sleB; N-acetylmuramoyl-L-alanine amidase	3.5.1.28
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K12410	npdA; NAD-dependent deacetylase	2.3.1.286
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K11417	SIRT7, SIR2L7; NAD+-dependent protein deacetylase sirtuin 7	2.3.1.286
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	6.3.5.4
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K13551	btrD; 2'-N-acetylparomamine deacetylase	3.5.1.112
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K05821	ARO9; aromatic amino acid aminotransferase II	2.6.1.58 2.6.1.28
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K07259	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)	3.4.16.4 3.4.21.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase	3.4.17.14
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K01303	APEH; acylaminoacyl-peptidase	3.4.19.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K01833	TRYS; trypanothione synthetase/amidase	6.3.1.9 3.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3.5.1.108
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K04711	ACER3, YDC1; dihydroceramidase	3.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K05831	lysK, argE; [amino group carrier protein]-lysine/ornithine hydrolase	3.5.1.130 3.5.1.132
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K05848	YPC1; phytoceramidase	3.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K08281	pncA; nicotinamidase/pyrazinamidase	3.5.1.19 3.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K11121	SIR2; NAD+-dependent protein deacetylase SIR2	2.3.1.286
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K11411	SIRT1, SIR2L1; NAD+-dependent protein deacetylase sirtuin 1	2.3.1.286
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K11412	SIRT2, SIR2L2; NAD+-dependent protein deacetylase sirtuin 2	2.3.1.286
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K11413	SIRT3, SIR2L3; NAD+-dependent protein deacetylase sirtuin 3	2.3.1.286
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K11414	SIRT4, SIR2L4; NAD+-dependent protein deacetylase sirtuin 4	2.3.1.286
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K11415	SIRT5, SIR2L5; NAD+-dependent protein deacetylase sirtuin 5	2.3.1.286
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K07258	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)	3.4.16.4
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00813	aspC; aspartate aminotransferase	2.6.1.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00138	aldB; aldehyde dehydrogenase	1.2.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13533	kinE; two-component system, sporulation sensor kinase E	2.7.13.3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K11358	yhdR; aspartate aminotransferase	2.6.1.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K14454	GOT1; aspartate aminotransferase, cytoplasmic	2.6.1.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K08324	sad; succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K09472	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K11947	nidD; aldehyde dehydrogenase	1.2.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12254	kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13356	FAR; alcohol-forming fatty acyl-CoA reductase	1.2.1.84
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00931	proB; glutamate 5-kinase	2.7.2.11
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12657	ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase	2.7.2.11 1.2.1.41
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1	2.7.2.4 1.1.1.3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01584	adiA; arginine decarboxylase	4.1.1.19
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00291		
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00789	metK; S-adenosylmethionine synthetase	2.5.1.6
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10150	cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase	2.5.1.47 2.5.1.65 4.2.1.22
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00839	pucG; (S)-ureidoglycine---glyoxylate transaminase	2.6.1.112
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00841	patA; aminotransferase	2.6.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00842		
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K05825	LYSN; 2-aminoadipate transaminase	2.6.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K05830	lysJ, argD; LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase	2.6.1.118 2.6.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K08969	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase	2.6.1.117
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10907	K10907; aminotransferase	2.6.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12256	spuC; putrescine---pyruvate transaminase	2.6.1.113
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13017	wbpE, wlbC; UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase	2.6.1.98
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13547	btrR, neoB, kanB; L-glutamine:2-deoxy-scyllo-inosose/3-amino-2,3-dideoxy-scyllo-inosose aminotransferase	2.6.1.100 2.6.1.101
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00143	LYS2; L-2-aminoadipate reductase	1.2.1.95
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K03374	SIAT7D, ST6GalNAc IV; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D)	2.4.99.7
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K03371	SIAT8A; alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8A)	2.4.99.8
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K03370	SIAT9; lactosylceramide alpha-2,3-sialyltransferase (sialyltransferase 9)	2.4.99.9
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K02257	COX10, ctaB, cyoE; heme o synthase	2.5.1.141
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K02301	cyoE; protoheme IX farnesyltransferase	2.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K02523	ispB; octaprenyl-diphosphate synthase	2.5.1.90
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K03179	ubiA; 4-hydroxybenzoate polyprenyltransferase	2.5.1.39
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K06125	COQ2; 4-hydroxybenzoate polyprenyltransferase	2.5.1.39
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K07094	pcrB; heptaprenylglyceryl phosphate synthase	2.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10208	crtM; 4,4'-diapophytoene synthase	2.5.1.96
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10764	metZ; O-succinylhomoserine sulfhydrylase	2.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K11210	fosB; metallothiol transferase	2.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K11778	DHDDS, RER2, SRT1; ditrans,polycis-polyprenyl diphosphate synthase	2.5.1.87
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K11779	fbiC; FO synthase	2.5.1.147 4.3.1.32
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K11780	cofG; 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase	4.3.1.32
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K11781	cofH; 5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase	2.5.1.147
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12504	PDSS1; decaprenyl-diphosphate synthase subunit 1	2.5.1.91
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12505	PDSS2; decaprenyl-diphosphate synthase subunit 2	2.5.1.91
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13565	LEPGT; 4-hydroxybenzoate geranyltransferase	2.5.1.93
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13605	bchK; bacteriochlorophyll c synthase	2.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K14129	K14129; aromatic prenyltransferase	2.5.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00925	ackA; acetate kinase	2.7.2.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00003	hom; homoserine dehydrogenase	1.1.1.3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01712	hutU, UROC1; urocanate hydratase	4.2.1.49
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00211	TYR1; prephenate dehydrogenase (NADP+)	1.3.1.13
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00266	gltD; glutamate synthase (NADPH) small chain	1.4.1.13
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00656	E2.3.1.54, pflD; formate C-acetyltransferase	2.3.1.54
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K14246	auaD; PKS chain-length factor (CLF/KS beta)	2.3.1.-
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01450		
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01424	E3.5.1.1, ansA, ansB; L-asparaginase	3.5.1.1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K07173	luxS; S-ribosylhomocysteine lyase	4.4.1.21
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01583	E4.1.1.19; arginine decarboxylase	4.1.1.19
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming)	1.5.1.7
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13524	ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase	2.6.1.19 2.6.1.22
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00274	MAO, aofH; monoamine oxidase	1.4.3.4
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00838	ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase	2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K05824	LYS12; homoisocitrate dehydrogenase	1.1.1.87
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01703	leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K05363	murM; serine/alanine adding enzyme	2.3.2.10
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1	1.2.1.31 1.2.1.8 1.2.1.3
