L1	L2	L3	L4	KO	Function	EC	Count
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to propionate II (acrylate pathway)		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
17_Gluconeogenesis	Gluconeogenesis			K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
17_Gluconeogenesis	Gluconeogenesis in archea			K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to propionate II (acrylate pathway)		K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	2.8.1.1 2.8.1.2	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K01026	pct; propionate CoA-transferase	2.8.3.1	1
01_Fermentation	Succinate fermentation to butyrate			K01026	pct; propionate CoA-transferase	2.8.3.1	1
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K01026	pct; propionate CoA-transferase	2.8.3.1	1
09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K01046	lip, TGL2; triacylglycerol lipase	3.1.1.3	1
21_Cellular response to stress	Cellular response to osmotic stress			K01048	pldB; lysophospholipase	3.1.1.5	1
21_Cellular response to stress	Response to osmotic stress			K01048	pldB; lysophospholipase	3.1.1.5	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01079	serB, PSPH; phosphoserine phosphatase	3.1.3.3	1
01_Fermentation	Mixed acid fermentation			K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	4.2.1.19 3.1.3.15	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	4.2.1.19 3.1.3.15	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	4.2.1.19 3.1.3.15	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	3.1.4.16 3.1.3.6	1
07_Nucleic acid metabolism	Purine metabolism			K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	3.1.4.16 3.1.3.6	1
07_Nucleic acid metabolism	Purine metabolism			K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01176	AMY, amyA, malS; alpha-amylase	3.2.1.1	1
20_Hydrolysis of polymers	Starch			K01176	AMY, amyA, malS; alpha-amylase	3.2.1.1	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
20_Hydrolysis of polymers	Starch			K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	1
20_Hydrolysis of polymers	Starch			K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	1
20_Hydrolysis of polymers	Galactose			K01193	INV, sacA; beta-fructofuranosidase	3.2.1.26	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01200	pulA; pullulanase	3.2.1.41	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01207	nagZ; beta-N-acetylhexosaminidase	3.2.1.52	1
20_Hydrolysis of polymers	Chitin			K01207	nagZ; beta-N-acetylhexosaminidase	3.2.1.52	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01208	cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase	3.2.1.54 3.2.1.133 3.2.1.135	1
20_Hydrolysis of polymers	Starch			K01208	cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase	3.2.1.54 3.2.1.133 3.2.1.135	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01222	E3.2.1.86A, celF; 6-phospho-beta-glucosidase	3.2.1.86	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase	3.2.1.86	1
20_Hydrolysis of polymers	Starch			K01226	treC; trehalose-6-phosphate hydrolase	3.2.1.93	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01232	glvA; maltose-6'-phosphate glucosidase	3.2.1.122	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01232	glvA; maltose-6'-phosphate glucosidase	3.2.1.122	1
20_Hydrolysis of polymers	Starch			K01232	glvA; maltose-6'-phosphate glucosidase	3.2.1.122	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01240	URH1; uridine nucleosidase	3.2.2.3	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	3.2.2.9	1
21_Cellular response to stress	Response to nitrosative stress			K01247	alkA; DNA-3-methyladenine glycosylase II	3.2.2.21	1
09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	3.4.16.4	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01424	E3.5.1.1, ansA, ansB; L-asparaginase	3.5.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01424	E3.5.1.1, ansA, ansB; L-asparaginase	3.5.1.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
08_Hydrocarbon degradation	Other aromatics degradation			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	1
20_Hydrolysis of polymers	Galactose			K01443	nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	3.5.1.25	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01448	amiABC; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01465	URA4, pyrC; dihydroorotase	3.5.2.3	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01476	E3.5.3.1, rocF, arg; arginase	3.5.3.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01478	arcA; arginine deiminase	3.5.3.6	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01480	speB; agmatinase	3.5.3.11	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01485	codA; cytosine/creatinine deaminase	3.5.4.1 3.5.4.21	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01485	codA; cytosine/creatinine deaminase	3.5.4.1 3.5.4.21	1
07_Nucleic acid metabolism	Degradation of pyrimidine bases			K01485	codA; cytosine/creatinine deaminase	3.5.4.1 3.5.4.21	1
07_Nucleic acid metabolism	Purine metabolism			K01486	ade; adenine deaminase	3.5.4.2	1
07_Nucleic acid metabolism	Degradation of purine bases			K01486	ade; adenine deaminase	3.5.4.2	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01489	cdd, CDA; cytidine deaminase	3.5.4.5	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9	1
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)			K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01493	comEB; dCMP deaminase	3.5.4.12	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01501	E3.5.5.1; nitrilase	3.5.5.1	1
08_Hydrocarbon degradation	Other aromatics degradation			K01501	E3.5.5.1; nitrilase	3.5.5.1	1
07_Nucleic acid metabolism	Purine metabolism			K01515	nudF; ADP-ribose pyrophosphatase	3.6.1.13	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01519	ITPA; inosine triphosphate pyrophosphatase	3.6.1.-	1
07_Nucleic acid metabolism	Purine metabolism			K01519	ITPA; inosine triphosphate pyrophosphatase	3.6.1.-	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01520	dut, DUT; dUTP pyrophosphatase	3.6.1.23	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01523	hisE; phosphoribosyl-ATP pyrophosphohydrolase	3.6.1.31	1
07_Nucleic acid metabolism	Purine metabolism			K01524	ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	3.6.1.11 3.6.1.40	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01556	KYNU, kynU; kynureninase	3.7.1.3	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01580	E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase	4.1.1.15	1
21_Cellular response to stress	Cellular response to stress			K01580	E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase	4.1.1.15	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01585	speA; arginine decarboxylase	4.1.1.19	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01585	speA; arginine decarboxylase	4.1.1.19	1
21_Cellular response to stress	Response to osmotic stress			K01585	speA; arginine decarboxylase	4.1.1.19	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K01586	lysA; diaminopimelate decarboxylase	4.1.1.20	1
08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K01586	lysA; diaminopimelate decarboxylase	4.1.1.20	1
07_Nucleic acid metabolism	Purine metabolism			K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase	5.4.99.18	1
07_Nucleic acid metabolism	Purine metabolism			K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase	6.3.4.18	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K01591	pyrF; orotidine-5'-phosphate decarboxylase	4.1.1.23	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01609	trpC; indole-3-glycerol phosphate synthase	4.1.1.48	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	1
17_Gluconeogenesis	Gluconeogenesis			K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01611	speD, AMD1; S-adenosylmethionine decarboxylase	4.1.1.50	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01611	speD, AMD1; S-adenosylmethionine decarboxylase	4.1.1.50	1
08_Hydrocarbon degradation	Polycyclic aromatic hydrocarbon degradation			K01619	deoC, DERA; deoxyribose-phosphate aldolase	4.1.2.4	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01620	ltaE; threonine aldolase	4.1.2.48	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase	2.5.1.54	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase	2.5.1.54	1
10_TCA cycle	Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)			K01637	E4.1.3.1, aceA; isocitrate lyase	4.1.3.1	1
10_TCA cycle	Incomplete TCA fork			K01638	aceB, glcB; malate synthase	2.3.3.9	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01657	trpE; anthranilate synthase component I	4.1.3.27	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01657	trpE; anthranilate synthase component I	4.1.3.27	1
01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K01658	trpG; anthranilate synthase component II	4.1.3.27	1
01_Fermentation	Pyruvate fermentation to butanol			K01658	trpG; anthranilate synthase component II	4.1.3.27	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K01658	trpG; anthranilate synthase component II	4.1.3.27	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K01658	trpG; anthranilate synthase component II	4.1.3.27	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K01658	trpG; anthranilate synthase component II	4.1.3.27	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K01658	trpG; anthranilate synthase component II	4.1.3.27	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01658	trpG; anthranilate synthase component II	4.1.3.27	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01658	trpG; anthranilate synthase component II	4.1.3.27	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01676	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I	4.2.1.2	1
10_TCA cycle	TCA cycle			K01676	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I	4.2.1.2	1
10_TCA cycle	Incomplete TCA fork			K01676	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I	4.2.1.2	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II	4.2.1.2	1
10_TCA cycle	TCA cycle			K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II	4.2.1.2	1
10_TCA cycle	Incomplete TCA fork			K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II	4.2.1.2	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K01681	ACO, acnA; aconitate hydratase	4.2.1.3	1
10_TCA cycle	TCA cycle			K01681	ACO, acnA; aconitate hydratase	4.2.1.3	1
10_TCA cycle	Incomplete TCA fork			K01681	ACO, acnA; aconitate hydratase	4.2.1.3	1
21_Cellular response to stress	Regulation of translation in response to oxidative stress			K01681	ACO, acnA; aconitate hydratase	4.2.1.3	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01686	uxuA; mannonate dehydratase	4.2.1.8	1
20_Hydrolysis of polymers	Xylose			K01686	uxuA; mannonate dehydratase	4.2.1.8	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	1
09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	1
09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01689	ENO, eno; enolase	4.2.1.11	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K01689	ENO, eno; enolase	4.2.1.11	1
05_Fatty acid oxidation	Fatty acid beta-oxidation IV (unsaturated)			K01689	ENO, eno; enolase	4.2.1.11	1
05_Fatty acid oxidation	Fatty acid activation			K01689	ENO, eno; enolase	4.2.1.11	1
15_Methylotrophy	Serine pathway for formaldehyde fixation			K01689	ENO, eno; enolase	4.2.1.11	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K01689	ENO, eno; enolase	4.2.1.11	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01689	ENO, eno; enolase	4.2.1.11	1
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01689	ENO, eno; enolase	4.2.1.11	1
17_Gluconeogenesis	Gluconeogenesis in archea			K01689	ENO, eno; enolase	4.2.1.11	1
01_Fermentation	Mixed acid fermentation			K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01695	trpA; tryptophan synthase alpha chain	4.2.1.20	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01695	trpA; tryptophan synthase alpha chain	4.2.1.20	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01695	trpA; tryptophan synthase alpha chain	4.2.1.20	1
01_Fermentation	Mixed acid fermentation			K01696	trpB; tryptophan synthase beta chain	4.2.1.20	1
01_Fermentation	Mixed acid fermentation			K01696	trpB; tryptophan synthase beta chain	4.2.1.20	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01696	trpB; tryptophan synthase beta chain	4.2.1.20	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01696	trpB; tryptophan synthase beta chain	4.2.1.20	1
06_Amino acid utilization biosynthesis metabolism	Histidine degradation			K01712	hutU, UROC1; urocanate hydratase	4.2.1.49	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01712	hutU, UROC1; urocanate hydratase	4.2.1.49	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K01714	dapA; 4-hydroxy-tetrahydrodipicolinate synthase	4.3.3.7	1
09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K01728	pel; pectate lyase	4.2.2.2	1
20_Hydrolysis of polymers	Xylose			K01728	pel; pectate lyase	4.2.2.2	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01735	aroB; 3-dehydroquinate synthase	4.2.3.4	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01736	aroC; chorismate synthase	4.2.3.5	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01738	cysK; cysteine synthase	2.5.1.47	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01738	cysK; cysteine synthase	2.5.1.47	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01744	aspA; aspartate ammonia-lyase	4.3.1.1	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01752	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase	4.3.1.17	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01752	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase	4.3.1.17	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01755	argH, ASL; argininosuccinate lyase	4.3.2.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01755	argH, ASL; argininosuccinate lyase	4.3.2.1	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01756	purB, ADSL; adenylosuccinate lyase	4.3.2.2	1
07_Nucleic acid metabolism	Purine metabolism			K01756	purB, ADSL; adenylosuccinate lyase	4.3.2.2	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
01_Fermentation	Bifidobacterium shunt			K01776	murI; glutamate racemase	5.1.1.3	1
01_Fermentation	Heterolactic fermentation			K01776	murI; glutamate racemase	5.1.1.3	1
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01776	murI; glutamate racemase	5.1.1.3	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01779	racD; aspartate racemase	5.1.1.13	1
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K01783	rpe, RPE; ribulose-phosphate 3-epimerase	5.1.3.1	1
20_Hydrolysis of polymers	Xylose			K01783	rpe, RPE; ribulose-phosphate 3-epimerase	5.1.3.1	1
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2	1
20_Hydrolysis of polymers	Galactose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
17_Gluconeogenesis	Gluconeogenesis in archea			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	1
01_Fermentation	Bifidobacterium shunt			K01805	xylA; xylose isomerase	5.3.1.5	1
01_Fermentation	Heterolactic fermentation			K01805	xylA; xylose isomerase	5.3.1.5	1
01_Fermentation	Homolactic fermentation			K01805	xylA; xylose isomerase	5.3.1.5	1
02_Homoacetogenesis	Glycolysis			K01805	xylA; xylose isomerase	5.3.1.5	1
20_Hydrolysis of polymers	Xylose			K01805	xylA; xylose isomerase	5.3.1.5	1
01_Fermentation	Bifidobacterium shunt			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	1
01_Fermentation	Heterolactic fermentation			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	1
01_Fermentation	Homolactic fermentation			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	1
02_Homoacetogenesis	Glycolysis			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	1
01_Fermentation	Bifidobacterium shunt			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	1
01_Fermentation	Heterolactic fermentation			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	1
01_Fermentation	Homolactic fermentation			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	1
02_Homoacetogenesis	Glycolysis			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
05_Fatty acid oxidation	Fatty acid beta-oxidation III (unsaturated)			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
05_Fatty acid oxidation	Fatty acid activation			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
17_Gluconeogenesis	Gluconeogenesis in archea			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
20_Hydrolysis of polymers	Starch			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
21_Cellular response to stress	Cellular response to stress			K01810	GPI, pgi; glucose-6-phosphate isomerase	5.3.1.9	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	5.3.1.16	1
