index	L1	L2	L3	L4	KO	Function	EC	Count
3020	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Molybdate transporter [mD:m00189]	K02017	modC; molybdate transport system ATP-binding protein	7.3.2.5	4
3816	16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00845	glk; glucokinase	2.7.1.2	2
4910	20_Hydrolysis of polymers	Starch			K00845	glk; glucokinase	2.7.1.2	2
5285	20_Hydrolysis of polymers	Galactose			K00845	glk; glucokinase	2.7.1.2	2
3077	12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Sn-glycerol 3-phosphate transporter [mD:m00198]	K05816	ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein	7.6.2.10	1
2124	07_Nucleic acid metabolism	Pyrimidine metabolism			K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	3
2315	07_Nucleic acid metabolism	Purine metabolism			K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	3
1092	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01740	metY; O-acetylhomoserine (thiol)-lyase	2.5.1.49	1
3300	12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipoprotein-releasing transporter [mD:m00255]	K09810	lolD; lipoprotein-releasing system ATP-binding protein	7.6.2.-	3
3554	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Nitrogen regulatory II component	K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	17
3984	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	17
4043	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	17
4090	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	17
4940	20_Hydrolysis of polymers	Starch			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	17
5244	20_Hydrolysis of polymers	Mannose			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	17
5320	20_Hydrolysis of polymers	Galactose			K02806	ptsN; nitrogen PTS system EIIA component	2.7.1.-	17
5545	21_Cellular response to stress	Cellular response to osmotic stress			K02480	K02480; two-component system, NarL family, sensor kinase	2.7.13.3	35
5962	21_Cellular response to stress	Regulation of response to osmotic stress			K02480	K02480; two-component system, NarL family, sensor kinase	2.7.13.3	35
6525	21_Cellular response to stress	Response to osmotic stress			K02480	K02480; two-component system, NarL family, sensor kinase	2.7.13.3	35
2729	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K00712	tagE; poly(glycerol-phosphate) alpha-glucosyltransferase	2.4.1.52	2
3508	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00273]	K02769	fruAb; fructose PTS system EIIB component	2.7.1.202	24
3968	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02769	fruAb; fructose PTS system EIIB component	2.7.1.202	24
4027	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02769	fruAb; fructose PTS system EIIB component	2.7.1.202	24
4074	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02769	fruAb; fructose PTS system EIIB component	2.7.1.202	24
4924	20_Hydrolysis of polymers	Starch			K02769	fruAb; fructose PTS system EIIB component	2.7.1.202	24
5228	20_Hydrolysis of polymers	Mannose			K02769	fruAb; fructose PTS system EIIB component	2.7.1.202	24
5304	20_Hydrolysis of polymers	Galactose			K02769	fruAb; fructose PTS system EIIB component	2.7.1.202	24
3509	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00273]	K02770	fruA; fructose PTS system EIIBC or EIIC component	2.7.1.202	21
3511	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II-like component [mD:m00306]	K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-	11
4000	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-	11
4059	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-	11
4106	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-	11
4956	20_Hydrolysis of polymers	Starch			K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-	11
5260	20_Hydrolysis of polymers	Mannose			K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-	11
5336	20_Hydrolysis of polymers	Galactose			K11202	fryB; fructose-like PTS system EIIB component	2.7.1.-	11
2646	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00721	DPM1; dolichol-phosphate mannosyltransferase	2.4.1.83	2
4707	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K00721	DPM1; dolichol-phosphate mannosyltransferase	2.4.1.83	2
4264	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12990	rfbF, rhlC; rhamnosyltransferase	2.4.1.-	1
4487	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12990	rfbF, rhlC; rhamnosyltransferase	2.4.1.-	1
4630	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12990	rfbF, rhlC; rhamnosyltransferase	2.4.1.-	1
4817	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12990	rfbF, rhlC; rhamnosyltransferase	2.4.1.-	1
5164	20_Hydrolysis of polymers	Mannose			K12990	rfbF, rhlC; rhamnosyltransferase	2.4.1.-	1
6710	21_Cellular response to stress	Response to osmotic stress			K12990	rfbF, rhlC; rhamnosyltransferase	2.4.1.-	1
3551	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Ascorbate-specific II component [mD:m00283]	K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	5
3991	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	5
4050	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	5
4097	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	5
4947	20_Hydrolysis of polymers	Starch			K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	5
5251	20_Hydrolysis of polymers	Mannose			K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	5
5327	20_Hydrolysis of polymers	Galactose			K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	5
4912	20_Hydrolysis of polymers	Starch			K00847	E2.7.1.4, scrK; fructokinase	2.7.1.4	1
1091	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01739	metB; cystathionine gamma-synthase	2.5.1.48	4
1583	06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K01739	metB; cystathionine gamma-synthase	2.5.1.48	4
1830	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01739	metB; cystathionine gamma-synthase	2.5.1.48	4
1565	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00835	avtA; valine--pyruvate aminotransferase	2.6.1.66	1
5555	21_Cellular response to stress	Cellular response to osmotic stress			K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	95
5970	21_Cellular response to stress	Regulation of response to osmotic stress			K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	95
6770	21_Cellular response to stress	Response to osmotic stress			K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	95
2285	07_Nucleic acid metabolism	Purine metabolism			K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase	5.4.99.18	1
23	01_Fermentation	Acetylene degradation			K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
66	01_Fermentation	Heterolactic fermentation			K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
102	01_Fermentation	Lysine fermentation to acetate and butyrate			K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
407	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
419	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
429	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
500	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
611	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
618	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
6612	21_Cellular response to stress	Response to osmotic stress			K00001	E1.1.1.1, adh; alcohol dehydrogenase	1.1.1.1	10
5587	21_Cellular response to stress	Cellular response to stress			K00326	E1.6.2.2; cytochrome-b5 reductase	1.6.2.2	1
6545	21_Cellular response to stress	Response to osmotic stress			K03885	ndh; NADH:ubiquinone reductase (H+-translocating)	7.1.1.2	5
964	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01965	PCCA, pccA; propionyl-CoA carboxylase alpha chain	6.4.1.3	3
2021	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01621	xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	1
1011	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00294	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase	1.2.1.88	3
1384	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00294	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase	1.2.1.88	3
1387	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00318	PRODH, fadM, putB; proline dehydrogenase	1.5.5.2	2
6197	21_Cellular response to stress	Response to osmotic stress			K00318	PRODH, fadM, putB; proline dehydrogenase	1.5.5.2	2
1053	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	2
1490	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	2
6771	21_Cellular response to stress	Response to osmotic stress			K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	2
3019	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Molybdate transporter [mD:m00189]	K02018	modB; molybdate transport system permease protein		2
3302	12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Uncharacterized ABC transporter [mD:m00258]	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein		3
1140	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
1319	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
1545	06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
1252	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	1.3.8.6	1
2518	08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	1.3.8.6	1
2653	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
4189	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
4412	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
4705	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
4742	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
5089	20_Hydrolysis of polymers	Mannose			K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
6635	21_Cellular response to stress	Response to osmotic stress			K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
5500	21_Cellular response to stress	Cellular response to osmotic stress			K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	14
5917	21_Cellular response to stress	Regulation of response to osmotic stress			K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	14
6480	21_Cellular response to stress	Response to osmotic stress			K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	14
5466	21_Cellular response to stress	Cellular response to osmotic stress			K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB	2.7.13.3	8
5883	21_Cellular response to stress	Regulation of response to osmotic stress			K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB	2.7.13.3	8
6446	21_Cellular response to stress	Response to osmotic stress			K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB	2.7.13.3	8
1157	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	1.14.13.127	1
1772	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	1.14.13.127	1
2529	08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	1.14.13.127	1
5637	21_Cellular response to stress	Cellular response to stress			K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	1.14.13.127	1
3470	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme I	K08484	ptsP; phosphotransferase system, enzyme I, PtsP	2.7.3.9	6
2013	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
3510	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II-like component [mD:m00306]	K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
3999	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
4058	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
4105	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
4955	20_Hydrolysis of polymers	Starch			K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
5259	20_Hydrolysis of polymers	Mannose			K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
5335	20_Hydrolysis of polymers	Galactose			K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
2627	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00698	CHS1; chitin synthase	2.4.1.16	2
4895	20_Hydrolysis of polymers	Starch			K00698	CHS1; chitin synthase	2.4.1.16	2
4271	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12997	rgpB; rhamnosyltransferase	2.4.1.-	2
4494	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12997	rgpB; rhamnosyltransferase	2.4.1.-	2
4637	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12997	rgpB; rhamnosyltransferase	2.4.1.-	2
4824	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12997	rgpB; rhamnosyltransferase	2.4.1.-	2
5171	20_Hydrolysis of polymers	Mannose			K12997	rgpB; rhamnosyltransferase	2.4.1.-	2
6717	21_Cellular response to stress	Response to osmotic stress			K12997	rgpB; rhamnosyltransferase	2.4.1.-	2
3204	12_Transporters	ABC transporters, prokaryotic type	Phosphate and amino acid transporters	Polar amino acid transporter [mD:m00236]	K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein	7.4.2.1	23
5487	21_Cellular response to stress	Cellular response to osmotic stress			K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD	2.7.13.3	4
5904	21_Cellular response to stress	Regulation of response to osmotic stress			K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD	2.7.13.3	4
6467	21_Cellular response to stress	Response to osmotic stress			K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD	2.7.13.3	4
5467	21_Cellular response to stress	Cellular response to osmotic stress			K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	5
5884	21_Cellular response to stress	Regulation of response to osmotic stress			K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	5
6447	21_Cellular response to stress	Response to osmotic stress			K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	5
2903	10_TCA cycle	TCA cycle			K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	12
2925	10_TCA cycle	Incomplete TCA fork			K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	12
2938	10_TCA cycle	Reductive TCA cycle			K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	12
2898	10_TCA cycle	TCA cycle			K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
2924	10_TCA cycle	Incomplete TCA fork			K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
2942	10_TCA cycle	Reductive TCA cycle			K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
5532	21_Cellular response to stress	Cellular response to osmotic stress			K11633	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	2.7.13.3	3
5949	21_Cellular response to stress	Regulation of response to osmotic stress			K11633	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	2.7.13.3	3
6512	21_Cellular response to stress	Response to osmotic stress			K11633	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	2.7.13.3	3
1610	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3.5.1.108	1
4379	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3.5.1.108	1
5476	21_Cellular response to stress	Cellular response to osmotic stress			K07649	tctE; two-component system, OmpR family, sensor histidine kinase TctE	2.7.13.3	21
5893	21_Cellular response to stress	Regulation of response to osmotic stress			K07649	tctE; two-component system, OmpR family, sensor histidine kinase TctE	2.7.13.3	21
6456	21_Cellular response to stress	Response to osmotic stress			K07649	tctE; two-component system, OmpR family, sensor histidine kinase TctE	2.7.13.3	21
3060	12_Transporters	ABC transporters, prokaryotic type	Oligosaccharide and polyol transporters	Maltose/maltodextrin transporter [mD:m00194]	K10111	malK, mtlK, thuK; multiple sugar transport system ATP-binding protein	7.5.2.-	2
2630	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00749	E2.4.1.183; alpha-1,3-glucan synthase	2.4.1.183	1
5523	21_Cellular response to stress	Cellular response to osmotic stress			K11356	cikA; two-component system, sensor histidine kinase and response regulator	2.7.13.3	4
5940	21_Cellular response to stress	Regulation of response to osmotic stress			K11356	cikA; two-component system, sensor histidine kinase and response regulator	2.7.13.3	4
6503	21_Cellular response to stress	Response to osmotic stress			K11356	cikA; two-component system, sensor histidine kinase and response regulator	2.7.13.3	4
5514	21_Cellular response to stress	Cellular response to osmotic stress			K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	14
5931	21_Cellular response to stress	Regulation of response to osmotic stress			K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	14
6494	21_Cellular response to stress	Response to osmotic stress			K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	14
104	01_Fermentation	Mixed acid fermentation			K00024	mdh; malate dehydrogenase	1.1.1.37	2
438	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K00024	mdh; malate dehydrogenase	1.1.1.37	2
2909	10_TCA cycle	Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)			K00024	mdh; malate dehydrogenase	1.1.1.37	2
2917	10_TCA cycle	Incomplete TCA fork			K00024	mdh; malate dehydrogenase	1.1.1.37	2
3779	15_Methylotrophy	Serine pathway for formaldehyde fixation			K00024	mdh; malate dehydrogenase	1.1.1.37	2
3292	12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	ABC-2 type transporter [mD:m00254]	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein		5
3291	12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	ABC-2 type transporter [mD:m00254]	K01992	ABC-2.P; ABC-2 type transport system permease protein		1
3515	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannitol-specific II component [mD:m00274]	K02800	mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	2.7.1.197	6
5496	21_Cellular response to stress	Cellular response to osmotic stress			K07698	kinC; two-component system, sporulation sensor kinase C	2.7.13.3	6
5913	21_Cellular response to stress	Regulation of response to osmotic stress			K07698	kinC; two-component system, sporulation sensor kinase C	2.7.13.3	6
6476	21_Cellular response to stress	Response to osmotic stress			K07698	kinC; two-component system, sporulation sensor kinase C	2.7.13.3	6
5519	21_Cellular response to stress	Cellular response to osmotic stress			K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
5936	21_Cellular response to stress	Regulation of response to osmotic stress			K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
6499	21_Cellular response to stress	Response to osmotic stress			K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
5850	21_Cellular response to stress	Cellular response to stress			K00383	GSR, gor; glutathione reductase (NADPH)	1.8.1.7	1
115	01_Fermentation	Mixed acid fermentation			K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
2890	10_TCA cycle	TCA cycle			K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
2932	10_TCA cycle	Reductive TCA cycle			K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
5474	21_Cellular response to stress	Cellular response to osmotic stress			K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
5891	21_Cellular response to stress	Regulation of response to osmotic stress			K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
6454	21_Cellular response to stress	Response to osmotic stress			K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
4258	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
4481	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
4624	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
4811	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
5158	20_Hydrolysis of polymers	Mannose			K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
6704	21_Cellular response to stress	Response to osmotic stress			K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
25	01_Fermentation	Acetylene degradation			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
56	01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
69	01_Fermentation	Heterolactic fermentation			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
117	01_Fermentation	Mixed acid fermentation			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
400	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
412	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
